name,slug,dba,dba_slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state,license_usda,delivery,sells_seeds,other_license
"CHIPS18, LLC",chips18-llc,,,cultivator,,,,,CA,,US,,,(805) 242-1151,Compliance@ccagriculture.Com,CCL21-0000599,,FALSE,FALSE,
"CHIPS18, LLC",chips18-llc,,,cultivator,,,,,CA,,US,,,(805) 242-1151,Compliance@ccagriculture.Com,CCL21-0000603,,FALSE,FALSE,
"CHIPS18, LLC",chips18-llc,,,cultivator,,,,,CA,,US,,,(805) 242-1151,Compliance@ccagriculture.Com,CCL21-0000607,,FALSE,FALSE,
"CHIPS18, LLC",chips18-llc,,,cultivator,,,,,CA,,US,,,(805) 242-1151,Compliance@ccagriculture.Com,CCL21-0002429,,FALSE,FALSE,
"CHIPS18, LLC",chips18-llc,,,cultivator,,,,,CA,,US,,,(805) 242-1151,Compliance@ccagriculture.Com,CCL21-0002435,,FALSE,FALSE,
"CHIPS18, LLC",chips18-llc,,,cultivator,,,,,CA,,US,,,(805) 242-1151,Compliance@ccagriculture.Com,CCL21-0002440,,FALSE,FALSE,
"CHIPS18, LLC",chips18-llc,,,cultivator,,,,,CA,,US,,,(805) 242-1151,Compliance@ccagriculture.Com,CCL21-0002445,,FALSE,FALSE,
"CHIPS18, LLC",chips18-llc,,,cultivator,,,,,CA,,US,,,(805) 242-1151,Thomasowner@ccagriculture.Com,CCL25-0000051,,FALSE,FALSE,
"Chloroplant, Inc.",chloroplant-inc,,,cultivator,,,,,CA,,US,,,(626) 298-9878,Corporate@chloroplant.Com,CCL22-0000228,,FALSE,FALSE,
CHOICE ORGANICS INC,choice-organics-inc,GREEN DRAGON,green-dragon,dispensary,,,"813 Smithfield Drive, Units A & B",Fort Collins,CO,80524,US,40.57713311,-105.0033547,,,402-00146,,FALSE,FALSE,
CHOICE ORGANICS INC,choice-organics-inc,GREEN DRAGON,green-dragon,dispensary,,,"813 Smithfield Drive, Units C & D",Fort Collins,CO,80524,US,40.57713311,-105.0033547,,,402R-00033,,FALSE,FALSE,
Chongmoua Thao,chongmoua-thao,,,cultivator,,,,,CA,,US,,,(530) 356-1690,Kellogggulch771@outlook.Com,CCL22-0000645,,FALSE,FALSE,
Christina King,christina-king,,,other,,,,,CA,,US,,,(805) 587-2602,Cmking27@hotmail.Com,C12-0000288-LIC,,FALSE,FALSE,
Christopher Cameron,christopher-cameron,,,cultivator,,,,,CA,,US,,,(707) 298-8132,Curlyhum8@gmail.Com,CCL19-0004596,,FALSE,FALSE,
CHRISTOPHER SHIPPS,christopher-shipps,SR Collective,sr-collective,dispensary,,,26033,Salmon River Hwy Willamina,OR,97396-9728,US,45.06214942,-123.562552,,,050-101455619DD,,FALSE,FALSE,
Chronic Bliss LLC,chronic-bliss-llc,Altitude Ithaca,altitude-ithaca,dispensary,www.altitudeithaca.com,,1429 Danby Rd,Ithaca,NY,14850,US,42.38105,-76.49134,,,OCM-RETL-24-000141,,FALSE,FALSE,
Chronic Brooklyn LLC,chronic-brooklyn-llc,Chronic Brooklyn,chronic-brooklyn,dispensary,,,483 3rd Ave,Brooklyn,NY,11215,US,40.67057,-73.99172,,,OCM-RETL-24-000051,,FALSE,FALSE,
Chronic Creek LLC,chronic-creek-llc,,,cultivator,,,,,CA,,US,,,(707) 798-7554,Tiffany5421@gmail.Com,CCL23-0000110,,FALSE,FALSE,
CHRONIC THERAPY-CORTEZ LLC,chronic-therapy-cortez-llc,CHRONIC CULTIVATION,chronic-cultivation,cultivator|dispensary,,,1020 South Broadway,Cortez,CO,81321,US,37.33627214,-108.6020087,,,403R-01236,,FALSE,FALSE,
Chue Thao,chue-thao,,,cultivator,,,,,CA,,US,,,(707) 951-8693,Topofthegrade961@outlook.Com,CCL19-0005353,,FALSE,FALSE,
ChueYeng Lee,chueyeng-lee,,,cultivator,,,,,CA,,US,,,(559) 246-6781,Greeneryranch170@gmail.Com,CCL24-0000210,,FALSE,FALSE,
"Chula Vista Farm, LLC",chula-vista-farm-llc,,,cultivator,,,,,CA,,US,,,(707) 972-3936,Corpito707@yahoo.Com,CCL21-0003667,,FALSE,FALSE,
Ci Distribution LLC,ci-distribution-llc,Claybourne Distribution,claybourne-distribution,other,,,,,CA,,US,,,(951) 675-4508,Nick@claybourneco.Com,C11-0000032-LIC,,FALSE,FALSE,
"CI Farms, LLC",ci-farms-llc,,,cultivator,,,,,CA,,US,,,(951) 675-4508,Nick@claybourneco.Com,CCL19-0002272,,FALSE,FALSE,
CI Wellness LLC.,ci-wellness-llc,,,cultivator,,,,,CA,,US,,,(951) 675-4508,Nick@claybourneco.Com,CCL21-0004316,,FALSE,FALSE,
CI Wellness LLC.,ci-wellness-llc,,,cultivator,,,,,CA,,US,,,(951) 675-4508,Nick@claybourneco.Com,CCL21-0004317,,FALSE,FALSE,
CI Wellness LLC.,ci-wellness-llc,,,cultivator,,,,,CA,,US,,,(951) 675-4508,Nick@claybourneco.Com,CCL21-0004318,,FALSE,FALSE,
CI Wellness LLC.,ci-wellness-llc,,,cultivator,,,,,CA,,US,,,(951) 675-4508,Nick@claybourneco.Com,CCL21-0004319,,FALSE,FALSE,
CICADA AG LLC,cicada-ag-llc,,,cultivator,,,,,CA,,US,,,(707) 841-7515,Will1everidge@gmail.Com,CCL24-0000447,,FALSE,FALSE,
CICADA AG LLC,cicada-ag-llc,,,cultivator,,,,,CA,,US,,,(707) 841-7515,Will1everidge@gmail.Com,CCL25-0000010,,FALSE,FALSE,
Circle City Trade Group LLC,circle-city-trade-group-llc,CHKN 'N WAFFLEZ,chkn-n-wafflez,dispensary,,,1253 Enterprise Ct,Corona,CA,92882,US,33.884614,-117.587152,(562) 833-8316,Jmencius888@gmail.Com,C10-0001109-LIC,,FALSE,FALSE,
Circle Muskrat LLC,circle-muskrat-llc,Off the Charts,off-the-charts,dispensary,,,"2801 Harbor Blvd, Suite C, D, & E",Costa Mesa,CA,92626,US,33.673684,-117.91983,(619) 955-9433,Normanyousif11@gmail.Com,C10-0001078-LIC,,FALSE,FALSE,
Circle Of Hope Alliance,circle-of-hope-alliance,Wrk,wrk,dispensary,,,8311 Balboa Blvd,Northridge,CA,91325,US,34.221711,-118.502975,(818) 359-4225,Wrk.Laretail@gmail.Com,C10-0000998-LIC,,FALSE,FALSE,
Circle Of Hope Alliance,circle-of-hope-alliance,,,other,,,,,CA,,US,,,(818) 359-4225,Management@circleofhopela.Com,C11-0000197-LIC,,FALSE,FALSE,
CIRCLE OF HOPE ALLIANCE,circle-of-hope-alliance,,,cultivator,,,,,CA,,US,,,(818) 359-4225,Management@circleofhopela.Com,CCL19-0001827,,FALSE,FALSE,
"Circle-A Family Farm, LLC",circle-a-family-farm-llc,,,cultivator,,,,,CA,,US,,,(708) 704-9216,Clementrd401@outlook.Com,CCL19-0003084,,FALSE,FALSE,
Circular Enterprises Inc.,circular-enterprises-inc,,,cultivator,,,,,CA,,US,,,(323) 602-4211,Circular940@gmail.Com,CCL19-0005663,,FALSE,FALSE,
Cisco Farms Inc.,cisco-farms-inc,,,cultivator,,,,,CA,,US,,,(707) 499-6252,Lostcoastmadman@gmail.Com,CCL23-0000277,,FALSE,FALSE,
Cisco Farms Inc.,cisco-farms-inc,,,cultivator,,,,,CA,,US,,,(707) 629-3419,Lostcoastmadman@gmail.Com,CCL23-0000278,,FALSE,FALSE,
Cisco Farms Inc.,cisco-farms-inc,,,cultivator,,,,,CA,,US,,,(707) 499-6252,Lostcoastmadman@gmail.Com,CCL24-0000577,,FALSE,FALSE,
"Citiva Medical, LLC",citiva-medical-llc,Be.,be,dispensary,https://bestores.com/,,338 New Dorp Lane,Staten Island,NY,10306,US,40.57126,-74.11129,,,MM0903D,,FALSE,FALSE,
"Citiva Medical, LLC",citiva-medical-llc,Be.,be,other,https://bestores.com/,,1147 Route 9,Wappingers Falls,NY,12590,US,41.56608,-73.90692,,,MM0904D,,FALSE,FALSE,
"Citiva Medical, LLC",citiva-medical-llc,Be.,be,dispensary,https://bestores.com/,,204-206 Flatbush Ave,Brooklyn,NY,11217,US,40.68133,-73.97556,,,MM0906D,,FALSE,FALSE,
"Citron Investments, Inc.",citron-investments-inc,Citron Investments Inc.,citron-investments-inc,other,,,,,CA,,US,,,(818) 687-8772,Citroninvestments@yahoo.Com,C12-0000591-LIC,,FALSE,FALSE,
"Citrus Hill, Inc.",citrus-hill-inc,,,other,,,,,CA,,US,,,(845) 853-6262,Mcmahon6262@gmail.Com,C12-0000176-LIC,,FALSE,FALSE,
"Citrus Real Property, LLC",citrus-real-property-llc,Dr. Greenthumb's Orcutt,dr-greenthumbs-orcutt,dispensary,,,"1604 E Clark Ave, Suite 101",Orcutt,CA,93455,US,34.864542,-120.401493,(949) 275-0747,Licensing@trp.Co,C10-0001669-LIC,,FALSE,FALSE,
"City Compassionate Caregivers, Inc.",city-compassionate-caregivers-inc,The Cure Company,cure-company,other,,,,,CA,,US,,,(213) 908-4472,Stauntoncure@gmail.Com,C11-0001936-LIC,,FALSE,FALSE,
"City Compassionate Caregivers, Inc.",city-compassionate-caregivers-inc,The Cure Company,cure-company,other,,,,,CA,,US,,,(909) 936-2236,,DCC-10005030,,FALSE,FALSE,
"City Compassionate Caregivers, Inc.",city-compassionate-caregivers-inc,,,cultivator,,,,,CA,,US,,,(909) 936-2236,Citycompassionate@gmail.Com,CCL18-0001158,,FALSE,FALSE,
"City Compassionate Caregivers, Inc.",city-compassionate-caregivers-inc,,,cultivator,,,,,CA,,US,,,(909) 936-2236,Citycompassionate@gmail.Com,CCL23-0000493,,FALSE,FALSE,
"City Heights Greens, Inc.",city-heights-greens-inc,March and Ash Cannabis,march-and-ash-cannabis,dispensary,,,2281 Fairmount Ave,San Diego,CA,92105,US,32.72874,-117.098627,(619) 504-2424,Licensing@marchandash.Com.,C10-0000778-LIC,,FALSE,FALSE,
"City of Trees Ventures, Inc.",city-of-trees-ventures-inc,,,cultivator,,,,,CA,,US,,,(941) 962-9915,Joseph@avinxbrands.Com,CCL19-0000699,,FALSE,FALSE,
"City Of Trees Ventures, Inc.",city-of-trees-ventures-inc,,,cultivator,,,,,CA,,US,,,(941) 962-9915,Joseph@avinxbrands.Com,CCL22-0001473,,FALSE,FALSE,
CJ World LA,cj-world-la,,,cultivator,,,,,CA,,US,,,(303) 803-8054,Dubainy@ymail.Com,CCL20-0000050,,FALSE,FALSE,
Cjd Enterprises LLC,cjd-enterprises-llc,Nexus Delivers,nexus-delivers,dispensary,,,,,CA,,US,,,(916) 240-9430,Info@nexusdelivers.Com,C9-0000543-LIC,,FALSE,FALSE,
Cjk Inc,cjk-inc,JARS Cannabis,jars-cannabis,other,,,"3411 E Corona Ave, 100",Phoenix,AZ,85040,US,33.40548857,-112.0077146,602 491-0420,,00000106ESEU57773093,,FALSE,FALSE,
Cjs Lassen LLC [Equity Retailer],cjs-lassen-llc-equity-retailer,CJs [Equity Retailer],cjs-equity-retailer,dispensary,,,702040 Johnstonville Rd,Susanville,CA,96130,US,40.402485,-120.62155,(530) 249-7141,Cjslassen@gmail.Com,C10-0000710-LIC,,FALSE,FALSE,
"CKC Farms, Inc.",ckc-farms-inc,,,cultivator,,,,,CA,,US,,,(805) 450-6660,Francisbrand97@gmail.Com,CCL18-0000409,,FALSE,FALSE,
"CKC Farms, Inc.",ckc-farms-inc,,,cultivator,,,,,CA,,US,,,(805) 450-6660,Francisbrand97@gmail.Com,CCL18-0000410,,FALSE,FALSE,
"CKC Farms, Inc.",ckc-farms-inc,,,cultivator,,,,,CA,,US,,,(805) 450-6660,Francisbrand97@gmail.Com,CCL18-0000412,,FALSE,FALSE,
"CKC Farms, Inc.",ckc-farms-inc,,,cultivator,,,,,CA,,US,,,(805) 450-6660,Francisbrand97@gmail.Com,CCL18-0000415,,FALSE,FALSE,
"CKC Farms, Inc.",ckc-farms-inc,,,cultivator,,,,,CA,,US,,,(805) 450-6660,Francisbrand97@gmail.Com,CCL18-0000417,,FALSE,FALSE,
Cl Aromatherapy,cl-aromatherapy,C.A.D,cad,other,,,,,CA,,US,,,(802) 383-8016,Carterlash1@gmail.Com,DCC-10002266,,FALSE,FALSE,
Claypool Family Farm,claypool-family-farm,,,cultivator,,,,,CA,,US,,,(707) 223-0623,Claypoolfamilyfarm@yahoo.Com,CCL20-0000673,,FALSE,FALSE,
"Clb Collective, Inc",clb-collective-inc,Haven Cannabis Marijuana and Weed Dispensary - Belmont,haven-cannabis-marijuana-and-weed-dispensary-belmont,dispensary,,,404 Redondo Ave,Long Beach,CA,90814,US,33.77195,-118.152112,(562) 280-7414,Licensing@nextgenenterprises.Biz,C10-0000735-LIC,,FALSE,FALSE,
"CLCA-2-091218, LLC",clca-2-091218-llc,,,cultivator,,,,,CA,,US,,,(909) 727-6876,Andrew.Hernandez@workforceenterprises.Net,CCL22-0001468,,FALSE,FALSE,
"CLCA-3-091218, LLC",clca-3-091218-llc,,,cultivator,,,,,CA,,US,,,(909) 718-8915,Andrew.Hernandez@workforceenterprises.Net,CCL19-0005614,,FALSE,FALSE,
Clean And Clear LLC,clean-and-clear-llc,TBD,tbd,other,,,,,CA,,US,,,(215) 582-7666,Licensing@shrynegroup.Com,C11-0001432-LIC,,FALSE,FALSE,
Clean and Clear LLC,clean-and-clear-llc,,,cultivator,,,,,CA,,US,,,(415) 336-0374,Bmitch.Licensing@gmail.Com,CCL20-0003183,,FALSE,FALSE,
"Clean Cut Farms, LLC",clean-cut-farms-llc,,,cultivator,,,,,CA,,US,,,(707) 494-5336,Willryan808@yahoo.Com,CCL19-0005023,,FALSE,FALSE,
"Clear Conscience Farm, LLC",clear-conscience-farm-llc,,,cultivator,,,,,CA,,US,,,(707) 264-9766,Wyman1050@gmail.Com,CCL18-0001853,,FALSE,FALSE,
"Clear Creek Farms, LLC",clear-creek-farms-llc,,,cultivator,,,,,CA,,US,,,(707) 629-3419,Lostcoastmadman@gmail.Com,CCL18-0002117,,FALSE,FALSE,
"Clear Creek Farms, LLC",clear-creek-farms-llc,,,cultivator,,,,,CA,,US,,,(707) 499-6252,Lostcoastmadman@gmail.Com,CCL20-0001597,,FALSE,FALSE,
"Clear Creek Farms, LLC",clear-creek-farms-llc,,,cultivator,,,,,CA,,US,,,(707) 629-3419,Lostcoastmadman@gmail.Com,CCL20-0001727,,FALSE,FALSE,
Clear Lake Family Farm LLC,clear-lake-family-farm-llc,,,cultivator,,,,,CA,,US,,,(626) 466-7366,Clearlakefamilyfarm@gmail.Com,CCL25-0000027,,FALSE,FALSE,
Clear Natural LLC,clear-natural-llc,Clear Natural,clear-natural,other,,,,,NY,,US,41.15148,-73.75339,,,OCM-MICR-24-000071,,FALSE,FALSE,
"Clear Source, LLC",clear-source-llc,,,cultivator,,,,,CA,,US,,,(310) 467-0659,ClearsourceLLC2018@gmail.Com,CCL18-0001737,,FALSE,FALSE,
"Clear Source, LLC",clear-source-llc,,,cultivator,,,,,CA,,US,,,(310) 467-0659,ClearsourceLLC2018@gmail.Com,CCL18-0001738,,FALSE,FALSE,
"Clear Source, LLC",clear-source-llc,,,cultivator,,,,,CA,,US,,,(310) 467-0659,ClearsourceLLC2018@gmail.Com,CCL18-0001739,,FALSE,FALSE,
"Clear Source, LLC",clear-source-llc,,,cultivator,,,,,CA,,US,,,(310) 467-0659,ClearsourceLLC2018@gmail.Com,CCL18-0001740,,FALSE,FALSE,
"Clear Water 7, Inc.",clear-water-7-inc,,,cultivator,,,,,CA,,US,,,(707) 354-0125,Coatneydennis1@gmail.Com,CCL18-0002067,,FALSE,FALSE,
"Clear Water 7, Inc.",clear-water-7-inc,,,cultivator,,,,,CA,,US,,,(707) 354-0125,Coatneydennis1@gmail.Com,CCL18-0002068,,FALSE,FALSE,
"Clearlake Growth Fund Ii, Inc.",clearlake-growth-fund-ii-inc,Eaze,eaze,dispensary,,,,,CA,,US,,,(415) 298-1972,Owners@eaze.Com,C9-0000298-LIC,,FALSE,FALSE,
"Clearview Management Solutions, LLC",clearview-management-solutions-llc,Gardenhouse,gardenhouse,other,,,,,CA,,US,,,(202) 288-6575,Ben@gardenhousebrands.Com,DCC-10003686,,FALSE,FALSE,
Clearview Strategies Inc.,clearview-strategies-inc,,,cultivator,,,,,CA,,US,,,(310) 801-6059,Clearview1688@gmail.Com,CCL25-0000221,,FALSE,FALSE,
Clearwater Collective Inc.,clearwater-collective-inc,,,cultivator,,,,,CA,,US,,,(831) 332-4707,John@lockhornmanagement.Com,CCL18-0000907,,FALSE,FALSE,
CLERKS CENTRAL CITY LLC,clerks-central-city-llc,CENTRAL CITY CANNABIS LLC,central-city-cannabis-llc,dispensary,,,135 Nevada Street,Central City,CO,80427,US,39.79909659,-105.5131673,,,402R-00002,,FALSE,FALSE,
Clifford Russell,clifford-russell,,,cultivator,,,,,CA,,US,,,(707) 322-4668,13000buckman@gmail.Com,CCL22-0000209,,FALSE,FALSE,
CLIINTEL CAPITAL GROUP LLC,cliintel-capital-group-llc,CLEAR COLORADO GROUP,clear-colorado-group,other|dispensary,,,"5156 North Clarkson Street, Building 2",Denver,CO,80216,US,39.79014591,-104.9770366,,,404-00340|404R-00073,,FALSE,FALSE,
"Clocktower Enterprises, Inc.",clocktower-enterprises-inc,Santa Cruz Proper,santa-cruz-proper,other,,,,,CA,,US,,,(831) 818-8323,Lisa@properherb.Com,C12-0000042-LIC,,FALSE,FALSE,
"Clone Goddess, Inc.",clone-goddess-inc,,,cultivator,,,,,CA,,US,,,(213) 216-8058,Gina@clonegoddess.Com,CCL20-0001916,,FALSE,FALSE,
Closed Door Inc [Equity Retailer],closed-door-inc-equity-retailer,Crystal Nugs Shop [Equity Retailer],crystal-nugs-shop-equity-retailer,dispensary,,,2300 J St,Sacramento,CA,95816,US,38.575321,-121.475697,(916) 701-9777,Melina@crystalnugs.Com,C10-0001403-LIC,,FALSE,FALSE,
CLOUD 9 DISPENSARY LLC,cloud-9-dispensary-llc,Cloud 9 Cannabis,cloud-9-cannabis,dispensary,,,154,Manor St Ne Albany,OR,97322-6509,US,44.6450714,-123.0591491,,,050-100736767B7,,FALSE,FALSE,
"CLOUD 9 OSWEGO, LLC",cloud-9-oswego-llc,Cloud 9 - Oswego,cloud-9-oswego,other,,,2420 US Highway 30,Oswego,IL,60543,US,41.7188466,-88.3163347,(630) 451-8060,,284.000292-AUDO,,FALSE,FALSE,
Cloud Farm LLC,cloud-farm-llc,,,cultivator,,,,,CA,,US,,,(916) 532-7568,Cloudfam7@yahoo.Com,CCL22-0001608,,FALSE,FALSE,
Cloud Hands Organic Farm,cloud-hands-organic-farm,,,cultivator,,,,,CA,,US,,,(707) 591-3605,Cloudhandsfarm@gmail.Com,CCL18-0001998,,FALSE,FALSE,
"Cloud Nine Farms, LLC",cloud-nine-farms-llc,,,cultivator,,,,,CA,,US,,,(714) 309-5638,Mikejohar@gmail.Com,CCL19-0000859,,FALSE,FALSE,
CloudFather LLC,cloudfather-llc,Flynnstoned Cannabis Company,flynnstoned-cannabis-company,dispensary,thecloudfather.us,,6850 Main Street,Williamsville,NY,14221,US,42.96596,-78.69824,,,OCM-CAURD-25-000280,,FALSE,FALSE,
"Cloverdale Wellness, LLC",cloverdale-wellness-llc,Cloverdale Wellness,cloverdale-wellness,dispensary,,,"124 S Cloverdale Blvd, Suite 140b",Cloverdale,CA,95425,US,38.8047592,-123.0159592,(415) 202-1880,Frankston@earthlink.Net,C10-0000792-LIC,,FALSE,FALSE,
"Clovest Retail 1682, LLC [Equity Retailer]",clovest-retail-1682-llc-equity-retailer,CLOVEST RETAIL [Equity Retailer],clovest-retail-equity-retailer,dispensary,,,1682 41st St E,Los Angeles,CA,90011,US,34.007682,-118.243588,(323) 608-4850,B.Brandibrown014@gmail.Com,C10-0001342-LIC,,FALSE,FALSE,
Cls Holdings LLC,cls-holdings-llc,CANNABIS LOGISTICAL SOLUTIONS,cannabis-logistical-solutions,other,,,,,CA,,US,,,(949) 880-6204,Talaclsops@gmail.Com,C11-0001339-LIC,,FALSE,FALSE,
Cltv8 LLC,cltv8-llc,,,other,,,,,CA,,US,,,(323) 539-8393,Info@hallofflowers.Com,CEO14-0000002-LIC,,FALSE,FALSE,
CLUTCHX LLC,clutchx-llc,CLUTCH EXTRACTS,clutch-extracts,dispensary,,,"77 North Laser Drive, Suite A",Pueblo West,CO,81007,US,38.33128808,-104.7109102,,,404R-00281,,FALSE,FALSE,
Cm Coastal LLC,cm-coastal-llc,Secret Garden,secret-garden,dispensary,,,2664 Newport Blvd,Costa Mesa,CA,92627,US,33.65568712,-117.9041193,(949) 322-1423,Cksurfboards@sbcglobal.Net,C10-0001319-LIC,,FALSE,FALSE,
"CMY HmoovMuaj, LLC",cmy-hmoovmuaj-llc,,,cultivator,,,,,CA,,US,,,(952) 688-3585,Cmyhmoovmuaj138@gmail.Com,CCL23-0000642,,FALSE,FALSE,
"CMY MuajHmoo, LLC",cmy-muajhmoo-llc,,,cultivator,,,,,CA,,US,,,(952) 688-3585,Dirtrd190@outlook.Com,CCL23-0000528,,FALSE,FALSE,
C-N-C LLC,c-n-c-llc,,,cultivator,,,,,CA,,US,,,(414) 534-6819,Pmoua888@gmail.Com,CCL24-0000177,,FALSE,FALSE,
Cnsc Farms LLC,cnsc-farms-llc,,,other,,,,,CA,,US,,,(661) 666-0408,Thesupplyhouse@outlook.Com,C11-0000780-LIC,,FALSE,FALSE,
CNSC Farms LLC,cnsc-farms-llc,,,cultivator,,,,,CA,,US,,,(661) 666-0408,Thesupplyhouse@outlook.Com,CCL19-0002291,,FALSE,FALSE,
"Cnsc Farms, LLC",cnsc-farms-llc,none,none,other,,,,,CA,,US,,,(661) 666-0408,Thesupplyhouse@outlook.Com,DCC-10004828,,FALSE,FALSE,
CO & RO PARTNERS LLC,co-ro-partners-llc,JARS CANNABIS,jars-cannabis,dispensary,,,250 South Main Street,Longmont,CO,80501,US,40.15348343,-105.1024774,,,402R-00707,,FALSE,FALSE,
CO DEVELOPMENT HOLDINGS INC,co-development-holdings-inc,HOST CANNABIS COMPANY,host-cannabis-company,cultivator|dispensary,,,"3555 North Moline Street, Unit A",Aurora,CO,80010,US,39.76615295,-104.854791,,,403R-01043,,FALSE,FALSE,
Coachella Can LLC,coachella-can-llc,Coachella Canna Club,coachella-canna-club,dispensary,,,46156 Dillon Rd,Coachella,CA,92236,US,33.713268,-116.173573,(760) 284-8892,CoachellacanLLC@gmail.Com,C10-0000954-LIC,,FALSE,FALSE,
Coachella Distribution Co.,coachella-distribution-co,,,other,,,,,CA,,US,,,(424) 332-2645,Kyearthwind@gmail.Com,C11-0000277-LIC,,FALSE,FALSE,
"Coachella Valley Consulting, LLC",coachella-valley-consulting-llc,IVTHC,ivthc,dispensary,,,66171 Pierson Blvd,DSRT Hot SPGS,CA,92240,US,33.96136597,-116.5070625,(760) 699-7935,CvconsultingLLC@gmail.Com,C10-0000929-LIC,,FALSE,FALSE,
Coachella Valley Green Dragon,coachella-valley-green-dragon,,,dispensary,,,"353 S Palm Canyon Dr, Suite B/C & D",Palm Springs,CA,92262,US,33.81826933,-116.5470552,(818) 610-9533,Manuelsemerdjian@gmail.Com,C10-0000264-LIC,,FALSE,FALSE,
Coachella Valley Growers Inc.,coachella-valley-growers-inc,,,cultivator,,,,,CA,,US,,,(805) 910-8587,Wnelson24@protonmail.Com,CCL21-0000014,,FALSE,FALSE,
CO-AGRONOMICS LLC,co-agronomics-llc,THE GREEN DEPOT,green-depot,dispensary,,,2020 South Broadway,Denver,CO,80210,US,39.67992451,-104.987494,,,402R-00144,,FALSE,FALSE,
Coast To Coast Caregivers Corp.,coast-to-coast-caregivers-corp,Culture Cannabis Club,culture-cannabis-club,dispensary,,,"230 Main St N, 230-232",Porterville,CA,93257,US,36.0640567,-119.0166833,(347) 351-8309,Christina@bloomstoneco.Com,C10-0001114-LIC,,FALSE,FALSE,
"Coastal Canyon Farms, Inc",coastal-canyon-farms-inc,,,cultivator,,,,,CA,,US,,,(805) 788-8323,Justinnealcarlson@gmail.Com,CCL22-0000957,,FALSE,FALSE,
Coastal Care Organics Inc.,coastal-care-organics-inc,HAHA Organics,haha-organics,dispensary,,,,,CA,,US,,,(669) 300-8420,Hamlinha@yahoo.Com,C9-0000316-LIC,,FALSE,FALSE,
Coastal Green LLC,coastal-green-llc,Cannabicity Albany,cannabicity-albany,dispensary,,,489 Delaware Ave,Albany,NY,12209,US,42.63977,-73.78596,,,OCM-CAURD-25-000313,,FALSE,FALSE,
COASTAL HIGH WAYS LLC,coastal-high-ways-llc,Coastal High Ways,coastal-high-ways,dispensary,,,2233,Broadway Ave North Bend,OR,97459-2331,US,43.403425,-124.2391011,,,050-1004819175D,,FALSE,FALSE,
COASTAL PRAIRIE LLC,coastal-prairie-llc,,,cultivator,,,,,CA,,US,,,(707) 240-8335,Coastp31@gmail.Com,CCL19-0004682,,FALSE,FALSE,
COASTAL PRAIRIE LLC,coastal-prairie-llc,,,cultivator,,,,,CA,,US,,,(707) 240-8335,Coastp31@gmail.Com,CCL19-0004686,,FALSE,FALSE,
COASTAL PRAIRIE LLC,coastal-prairie-llc,,,cultivator,,,,,CA,,US,,,(707) 240-8335,Coastp31@gmail.Com,CCL19-0004691,,FALSE,FALSE,
COASTAL PRAIRIE LLC,coastal-prairie-llc,,,cultivator,,,,,CA,,US,,,(707) 382-0581,Coastp31@gmail.Com,CCL19-0004701,,FALSE,FALSE,
COASTAL PRAIRIE LLC,coastal-prairie-llc,,,cultivator,,,,,CA,,US,,,(707) 382-0581,Coastp31@gmail.Com,CCL20-0000271,,FALSE,FALSE,
COASTAL PRAIRIE LLC,coastal-prairie-llc,,,cultivator,,,,,CA,,US,,,(707) 382-0581,Coastp31@gmail.Com,CCL23-0000245,,FALSE,FALSE,
COASTAL PRAIRIE LLC,coastal-prairie-llc,,,cultivator,,,,,CA,,US,,,(707) 382-0581,Coastp31@gmail.Com,CCL23-0000299,,FALSE,FALSE,
Coastal Range Nursery Inc.,coastal-range-nursery-inc,,,cultivator,,,,,CA,,US,,,(831) 750-3401,Coastalrangenursery@gmail.Com,CCL21-0004738,,FALSE,FALSE,
"Coastal Retail Concord, LLC",coastal-retail-concord-llc,Coastal,coastal,dispensary,,,"1847 Willow Pass Rd, Unit A",Concord,CA,94520,US,37.975304,-122.038468,(805) 886-8484,M@coastalcalifornia.Com,C10-0001027-LIC,,FALSE,FALSE,
Coastal Retail Lompoc LLC,coastal-retail-lompoc-llc,Coastal,coastal,dispensary,,,"7840 West Ln, Suite F",Stockton,CA,95210,US,38.019874,-121.293401,(805) 420-4000,M@coastalcalifornia.Com,C10-0000837-LIC,,FALSE,FALSE,
Coastal Wellness,coastal-wellness,COASTAL CANNABIS,coastal-cannabis,dispensary,,,1084 La Mirada Ct,Vista,CA,92081,US,33.15231,-117.227956,(760) 734-7081,Mmmellano@gmail.Com,C10-0001270-LIC,,FALSE,FALSE,
Coastle LLC,coastle-llc,,,cultivator,,,,,CA,,US,,,(858) 230-5205,Bpfromsd@gmail.Com,CCL23-0000179,,FALSE,FALSE,
"Coastle, LLC",coastle-llc,,,cultivator,,,,,CA,,US,,,(530) 333-3658,Coastle.Group.42@gmail.Com,CCL21-0001481,,FALSE,FALSE,
"Coastle, LLC",coastle-llc,,,cultivator,,,,,CA,,US,,,(530) 333-3658,Coastle.Group.42@gmail.Com,CCL21-0001482,,FALSE,FALSE,
"Cochise County Wellness, LLC",cochise-county-wellness-llc,Trulieve Of Sierra Vista,trulieve-of-sierra-vista,other,,,"1633 S Highway 92, Ste 7",Sierra Vista,AZ,85635,US,31.53975611,-110.2572797,480-677-1755,,00000135ESGE19332725,,FALSE,FALSE,
