Business or License Holder Name,License Number,Regulatory Body,City,State,Zip Code,Status,Latitude,Longitude
LIVING EARTH TECHNOLOGIES,AG-R1069882IHG,Oregon Department of Agriculture,DEXTER,Oregon,97431,Expired,43.915959,-122.8228506
LOILTD LLC,AG-R1087161IHG,Oregon Department of Agriculture,COTTAGE GROVE,Oregon,97424,Expired,43.7972473,-123.0590635
LP FARMS LLC,AG-R1063241IHG,Oregon Department of Agriculture,CENTRAL POINT,Oregon,97502,Expired,42.3759586,-122.9164307
MAGU MAIDEN FARMS LLC,AG-R1058008IHG,Oregon Department of Agriculture,ASHLAND,Oregon,97520,Expired,42.1967113,-122.7139216
MANGO TREE FARM LLC,AG-R1091180IHG,Oregon Department of Agriculture,ASTORIA,Oregon,97103,Expired,46.1878841,-123.8312534
MANGO TREE HEMP CO LLC,AG-R1057893IHG,Oregon Department of Agriculture,CANNON BEACH,Oregon,97110,Expired,45.8917738,-123.9615274
MANSA MUSA HEMP LLC,AG-R1064954IHG,Oregon Department of Agriculture,THE DALLES,Oregon,97058,Expired,45.6017716,-121.1848433
"MARGASON, EVAN",AG-R1089725IHG,Oregon Department of Agriculture,WILLIAMS,Oregon,97544,Expired,42.2187354,-123.2739548
"MARTINEZ MORALES, CRISTOPHER",AG-R1081008IHG,Oregon Department of Agriculture,WOODBURN,Oregon,97071,Expired,45.143731,-122.8553725
MC FARMER LLC,AG-R1053691IHG,Oregon Department of Agriculture,POWELL BUTTE,Oregon,97753,Expired,44.2476209,-121.0179144
MCKAY FARMS INC,AG-R1058296IHG,Oregon Department of Agriculture,SAINT PAUL,Oregon,97137,Expired,45.21122949999999,-122.9767662
"MCKILLIP, SCOTT",AG-R1058168IHG,Oregon Department of Agriculture,NEWBERG,Oregon,97132,Expired,45.3003268,-122.9761318
"MEADORS, TRAVIS",AG-R1093668IHG,Oregon Department of Agriculture,ASHLAND,Oregon,97520,Expired,42.1967113,-122.7139216
MEDICAL GRADE INC,AG-R1053240IHG,Oregon Department of Agriculture,WALDPORT,Oregon,97394,Expired,44.426786,-124.0687302
MEDICINAL BOTANICAL SEED LLC,AG-R1056285IHG,Oregon Department of Agriculture,ONTARIO,Oregon,97914,Expired,44.0265525,-116.9629378
"MEIVES, ADAM",AG-R1078651IHG,Oregon Department of Agriculture,CAVE JUNCTION,Oregon,97523,Expired,42.1628912,-123.6481235
MFDI LLC,AG-R1075702IHG,Oregon Department of Agriculture,DAYTON,Oregon,97114,Expired,45.220824,-123.0755789
"MIGNEAULT, CONNOR",AG-R1081862IHG,Oregon Department of Agriculture,KLAMATH FALLS,Oregon,97603,Expired,42.224867,-121.7816704
MILK BARN FARM LLC,AG-R1092830IHG,Oregon Department of Agriculture,DAMASCUS,Oregon,97089,Expired,45.4216354,-122.4497372
MJ AND MJ ENTERPRISES LLC,AG-R1092798IHG,Oregon Department of Agriculture,ROGUE RIVER,Oregon,97537,Expired,42.435954,-123.1719976
ML WELLNESS LLC,AG-R1074622IHG,Oregon Department of Agriculture,CORVALLIS,Oregon,97330,Expired,44.5646356,-123.2619607
MOMMA NATURE LLC,AG-R1077730IHG,Oregon Department of Agriculture,CLACKAMAS,Oregon,97015,Expired,45.4120158,-122.54578
MOON FARM LLC,AG-R1056346IHG,Oregon Department of Agriculture,CORVALLIS,Oregon,97330,Expired,44.5646356,-123.2619607
MOSTLY SUNNY FARM INC,AG-R1057218IHG,Oregon Department of Agriculture,AZALEA,Oregon,97410,Expired,42.7903501,-123.1194618
MP AG LLC,AG-R1091398IHG,Oregon Department of Agriculture,SPRINGFIELD,Oregon,97478,Expired,44.0462362,-123.0220289
MR ROGERS HEMP COMPANY LLC,AG-R1081110IHG,Oregon Department of Agriculture,CLACKAMAS,Oregon,97015,Expired,45.4120158,-122.54578
MRG SOLUTIONS LLC,AG-R1065724IHG,Oregon Department of Agriculture,BEND,Oregon,97703,Expired,44.0581728,-121.3153096
MULTNOMAH FARMS,AG-R1081178IHG,Oregon Department of Agriculture,PORTLAND,Oregon,97231,Expired,45.6704753,-122.8229838
NAKED FARMS LLC,AG-R1066429IHG,Oregon Department of Agriculture,POST FALLS,Oregon,83854,Expired,47.7179578,-116.9515856
NATURALLY ELEVATED INC,AG-R1057281IHG,Oregon Department of Agriculture,TERREBONNE,Oregon,97760,Expired,44.3528981,-121.1778129
"NEAL, ANTHONY",AG-R1081019IHG,Oregon Department of Agriculture,SALEM,Oregon,97301,Expired,44.9464822,-123.0018941
NEW BREED SEED LLC,AG-R1054418IHG,Oregon Department of Agriculture,ALBANY,Oregon,97321,Expired,44.6365107,-123.1059282
NEW BREED SEED LLC,AG-R1085737IHG,Oregon Department of Agriculture,SALEM,Oregon,97306,Expired,44.84430760000001,-123.0761555
NEW MOON LLC,AG-R1069302IHG,Oregon Department of Agriculture,JACKSONVILLE,Oregon,97530,Expired,42.31345839999999,-122.9669865
NEW VIEW CONSULTING LLC,AG-R1094101IHG,Oregon Department of Agriculture,TUALATIN,Oregon,97062,Expired,45.3611308,-122.7700372
"NORMAN, JEREMY",AG-R1068346IHG,Oregon Department of Agriculture,ROGUE RIVER,Oregon,97537,Expired,42.435954,-123.1719976
NORTH LOGAN FARM LLC,AG-R1081026IHG,Oregon Department of Agriculture,BORING,Oregon,97009,Expired,45.4313662,-122.3734641
NORTHWEST HEMPIN LLC,AG-R1057710IHG,Oregon Department of Agriculture,KEIZER,Oregon,97303,Expired,44.9901194,-123.0262077
NORTHWEST PURE GREEN LLC,AG-R1059803IHG,Oregon Department of Agriculture,KERBY,Oregon,97531,Expired,42.1942797,-123.651735
NORTHWEST TRANSPLANTS LLC,AG-R1050577IHG,Oregon Department of Agriculture,MOLALLA,Oregon,97038,Expired,45.1475439,-122.5771264
NOVEL AG INC,AG-R1069054IHG,Oregon Department of Agriculture,SAINT PAUL,Oregon,97137,Expired,45.21122949999999,-122.9767662
NOWAK FARM LLC,AG-R1057889IHG,Oregon Department of Agriculture,LEBANON,Oregon,97355,Expired,44.53651190000001,-122.9070339
NURTURED SOIL HEMP LLC,AG-R1057379IHG,Oregon Department of Agriculture,WILLIAMS,Oregon,97544,Expired,42.2187354,-123.2739548
NVF LLC,AG-R1074395IHG,Oregon Department of Agriculture,BEND,Oregon,97701,Expired,44.0581728,-121.3153096
NW GREEN ACRE FARMS LLC,AG-R1057222IHG,Oregon Department of Agriculture,WOODBURN,Oregon,97071,Expired,45.143731,-122.8553725
OAK ROAD FARM LLC,AG-R1065712IHG,Oregon Department of Agriculture,ONTARIO,Oregon,97914,Expired,44.0265525,-116.9629378
OAKHILL ORGANICS LLC,AG-R1081021IHG,Oregon Department of Agriculture,MCMINNVILLE,Oregon,97128,Expired,45.2107513,-123.1944874
OFB LLC,AG-R1052113IHG,Oregon Department of Agriculture,ALBANY,Oregon,97322,Expired,44.6365107,-123.1059282
OM SHANTI FARMS LLC,AG-R1052418IHG,Oregon Department of Agriculture,SELMA,Oregon,97538,Expired,42.2793208,-123.6161053
ONE LOVE FARMS OR LLC,AG-R1078411IHG,Oregon Department of Agriculture,EAGLE POINT,Oregon,97524,Expired,42.4726258,-122.8028177
OREGANIC GROWN INC,AG-R1056856IHG,Oregon Department of Agriculture,OREGON CITY,Oregon,97045,Expired,45.3556099,-122.605853
OREGON AG SERVICES LLC,AG-R1097255IHG,Oregon Department of Agriculture,EAGLE POINT,Oregon,97524,Expired,42.4726258,-122.8028177
OREGON FUSION LLC,AG-R1040925IHG,Oregon Department of Agriculture,BORING,Oregon,97009,Expired,45.4313662,-122.3734641
OREGON LIMITED EDITION LLC,AG-R1081781IHG,Oregon Department of Agriculture,AURORA,Oregon,97002,Expired,45.2309536,-122.7559267
OREGON STATE UNIVERSITY,AG-R1062903IHG,Oregon Department of Agriculture,INDEPENDENCE,Oregon,97351,Expired,44.8512305,-123.1867655
OREGON TERRITORY FARMS LLC,AG-R1052588IHG,Oregon Department of Agriculture,REDMOND,Oregon,97756,Expired,44.2726203,-121.1739212
OREGON VALLEY HEMP CO,AG-R1076738IHG,Oregon Department of Agriculture,WOODBURN,Oregon,97071,Expired,45.143731,-122.8553725
OREGON VALLEY ORGANICS LLC,AG-R1069057IHG,Oregon Department of Agriculture,UMPQUA,Oregon,97486,Expired,43.3674511,-123.4546944
ORETEX FARMS LLC,AG-R1064141IHG,Oregon Department of Agriculture,NEWBERG,Oregon,97132,Expired,45.3003268,-122.9761318
"OWENS, DIANE",AG-R1067362IHG,Oregon Department of Agriculture,ROSEBURG,Oregon,97471,Expired,43.2135109,-123.3412844
PACIFIC BOTANICALS HOLDINGS LLC,AG-R1063594IHG,Oregon Department of Agriculture,GRANTS PASS,Oregon,97527,Expired,42.4390069,-123.3283925
PACIFIC CREST BOTANICALS LLC,AG-R1065544IHG,Oregon Department of Agriculture,SISTERS,Oregon,97759,Expired,44.2909491,-121.5492118
PACIFIC MEADOW HEMP LLC,AG-R1073719IHG,Oregon Department of Agriculture,TERREBONNE,Oregon,97760,Expired,44.3528981,-121.1778129
Pacific North Hemp,AZ-G250003,Arizona Department of Agriculture,Portland,Oregon,97229,Expired,45.5593978,-122.807445
PACIFIC ROAD VENTURES LLC,AG-R1094077IHG,Oregon Department of Agriculture,TRAIL,Oregon,97541,Expired,42.6478403,-122.810476
PACIFIC SENSI LLC,AG-R1086448IHG,Oregon Department of Agriculture,WILLIAMS,Oregon,97544,Expired,42.2187354,-123.2739548
PARAGON1 LLC,AG-R1094498IHG,Oregon Department of Agriculture,PORTLAND,Oregon,97218,Expired,45.5775116,-122.6033377
"PAUL, ERIN",AG-R1073594IHG,Oregon Department of Agriculture,BROGAN,Oregon,97903,Expired,44.2440822,-117.5189318
"PAZ, FERNANDO",AG-R1081553IHG,Oregon Department of Agriculture,SALEM,Oregon,97301,Expired,44.9464822,-123.0018941
PHYTONYX LLC,AG-R1050991IHG,Oregon Department of Agriculture,ASHLAND,Oregon,97520,Expired,42.1967113,-122.7139216
PILOT FARMS LLC,AG-R1081062IHG,Oregon Department of Agriculture,ASHLAND,Oregon,97520,Expired,42.1967113,-122.7139216
PINE ESSENCE LLC,AG-R1075730IHG,Oregon Department of Agriculture,BEND,Oregon,97701,Expired,44.0581728,-121.3153096
"POWAZEK, DEREK",AG-R1068360IHG,Oregon Department of Agriculture,DAMASCUS,Oregon,97089,Expired,45.4216354,-122.4497372
PRIME KIND FARMS LLC,AG-R1073752IHG,Oregon Department of Agriculture,GRANTS PASS,Oregon,97527,Expired,42.4390069,-123.3283925
PROGRESSIVE PLANT RESEARCH INC,AG-R1068690IHG,Oregon Department of Agriculture,HILLSBORO,Oregon,97124,Expired,45.5442824,-122.9521023
QUANTUM LEAF LLC,AG-R1081864IHG,Oregon Department of Agriculture,MILWAUKIE,Oregon,97267,Expired,45.4105073,-122.6161593
"RADKOV, LACHEZAR",AG-R1067616IHG,Oregon Department of Agriculture,GRANTS PASS,Oregon,97527,Expired,42.4390069,-123.3283925
RAINBOW VALLEY INC,AG-R1065332IHG,Oregon Department of Agriculture,MYRTLE CREEK,Oregon,97457,Expired,43.0201173,-123.2931205
"RAMIREZ LOPEZ, LUIS M",AG-R1091960IHG,Oregon Department of Agriculture,SHERIDAN,Oregon,97378,Expired,45.0972788,-123.3953926
RANCHO DE MOTA LLC,AG-R1066445IHG,Oregon Department of Agriculture,CENTRAL POINT,Oregon,97502,Expired,42.3759586,-122.9164307
RDSP LLC,AG-R1046684IHG,Oregon Department of Agriculture,MEDFORD,Oregon,97501,Expired,42.2855796,-122.886705
REDWOOD FAMILY FARMS LLC,AG-R1091330IHG,Oregon Department of Agriculture,CHESHIRE,Oregon,97419,Expired,44.1895675,-123.2856507
"Redwood Family Farms, LLC",AG-R1070734IHG,Oregon Department of Agriculture,Molalla,Oregon,97038,Expired,45.1475439,-122.5771264
REDWOOD HEMP LLC,AG-R1075895IHG,Oregon Department of Agriculture,GRANTS PASS,Oregon,97527,Expired,42.4390069,-123.3283925
"RILEY, DANNY",AG-R1059811IHG,Oregon Department of Agriculture,GRANTS PASS,Oregon,97526,Expired,42.4390069,-123.3283925
RISLEY LLC,AG-R1091679IHG,Oregon Department of Agriculture,YACHATS,Oregon,97498,Expired,44.31123119999999,-124.1048418
RJZ FARMS INC,AG-R1056786IHG,Oregon Department of Agriculture,GERVAIS,Oregon,97026,Expired,45.1081752,-122.8975952
RND SOLUTIONS LLC,AG-R1090489IHG,Oregon Department of Agriculture,CENTRAL POINT,Oregon,97502,Expired,42.3759586,-122.9164307
"ROBERTS, ANDREW",AG-R1082578IHG,Oregon Department of Agriculture,PORT ORFORD,Oregon,97465,Expired,42.7456644,-124.4973267
"RODBY, MASON",AG-R1092124IHG,Oregon Department of Agriculture,MADRAS,Oregon,97741,Expired,44.6334544,-121.1294872
"RODRIGUEZ, CRISTIAN",AG-R1060443IHG,Oregon Department of Agriculture,EAGLE POINT,Oregon,97524,Expired,42.4726258,-122.8028177
ROGUE FAMILY FARMS LLC,AG-R1047246IHG,Oregon Department of Agriculture,EAGLE POINT,Oregon,97524,Expired,42.4726258,-122.8028177
ROGUE NATIONAL LLC,AG-R1075892IHG,Oregon Department of Agriculture,MERLIN,Oregon,97532,Expired,42.5183938,-123.4202831
ROLEN STONE HEMP CO,AG-R1092266IHG,Oregon Department of Agriculture,JACKSONVILLE,Oregon,97530,Expired,42.31345839999999,-122.9669865
"RUIZ, JORGE",AG-R1078101IHG,Oregon Department of Agriculture,CENTRAL POINT,Oregon,97502,Expired,42.3759586,-122.9164307
"RYDMAN, DAVID",AG-R1068702IHG,Oregon Department of Agriculture,CULVER,Oregon,97734,Expired,44.5256753,-121.2130974
"SANCHEZ, LEONEL",AG-R1093090IHG,Oregon Department of Agriculture,EAGLE POINT,Oregon,97524,Expired,42.4726258,-122.8028177
SG NURSERY LLC,AG-R1055549IHG,Oregon Department of Agriculture,SHERWOOD,Oregon,97140,Expired,45.3569341,-122.8410659
SHANNON RANCH NW LLC,AG-R1058126IHG,Oregon Department of Agriculture,TALENT,Oregon,97540,Expired,42.2456844,-122.7886462
SILVERDOME GARDENS,AG-R1052581IHG,Oregon Department of Agriculture,ALBANY,Oregon,97321,Expired,44.6365107,-123.1059282
"SIMO, CAMILLO",AG-R1093349IHG,Oregon Department of Agriculture,EUGENE,Oregon,97408,Expired,44.1366256,-123.0647572
SIMPLY SOL LLC,AG-R1069609IHG,Oregon Department of Agriculture,MOLALLA,Oregon,97038,Expired,45.1475439,-122.5771264
SIN CITY GROWERS LLC,AG-R1078360IHG,Oregon Department of Agriculture,ROGUE RIVER,Oregon,97537,Expired,42.435954,-123.1719976
SINGH RESEARCH FARMS LLC,AG-R1056891IHG,Oregon Department of Agriculture,TALENT,Oregon,97540,Expired,42.2456844,-122.7886462
SKUNKAPE FARMS LLC,AG-R1073353IHG,Oregon Department of Agriculture,COTTAGE GROVE,Oregon,97424,Expired,43.7972473,-123.0590635
SO HEMP LLC,AG-R1093092IHG,Oregon Department of Agriculture,CAVE JUNCTION,Oregon,97523,Expired,42.1628912,-123.6481235
"SOLTANI, MEHRAN",AG-R1062184IHG,Oregon Department of Agriculture,GRANTS PASS,Oregon,97526,Expired,42.4390069,-123.3283925
SOUTHERN OREGON AGRICULTURAL RESEARCH AND DEVELOPMENT LLC,AG-R1058817IHG,Oregon Department of Agriculture,MEDFORD,Oregon,97501,Expired,42.2855796,-122.886705
SPECIAL K FARMS LLC,AG-R1057841IHG,Oregon Department of Agriculture,GRAND RONDE,Oregon,97347,Expired,45.060113,-123.6092771
SPRINGHILL FARM LLC,AG-R1058185IHG,Oregon Department of Agriculture,GASTON,Oregon,97119,Expired,45.4360527,-123.1417879
"STAHL, JEROME",AG-R1060276IHG,Oregon Department of Agriculture,EUGENE,Oregon,97405,Expired,44.052121,-123.0896705
STARGAZER ENTERPRISES LLC,AG-R1081623IHG,Oregon Department of Agriculture,SANDY,Oregon,97055,Expired,45.3973141,-122.2630704
STATE 3 FARMS LLC,AG-R1060040IHG,Oregon Department of Agriculture,MCMINNVILLE,Oregon,97128,Expired,45.2107513,-123.1944874
STELLAR HARVEST,AG-R1097018IHG,Oregon Department of Agriculture,LORANE,Oregon,97451,Expired,43.8003811,-123.3137388
STRAYLIGHT LLC,AG-R1051442IHG,Oregon Department of Agriculture,JACKSONVILLE,Oregon,97530,Expired,42.31345839999999,-122.9669865
SUKRAW FARMS LLC,AG-R1057909IHG,Oregon Department of Agriculture,KLAMATH FALLS,Oregon,97603,Expired,42.224867,-121.7816704
SUNNY DISPOSITION FARMS LLC,AG-R1071129IHG,Oregon Department of Agriculture,JACKSONVILLE,Oregon,97530,Expired,42.31345839999999,-122.9669865
SUNNYLAND FARM LLC,AG-R1051597IHG,Oregon Department of Agriculture,ASHLAND,Oregon,97520,Expired,42.1967113,-122.7139216
SUNSET FARMS LLC,AG-R1066711IHG,Oregon Department of Agriculture,NEWBERG,Oregon,97132,Expired,45.3003268,-122.9761318
SWEET WATER FARM,AG-R1057213IHG,Oregon Department of Agriculture,GRANTS PASS,Oregon,97526,Expired,42.4390069,-123.3283925
TAMURA FARMS LLC,AG-R1050608IHG,Oregon Department of Agriculture,SANDY,Oregon,97055,Expired,45.3973141,-122.2630704
TGH ENTERPRISES LLC,AG-R1088098IHG,Oregon Department of Agriculture,GRANTS PASS,Oregon,97527,Expired,42.4390069,-123.3283925
THE BLUE MOON RANCH LLC,AG-R1056334IHG,Oregon Department of Agriculture,WHITE CITY,Oregon,97503,Expired,42.431618,-122.8354426
THE PATCH NW HEMP LLC,AG-R1081860IHG,Oregon Department of Agriculture,BEAVERTON,Oregon,97005,Expired,45.4923824,-122.8029665
"THEIN, NIO",AG-R1085689IHG,Oregon Department of Agriculture,CRESWELL,Oregon,97426,Expired,43.9179023,-123.0245261
THOMSON FARMS LLC,AG-R1059016IHG,Oregon Department of Agriculture,CENTRAL POINT,Oregon,97502,Expired,42.3759586,-122.9164307
TIP TOP FARMS LLC,AG-R1076580IHG,Oregon Department of Agriculture,HILLSBORO,Oregon,97123,Expired,45.4053517,-122.9907521
TNA HEMP LLC,AG-R1061145IHG,Oregon Department of Agriculture,PORTLAND,Oregon,97217,Expired,45.59087340000001,-122.6931698
"TORRES SOTO, GONZALO",AG-R1069473IHG,Oregon Department of Agriculture,SALEM,Oregon,97305,Expired,45.0144582,-122.9368525
TOTTEN CREEK FARM LLC,AG-R1073280IHG,Oregon Department of Agriculture,GLENDALE,Oregon,97442,Expired,42.73622839999999,-123.4233992
TRAIL CREEK ORGANIC FARMS LLC,AG-R1067914IHG,Oregon Department of Agriculture,TRAIL,Oregon,97541,Expired,42.6478403,-122.810476
TREE FORT FARMS LLC,AG-R1066443IHG,Oregon Department of Agriculture,BEND,Oregon,97701,Expired,44.0581728,-121.3153096
TVHF LLC,AG-R1059833IHG,Oregon Department of Agriculture,ONTARIO,Oregon,97914,Expired,44.0265525,-116.9629378
TWR LLC,AG-R1097065IHG,Oregon Department of Agriculture,CENTRAL POINT,Oregon,97502,Expired,42.3759586,-122.9164307
TYLER SCOTT CONSULTING LLC,AG-R1076156IHG,Oregon Department of Agriculture,EAGLE POINT,Oregon,97524,Expired,42.4726258,-122.8028177
UMPQUA VALLEY HEMP LLC,AG-R1050698IHG,Oregon Department of Agriculture,OAKLAND,Oregon,97462,Expired,43.4220625,-123.2984101
VALLEY GROWN LLC,AG-R1057317IHG,Oregon Department of Agriculture,MOLALLA,Oregon,97038,Expired,45.1475439,-122.5771264
VINDUSTRY LLC,AG-R1050752IHG,Oregon Department of Agriculture,AZALEA,Oregon,97410,Expired,42.7903501,-123.1194618
VIRENT VALLEY FARMS LLC,AG-R1067050IHG,Oregon Department of Agriculture,WHITE CITY,Oregon,97503,Expired,42.431618,-122.8354426
VITAL EARTH FARMS LLC,AG-R1053192IHG,Oregon Department of Agriculture,OREGON CITY,Oregon,97045,Expired,45.3556099,-122.605853
WAGO ENTERPRISES LLC,AG-R1066119IHG,Oregon Department of Agriculture,ASHLAND,Oregon,97520,Expired,42.1967113,-122.7139216
WANDERING FIELDS LLC,AG-R1050145IHG,Oregon Department of Agriculture,JACKSONVILLE,Oregon,97530,Expired,42.31345839999999,-122.9669865
WANDERING ROOTS FARM LLC,AG-R1058278IHG,Oregon Department of Agriculture,GOLD HILL,Oregon,97525,Expired,42.4317894,-123.0506035
"WEEKS, HERSCHEL",AG-R1040884IHG,Oregon Department of Agriculture,HALSEY,Oregon,97348,Expired,44.3840122,-123.1098145
WEISBERG HOYTE JOINT VENTURE LLC,AG-R1066382IHG,Oregon Department of Agriculture,CENTRAL POINT,Oregon,97502,Expired,42.3759586,-122.9164307
WESTSIDE HEMP LLC,AG-R1065313IHG,Oregon Department of Agriculture,COTTAGE GROVE,Oregon,97424,Expired,43.7972473,-123.0590635
WHOLE CIRCLE FARMS INC,AG-R1040887IHG,Oregon Department of Agriculture,SILVERTON,Oregon,97381,Expired,45.0051213,-122.7831455
WILDFLOWER HEMP CO LLC,AG-R1067669IHG,Oregon Department of Agriculture,BEND,Oregon,97703,Expired,44.0581728,-121.3153096
WIMER LLC,AG-R1069103IHG,Oregon Department of Agriculture,GOLD HILL,Oregon,97525,Expired,42.4317894,-123.0506035
WINDY RIDGE AGRICULTURAL CORPORATION,AG-R1097069IHG,Oregon Department of Agriculture,GRANTS PASS,Oregon,97526,Expired,42.4390069,-123.3283925
WINGS 2 PARADISE FARMS LLC,AG-R1070540IHG,Oregon Department of Agriculture,CENTRAL POINT,Oregon,97502,Expired,42.3759586,-122.9164307
XPLANT LABORATORY INC,AG-R1066947IHG,Oregon Department of Agriculture,PORTLAND,Oregon,97225,Expired,45.5064511,-122.7756216
"YAN, MAN YOCK",AG-R1081550IHG,Oregon Department of Agriculture,BORING,Oregon,97009,Expired,45.4313662,-122.3734641
"Yote Farms, LLC",AG-R1075793IHG,Oregon Department of Agriculture,Jacksonville,Oregon,97530,Expired,42.31345839999999,-122.9669865
"YU, KUN NAN",AG-R1075287IHG,Oregon Department of Agriculture,RAINIER,Oregon,97048,Expired,46.0891348,-122.9359776
"ZABOROWSKI, ERIC",AG-R1093184IHG,Oregon Department of Agriculture,CAVE JUNCTION,Oregon,97523,Expired,42.1628912,-123.6481235
ZANEY PRODUCTIONS LLC,AG-R1081055IHG,Oregon Department of Agriculture,DORENA,Oregon,97434,Expired,43.71984519999999,-122.8620118
ZED GENETICS LLC,AG-R1059129IHG,Oregon Department of Agriculture,CHESHIRE,Oregon,97419,Expired,44.1895675,-123.2856507
ZODIAC FARMS LLC,AG-R1073055IHG,Oregon Department of Agriculture,BEND,Oregon,97703,Expired,44.0581728,-121.3153096
ZOE THERAPEUTICS LLC,AG-R1053204IHG,Oregon Department of Agriculture,SELMA,Oregon,97538,Expired,42.2793208,-123.6161053
180 Degrees Empowermen t Center Inc,42-000672,Pennsylvania Department of Agriculture,Donora,Pennsylvania,15033,Expired,40.1734049,-79.8575467
3 W Stables Inc,42-000345,Pennsylvania Department of Agriculture,Honesdale,Pennsylvania,18431,Expired,41.5767552,-75.25878709999999
42MORO Co,42-001110,Pennsylvania Department of Agriculture,Doylestown,Pennsylvania,18902,Expired,40.3101063,-75.1298939
5K Farms,42-000171,Pennsylvania Department of Agriculture,Stoneboro,Pennsylvania,16153,Expired,41.3392232,-80.1050604
Aaron J Berkstresser,42-000600,Pennsylvania Department of Agriculture,Tyrone,Pennsylvania,16686,Expired,40.6706184,-78.23862439999999
Adam Wiles,42-000030,Pennsylvania Department of Agriculture,Littlestown,Pennsylvania,17340,Expired,39.744544,-77.0880385
"Adamsburry, Inc",42-000722,Pennsylvania Department of Agriculture,Reinholds,Pennsylvania,17569,Expired,40.2670462,-76.1154669
Aegis Farms,42-000970,Pennsylvania Department of Agriculture,Mt. Bethel,Pennsylvania,18343,Expired,40.9048188,-75.1115654
"Affordable Container Service, LLC",42-000936,Pennsylvania Department of Agriculture,Fredericksburg,Pennsylvania,17026,Expired,40.4437018,-76.42829329999999
Agranetics LLC,42-000394,Pennsylvania Department of Agriculture,Williamsport,Pennsylvania,17701,Expired,41.2411897,-77.00107860000001
Agranetics LLC,42-000395,Pennsylvania Department of Agriculture,Williamsport,Pennsylvania,17701,Expired,41.2411897,-77.00107860000001
AgraPharm LLC,42-000653,Pennsylvania Department of Agriculture,Aliquippa,Pennsylvania,15001,Expired,40.615537,-80.26218519999999
AgraPharm LLC,42-000654,Pennsylvania Department of Agriculture,Aliquippa,Pennsylvania,15001,Expired,40.615537,-80.26218519999999
AgraPharm LLC,42-000655,Pennsylvania Department of Agriculture,Aliquippa,Pennsylvania,15001,Expired,40.615537,-80.26218519999999
AgraPharm LLC,42-000882,Pennsylvania Department of Agriculture,Aliquippa,Pennsylvania,15001,Expired,40.615537,-80.26218519999999
Agri Kind Hemp,42-000250,Pennsylvania Department of Agriculture,Glenside,Pennsylvania,19038,Expired,40.0999077,-75.1527928
Agri Kind Hemp,42-001160,Pennsylvania Department of Agriculture,Exton,Pennsylvania,19341,Expired,40.0325817,-75.6274583
Agri Kind Hemp,42-001161,Pennsylvania Department of Agriculture,Exton,Pennsylvania,19341,Expired,40.0325817,-75.6274583
Agri Kind Hemp,42-001162,Pennsylvania Department of Agriculture,Exton,Pennsylvania,19341,Expired,40.0325817,-75.6274583
Agrihemp Industries LLC,42-000535,Pennsylvania Department of Agriculture,Mayfield,Pennsylvania,18433,Expired,41.5381373,-75.53601859999999
Agrihemp Industries LLC,42-000536,Pennsylvania Department of Agriculture,Mayfield,Pennsylvania,18433,Expired,41.5381373,-75.53601859999999
Agrihemp Industries LLC,42-000537,Pennsylvania Department of Agriculture,Mayfield,Pennsylvania,18433,Expired,41.5381373,-75.53601859999999
Alemere Farms & Orchards LLC,42-001025,Pennsylvania Department of Agriculture,Clarks Summit,Pennsylvania,18411,Expired,41.4886892,-75.70852479999999
Ali Solutions LLC,42-001016,Pennsylvania Department of Agriculture,Columbia,Pennsylvania,17512,Expired,40.0337085,-76.50440979999999
Almanac Planting Co,42-000012,Pennsylvania Department of Agriculture,Robesonia,Pennsylvania,19551,Expired,40.3517591,-76.134389
Almanac Planting Co,42-000785,Pennsylvania Department of Agriculture,Robesonia,Pennsylvania,19551,Expired,40.3517591,-76.134389
Amos Blank Jr,42-000579,Pennsylvania Department of Agriculture,Lincoln University,Pennsylvania,19352,Expired,39.8071788,-75.928474
Amos M Stoltzfus,42-000265,Pennsylvania Department of Agriculture,Cochranvil le,Pennsylvania,19330,Expired,39.8917958,-75.92140049999999
Amos S Stoltzfus,42-000509,Pennsylvania Department of Agriculture,Christiana,Pennsylvania,17509,Expired,39.95482620000001,-75.9968949
"Amspacher, Blanton",42-000880,Pennsylvania Department of Agriculture,Red Lion,Pennsylvania,17356,Expired,39.9009334,-76.6058001
Amy S Tyler,42-000682,,Manheim,Pennsylvania,17545,Expired,40.16342789999999,-76.3949614
Amy S Tyler,42-000928,Pennsylvania Department of Agriculture,Manheim,Pennsylvania,17545,Expired,40.16342789999999,-76.3949614
