License_Number,UBI,Trade_Name,Licensee,Privilege_Status,Privilege_Type,Street,Suite,City,State,ZIP,County,Phone,Expiration_Date,Mailing_Address,SE_Retailer
422362,6044551770000000,"C4U2, LLC (TITLE OWNER ONLY)",,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,VANCOUVER,WA,986658928,CLARK,3607987194,,,
424633,6043926110010001,CANNA GREEN LLC (TITLE OWNER ONLY),,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,OTHELLO,WA,993440000,FRANKLIN,2532056704,,,
420666,6033595980010008,CANNA WEST SEATTLE,,ACTIVE (ISSUED),CANNABIS RETAILER,5440 CALIFORNIA AVE SW,,SEATTLE,WA,981361513,KING,2066969240,,,
424057,6033595980010007,CANNA WEST SEATTLE,,CLOSED (PERMANENT),CANNABIS RETAILER,5435 CALIFORNIA AVE SW,,SEATTLE,WA,981361512,KING,2066969240,,,
414211,6034482820010001,CANNA4LIFE,,ACTIVE (ISSUED),CANNABIS RETAILER,721 6TH ST,,CLARKSTON,WA,99403,ASOTIN,5092958218,,,
082587,6035700740010001,CANNABIS & GLASS,,CLOSED (PERMANENT),CANNABIS RETAILER,9403 E TRENT AVE,,MILLWOOD,WA,992064218,SPOKANE,5099991112,,,
360307,6033510980010004,CANNABIS & GLASS,,ACTIVE (ISSUED),CANNABIS RETAILER,605 E FRANCIS,,SPOKANE,WA,99208,SPOKANE,5099991112,,,
415243,6033510980010002,CANNABIS & GLASS,,CLOSED (PERMANENT),CANNABIS RETAILER,6620 N MARKET ST SUITE 100,,SPOKANE,WA,992177809,SPOKANE,5099991112,,,
353993,6033565140010006,CANNABIS 21,,ACTIVE (ISSUED),CANNABIS RETAILER,428 10TH ST,,HOQUIAM,WA,985500000,GRAYS HARBOR,3606379282,,,
414712,6033565140010007,CANNABIS 21,,ACTIVE (ISSUED),CANNABIS RETAILER,2294 STATE ROUTE 109,,HOQUIAM,WA,985500000,GRAYS HARBOR,3606379282,,,
415344,6033565140010003,CANNABIS 21,,CLOSED (PERMANENT),CANNABIS RETAILER,2510 SANDRA AVE STE A,,CENTRALIA,WA,985319321,LEWIS,3602397149,,,
415567,6033565140010002,CANNABIS 21,,ACTIVE (ISSUED),CANNABIS RETAILER,1000 E WISHKAH ST,,ABERDEEN,WA,985200000,GRAYS HARBOR,3606379283,,,
415662,6033839340010001,CANNABIS CENTRAL,,CLOSED (PERMANENT),CANNABIS RETAILER,1516 WEST UNIVERSITY WAY,,ELLENSBURG,WA,989260000,KITTITAS,5098335556,,,
422944,6033839340010002,CANNABIS CENTRAL,,CLOSED (PERMANENT),CANNABIS RETAILER,1514 W UNIVERSITY WAY,,ELLENSBURG,WA,989262337,KITTITAS,5092011144,,,
412751,6033392690010006,CANNABIS CITY,,CLOSED (PERMANENT),CANNABIS RETAILER,421 S LANDER ST STE A,,SEATTLE,WA,981345105,KING,2064204206,,,
413319,6033392690010001,CANNABIS CITY,,CLOSED (PERMANENT),CANNABIS RETAILER,2733 4TH AVE S 1ST FLOOR,1ST FLOOR UNIT,SEATTLE,WA,981341912,KING,2066821332,,,
420123,6018306250010004,CANNABIS COAST,,CLOSED (PERMANENT),CANNABIS RETAILER,193161 HWY 101,STE 201,FORKS,WA,983319206,CLALLAM,3603744020,,,
420123,6040821720010001,CANNABIS COAST,,CLOSED (PERMANENT),CANNABIS RETAILER,193161 HWY 101  STE 201,STE 201,FORKS,WA,983319206,CLALLAM,3609810505,,,
430237,6040821720010003,CANNABIS COAST FORKS,,ACTIVE (ISSUED),CANNABIS RETAILER,362 LA PUSH RD,,FORKS,WA,983319504,CLALLAM,3603744020,,,
414970,6033592740010003,CANNABIS COUNTRY STORE,,ACTIVE (ISSUED),CANNABIS RETAILER,1910 W MAIN ST SUITE 101,,BATTLE GROUND,WA,98604,CLARK,3607987194,,,
422362,6035518250010006,CANNABIS FACTORY 21,,CLOSED (PERMANENT),CANNABIS RETAILER,9409 NE HWY 99 SUITE B,,VANCOUVER,WA,986658928,CLARK,2063900295,,,
422362,6040140410010002,CANNABIS FACTORY 21,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,VANCOUVER,WA,986658928,CLARK,3608922878,,,
422362,6040140410010002,CANNABIS FACTORY 21,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,VANCOUVER,WA,986658928,CLARK,3608922878,,,
423542,6031854210010003,CANNABIS PROVISIONS EAST,,ACTIVE (ISSUED),CANNABIS RETAILER,831 N MILLER ST,,WENATCHEE,WA,98801,CHELAN,2533347082,,,
421083,6032377590010002,CANNABIS PROVISIONS INC.,,CLOSED (PERMANENT),CANNABIS RETAILER,938 N 200TH ST,STE D,SHORELINE,WA,981333149,KING,2069137903,,,
425585,6032377590010004,CANNABIS PROVISIONS INC.,,ACTIVE (ISSUED),CANNABIS RETAILER,938 N 200TH ST STE C,,SHORELINE,WA,98133,KING,2066295235,,,
421630,6033042060010002,CANNABIS PROVISIONS INC. WHIDBEY ISLAND,,CLOSED (PERMANENT),CANNABIS RETAILER,9176 STATE ROUTE 525,,CLINTON,WA,982369556,ISLAND,2065795394,,,
422570,6033583850010002,CANNABIS STATION,,CLOSED (PERMANENT),CANNABIS RETAILER,21412 HIGHWAY 99 STE A,,EDMONDS,WA,980267748,SNOHOMISH,3039577942,,,
402780,6035462660010004,CANNABIS SUPER STORE,,CLOSED (PERMANENT),CANNABIS RETAILER,705 EAST 1ST ST,,CLE ELUM,WA,989221252,KITTITAS,5096745356,,,
402780,6048417560010002,CANNABIS SUPER STORE,,ACTIVE (ISSUED),CANNABIS RETAILER,705 EAST 1ST ST,,CLE ELUM,WA,989221252,KITTITAS,3606311239,,,
422745,6035462660010005,CANNABIS SUPER STORE LLC,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,BAINBRIDGE ISLAND,WA,981102188,KITSAP,4255030962,,,
422745,6035462660010005,CANNABIS SUPER STORE LLC,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,BAINBRIDGE ISLAND,WA,981102188,KITSAP,4255030962,,,
422466,6035941580010001,CANNABIS SWEET RELIEF,,CLOSED (PERMANENT),CANNABIS RETAILER,2427 W SIMS WAY STE F,,PORT TOWNSEND,WA,983682247,JEFFERSON,5416109508,,,
422992,6035859880010001,CANNABIS TREE,,CLOSED (PERMANENT),CANNABIS RETAILER,6620 N MARKET ST STE 101,,SPOKANE,WA,992177809,SPOKANE,5099901089,,,
087932,6033429340010001,CANNABIZ,,ACTIVE (ISSUED),CANNABIS RETAILER,1109 RIVER RD STE A,,PUYALLUP,WA,98371,PIERCE,2532611850,,,
422595,6051340050010002,Cannabliss 21,,ACTIVE (ISSUED),CANNABIS RETAILER,6230 N DIVISION ST,,SPOKANE,WA,992081032,SPOKANE,5099362310,,,
415575,6033596150010001,CANNABLYSS,,ACTIVE (ISSUED),CANNABIS RETAILER,2705 HARTFORD DR STE A,,LAKE STEVENS,WA,98258,SNOHOMISH,4253148652,,,
413366,6001282260010001,CANNARAIL STATION,,CLOSED (PERMANENT),CANNABIS RETAILER,1448 BASIN ST NW SUITE A,,EPHRATA,WA,988239695,GRANT,5097541047,,,
413366,6035548960010001,CANNARAIL STATION,,CLOSED (PERMANENT),CANNABIS RETAILER,1448 BASIN ST NW SUITE A,,EPHRATA,WA,988239695,GRANT,5067541047,,,
413366,6052356620010001,CANNARAIL STATION,,ACTIVE (ISSUED),CANNABIS RETAILER,1448 BASIN ST NW SUITE A,,EPHRATA,WA,98823,GRANT,5099227242,,,
439635,6056547110010001,"CANNAZEN, LLC",,ACTIVE (ISSUED),CANNABIS RETAILER,257 ENGH RD,,OMAK,WA,988419472,OKANOGAN,5096707043,,,
078001,6033548000010001,CANNAZONE,,CLOSED (PERMANENT),CANNABIS RETAILER,17940 STATE ROUTE 536,,MOUNT VERNON,WA,982733269,SKAGIT,8602092288,,,
350641,6046842120010008,CANNAZONE,,ACTIVE (ISSUED),CANNABIS RETAILER,1956 1ST AVE S,,SEATTLE,WA,981341406,KING,8602092288,,,
420477,6046842120010006,CANNAZONE,,ACTIVE (ISSUED),CANNABIS RETAILER,7217 212TH ST SW,,EDMONDS,WA,980267735,SNOHOMISH,8602092288,,,
421813,6033548000010003,CANNAZONE,,CLOSED (PERMANENT),CANNABIS RETAILER,5655 GUIDE MERIDIAN STE B,SUITE B,BELLINGHAM,WA,982269722,WHATCOM,8602092288,,,
421813,6046842120010002,CANNAZONE,,ACTIVE (ISSUED),CANNABIS RETAILER,5655 GUIDE MERIDIAN STE B,SUITE B,BELLINGHAM,WA,982269722,WHATCOM,8602092288,,,
422000,6033548000010007,CANNAZONE,,CLOSED (PERMANENT),CANNABIS RETAILER,17903 STATE ROUTE 536,,MOUNT VERNON,WA,982733269,SKAGIT,8602092288,,,
422000,6046842120010003,CANNAZONE,,CLOSED (PERMANENT),CANNABIS RETAILER,17903 STATE ROUTE 536,,MOUNT VERNON,WA,982733269,SKAGIT,8602092288,,,
422000,6050081050010004,CANNAZONE,,CLOSED (PERMANENT),CANNABIS RETAILER,17903 STATE ROUTE 536,,MOUNT VERNON,WA,982733269,SKAGIT,8602092115,,,
422791,6033548000010002,CANNAZONE,,CLOSED (PERMANENT),CANNABIS RETAILER,3212 OLD HWY 99 SOUTH RD,,MOUNT VERNON,WA,982739070,SKAGIT,8602092288,,,
424599,6033548000010004,CANNAZONE,,CLOSED (PERMANENT),CANNABIS RETAILER,17905 STATE ROUTE 536,,MOUNT VERNON,WA,982733269,SKAGIT,8602092288,,,
427742,6033548000010006,CANNAZONE,,CLOSED (PERMANENT),CANNABIS RETAILER,3010 OLD HWY 99 SOUTH RD STE B,,MOUNT VERNON,WA,982739037,SKAGIT,8602092288,,,
427742,6046842120010004,CANNAZONE,,ACTIVE (ISSUED),CANNABIS RETAILER,3010 OLD HWY 99 SOUTH RD STE B,,MOUNT VERNON,WA,982739037,SKAGIT,8602092288,,,
430952,6047143320010001,CANNAZONE,,ACTIVE (ISSUED),CANNABIS RETAILER,45120 SE NORTH BEND WAY STE B,,NORTH BEND,WA,980459065,KING,8602092288,,,
439653,6050081050010007,CANNAZONE,,ACTIVE (ISSUED),CANNABIS RETAILER,4712 PACIFIC HWY,,BELLINGHAM,WA,982269049,WHATCOM,8602092115,,,
420801,6035879910010002,CARAVAN CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,9574 OLD HWY 99 NORTH RD STE B,,BURLINGTON,WA,982336811,SKAGIT,3607550755,,,
435487,6035652650010004,CARAVAN CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,1317 W BAKERVIEW RD STE 105,,BELLINGHAM,WA,982269087,WHATCOM,3603251201,,,
413700,6022089500010003,CARIBOU CORNER CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,23251 HWY 20,,OKANOGAN,WA,988400000,OKANOGAN,5094296082,,,
420812,6022089500010004,CARIBOU CORNER CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,257 ENGH RD,,OMAK,WA,988419472,OKANOGAN,5094296082,,,
421507,6035188950010003,CARLTON CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,2256 HWY 153 STE B,,CARLTON,WA,988149004,OKANOGAN,3607853843,,,
414749,6033587380010004,CASCADE HERB COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,6167 PORTAL WAY,,FERNDALE,WA,982489363,WHATCOM,3607468587,,,
415094,6033587380010002,CASCADE HERB COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,1240 E MAPLE ST STE 103,,BELLINGHAM,WA,982255749,WHATCOM,3607782357,,,
413819,6033656030010001,CASCADE KROPZ,,CLOSED (PERMANENT),CANNABIS RETAILER,19129 SMOKEY POINT BLVD STE B,,ARLINGTON,WA,982234258,SNOHOMISH,3606595422,,,
425539,6033656030010003,CASCADE KROPZ,,ACTIVE (ISSUED),CANNABIS RETAILER,19127 SMOKEY POINT BLVD BLDG 1,,ARLINGTON,WA,982234264,SNOHOMISH,3606595422,,,
420407,6043218530000000,CASITA VERDE LLC (TITLE OWNER ONLY),,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,RENTON,WA,980575321,KING,7328016300,,,
433034,6036041830010004,CATHLAMET CANNABIS COMPANY,,CLOSED (PERMANENT),CANNABIS RETAILER,295 WA-4,,CATHLAMET,WA,986120000,WAHKIAKUM,5033170557,,,
433034,6048614680010001,CATHLAMET CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,295 WA-4,,CATHLAMET,WA,986120000,WAHKIAKUM,2069923117,,,
422745,6048417560010003,CECSS2,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,BAINBRIDGE ISLAND,WA,981102188,KITSAP,3606311239,,,
423272,6036213440010001,CHAMBERS BAY CANNABIS COMPANY,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,UNIVERSITY PLACE,WA,984664107,PIERCE,3607101577,,,
423272,6036213440010001,CHAMBERS BAY CANNABIS COMPANY,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,UNIVERSITY PLACE,WA,984664107,PIERCE,3607101577,,,
413492,6035262460010001,CHIMACUM CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,9034 BEAVER VALLEY ROAD,,CHIMACUM,WA,98325,JEFFERSON,2066818394,,,
422466,6042841760010001,CHOICE CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,2427 W SIMS WAY STE F,,PORT TOWNSEND,WA,983682247,JEFFERSON,3603794006,,,
421114,6035523050010002,CHOICE RETAIL,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,CAMAS,WA,986072454,CLARK,2532250200,,,
421114,6035523050010002,CHOICE RETAIL,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,CAMAS,WA,986072454,CLARK,2532250200,,,
415222,6034419610010001,CHRONIC SOLUTIONS,,CLOSED (PERMANENT),CANNABIS RETAILER,"212 W WINESAP RD STE 101, 102",,BOTHELL,WA,980129210,SNOHOMISH,4256737420,,,
413940,6033456960010001,CINDER,,CLOSED (PERMANENT),CANNABIS RETAILER,7011 N DIVISION ST STE A,,SPOKANE,WA,992083968,SPOKANE,5092930365,,,
414817,6033524120010004,CINDER,,ACTIVE (ISSUED),CANNABIS RETAILER,1421 N MULLAN RD STE B,,SPOKANE VALLEY,WA,99206,SPOKANE,5092413091,,,
422294,6033456960010004,CINDER,,CLOSED (PERMANENT),CANNABIS RETAILER,6010 N DIVISION ST,,SPOKANE,WA,992081028,SPOKANE,5092413091,,,
422294,6033524120010006,CINDER,,ACTIVE (ISSUED),CANNABIS RETAILER,6010 N DIVISION ST,,SPOKANE,WA,99208,SPOKANE,5092413091,,,
423096,6033423140010004,CINDER,,ACTIVE (ISSUED),CANNABIS RETAILER,927 W 2ND AVE STE 1,,SPOKANE,WA,992014501,SPOKANE,5092410110,,,
413358,6032670810010002,CLEAR CHOICE CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,8001 S HOSMER ST,,TACOMA,WA,984081017,PIERCE,2064199096,,,
413358,6052400560010002,CLEAR CHOICE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,8001 S HOSMER ST,,TACOMA,WA,98408,PIERCE,2068568424,,,
421877,6036222590010001,CLEAR CHOICE CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,6733 STATE HWY 303 NE,,BREMERTON,WA,983113736,KITSAP,3606337379,,,
421877,6041778340010002,CLEAR CHOICE CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,6733 STATE HWY 303 NE,,BREMERTON,WA,983113736,KITSAP,2538826344,,,
421877,6055045750010001,CLEAR CHOICE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,6733 STATE HWY 303 NE,,BREMERTON,WA,98311,KITSAP,2068568424,,,
439182,6057608440010001,CLEAR CHOICE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,317 S 72ND ST,,TACOMA,WA,984086003,PIERCE,2068568424,,,
422713,6032012110010003,CLEAR MIND CANNABIS,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,PASCO,WA,993016402,FRANKLIN,3607981619,,,
422713,6032012110010003,CLEAR MIND CANNABIS,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,PASCO,WA,993016402,FRANKLIN,3607981619,,,
414807,6041302810010005,CLIFFS CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,1410 NW GILMAN BLVD STE A,,ISSAQUAH,WA,98027,KING,2063355857,,,
414959,6033587180010001,CLOUD CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,11401 RAINIER AVE S,,SEATTLE,WA,98178,KING,2063624444,,,
413803,6033522420010001,CLUTCH CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,11537 RAINIER AVE S,,SEATTLE,WA,981783984,KING,2063210149,,,
422527,6035941580010002,CM&N ENTERPRISES,,CLOSED (PERMANENT),CANNABIS RETAILER,1821 SE 192ND AVE,,VANCOUVER,WA,986070000,CLARK,2064987301,,,
413806,6033525730010003,COLUMBIA HERBAL,,CLOSED (PERMANENT),CANNABIS RETAILER,8459 MAIN ST,,DRYDEN,WA,988210000,CHELAN,5033177035,,,
412940,6041326560010002,COOKIES TACOMA,,CLOSED (PERMANENT),CANNABIS RETAILER,3111 S PINE ST,,TACOMA,WA,984094711,PIERCE,2533023121,,,
421555,6030644390010001,COVINGTON HOLISTIC MEDICINE,,CLOSED (PERMANENT),CANNABIS RETAILER,16908 SE 269TH PLACE,#102 BUILDING J,COVINGTON,WA,980425468,KING,2067147733,,,
414787,6036161120010001,CPC TWO,,CLOSED (PERMANENT),CANNABIS RETAILER,8600 LAKE CITY WAY NE,,SEATTLE,WA,981153260,KING,2066969765,,,
413732,6033524150010002,CRAFT CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,6515 E MILL PLAIN BLVD,SMP - 1,VANCOUVER,WA,98661,CLARK,5033417097,,,
414065,6043381880010001,CRAFT CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,1510 N WENATCHEE AVE,,WENATCHEE,WA,98801,CHELAN,5096799999,,,
427458,6045325900010001,"CRAFT CANNABIS, INC.",,CLOSED (PERMANENT),CANNABIS RETAILER,2616 NE 112TH AVE,,VANCOUVER,WA,986844284,CLARK,5033417097,,,
431536,6045325900010002,"CRAFT CANNABIS, INC.",,ACTIVE (ISSUED),CANNABIS RETAILER,8603 NE ANDRESEN RD,,VANCOUVER,WA,98665,CLARK,5033417097,,,
085059,6047800470010001,CRAFT LEAVENWORTH,,ACTIVE (ISSUED),CANNABIS RETAILER,8459 MAIN ST  UNIT B,UNIT B,DRYDEN,WA,98821,CHELAN,5033417097,,,
423372,6034797720010003,CRAFT TACOMA,,ACTIVE (ISSUED),CANNABIS RETAILER,2128 S 37TH ST,,TACOMA,WA,984097445,PIERCE,2536550420,,,
415645,6056226540010001,CRAFT WENATCHEE,,ACTIVE (ISSUED),CANNABIS RETAILER,907 N WENATCHEE AVENUE STE B,,WENATCHEE,WA,98801,CHELAN,5098888241,,,
421576,6035649850010001,CREDIBLE COMMODITIES,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,EVERETT,WA,982015082,SNOHOMISH,2066508928,,,
421576,6035649850010001,CREDIBLE COMMODITIES,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,EVERETT,WA,982015082,SNOHOMISH,2066508928,,,
414663,6033553100010004,CREME OF THE CROP LLC,,CLOSED (PERMANENT),CANNABIS RETAILER,6307 NE ST JOHNS RD SUITE E,,VANCOUVER,WA,986611246,CLARK,2066536463,,,
077000,6041450900010002,CROSSMATCH,,CLOSED (PERMANENT),CANNABIS RETAILER,15041 BOTHELL WAY NE,,LAKE FOREST PARK,WA,981557603,KING,2064202148,,,
413729,6033507270010001,CULT CANNABIS CO.,,ACTIVE (ISSUED),CANNABIS RETAILER,6061 PORTAL WAY,,FERNDALE,WA,98248,WHATCOM,3606762539,,,
422234,6033820290010002,CUTIE JUDY'S CANNABIS COMPANY,,CLOSED (PERMANENT),CANNABIS RETAILER,10 VALUE PARKWAY STE A,STE A,ELMA,WA,984455527,GRAYS HARBOR,2532412948,,,
432456,6033820290010005,CUTIE JUDY'S CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,5613 OLYMPIC HWY,,ABERDEEN,WA,98520,GRAYS HARBOR,3604955938,,,
420764,6033524760010005,DABNABBITS,,CLOSED (PERMANENT),CANNABIS RETAILER,1096 HWY 153,,METHOW,WA,988340000,OKANOGAN,5098607111,,,
422097,6035831590010002,DADANKO,,CLOSED (PERMANENT),CANNABIS RETAILER,529 E HWY 395  STE A,SUITE A,KETTLE FALLS,WA,991415605,STEVENS,5094750723,,,
426632,6035831590010005,DADANKO,,CLOSED (PERMANENT),CANNABIS RETAILER,6063B HIGHWAY 291,,NINE MILE FALLS,WA,990269565,STEVENS,5097106899,,,
414539,6045989840010004,DANK OF AMERICA,,ACTIVE (ISSUED),CANNABIS RETAILER,5309 GUIDE MERIDIAN STE A,,BELLINGHAM,WA,98226,WHATCOM,4252314439,,,
422817,6036038240010001,DANK OF AMERICA,,ACTIVE (ISSUED),CANNABIS RETAILER,2530 PEACE PORTAL DR STE B,,BLAINE,WA,982308063,WHATCOM,4252314439,,,
364799,6035723460010003,DANK'S WONDER EMPORIUM,,CLOSED (PERMANENT),CANNABIS RETAILER,7207 212TH ST SW,,EDMONDS,WA,980207735,SNOHOMISH,3609154944,,,
364799,6048256220010001,DANK'S WONDER EMPORIUM,,ACTIVE (ISSUED),CANNABIS RETAILER,7207 212TH ST SW,,EDMONDS,WA,98020,SNOHOMISH,2064583155,,,
412485,6033500690010002,DANK'S WONDER EMPORIUM,,CLOSED (PERMANENT),CANNABIS RETAILER,136 STEWART RD SE SUITE 1-G,,PACIFIC,WA,980472143,PIERCE,3234543767,,,
412485,6033500690010002,DANK'S WONDER EMPORIUM,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,136 STEWART RD SE SUITE 1-G,,PACIFIC,WA,980472143,PIERCE,3234543767,,,
412485,6033500690010002,DANK'S WONDER EMPORIUM,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,CENTRALIA,WA,985313338,LEWIS,3234543767,,,
412485,6033500690010002,DANK'S WONDER EMPORIUM,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,CENTRALIA,WA,985313338,LEWIS,3234543767,,,
430691,6033500690010008,DANK'S WONDER EMPORIUM,,CLOSED (PERMANENT),CANNABIS RETAILER,203 KINWOOD ST SE,,LACEY,WA,985031445,THURSTON,3609158468,,,
415041,6033500690010004,"DANK'S WONDER EMPORIUM, LLC",,CLOSED (PERMANENT),CANNABIS RETAILER,9333 MARTIN WAY E,STE 102,OLYMPIA,WA,985165969,THURSTON,3234543767,,,
423571,6033500690010007,"DANK'S WONDER EMPORIUM, LLC",,CLOSED (PERMANENT),CANNABIS RETAILER,6906 MARTIN WAY E  STE A,STE A,OLYMPIA,WA,985165567,THURSTON,2535075435,,,
441109,6056771600010001,DANK’S TACOMA,,ACTIVE (ISSUED),CANNABIS RETAILER,2632 S 38TH ST STE A,,TACOMA,WA,984097304,PIERCE,2536257628,,,
442981,6059391980010001,DANKS,,ACTIVE (ISSUED),CANNABIS RETAILER,14300 SE PETROVITSKY RD STE C,,RENTON,WA,980588955,KING,2062272980,,,
422303,6046288750010001,DASH & WRIGLEY LLC,,ACTIVE (ISSUED),CANNABIS RETAILER,13003 TUKWILA INTERNATIONAL BL,UNIT A,TUKWILA,WA,98168,KING,2062277687,,,
415202,6033561310010002,DAVE'S PLACE,,ACTIVE (ISSUED),CANNABIS RETAILER,10 MAPLE GROVE RD,,SUNNYSIDE,WA,989440000,YAKIMA,5098300275,,,
414503,6034539570010001,DESTINATION HIGHWAY 420,,ACTIVE (ISSUED),CANNABIS RETAILER,1225 HOLLIS ST,,BREMERTON,WA,98310,KITSAP,3606278754,,,
413374,6033542940010001,DIAMOND GREEN,,ACTIVE (ISSUED),CANNABIS RETAILER,4002 S 12TH ST,,TACOMA,WA,984051509,PIERCE,2532225697,,,
415379,6032576780010003,DIEGO PELLICER,,CLOSED (PERMANENT),CANNABIS RETAILER,3540 STONE WAY N STE B,,SEATTLE,WA,981030000,KING,2066240070,,,
423754,6032576780010004,DIEGO PELLICER,,CLOSED (PERMANENT),CANNABIS RETAILER,2215 4TH AVE S,,SEATTLE,WA,981341516,KING,2064553045,,,
423036,6035859930010001,DISCOVERY BAY CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,282023 HWY 101,,PORT TOWNSEND,WA,983689331,JEFFERSON,2066607221,,,
429044,6036041010010002,DISPO 42,,ACTIVE (ISSUED),CANNABIS RETAILER,4204 RUSSELL RD STE M,,MUKILTEO,WA,982755424,SNOHOMISH,4255318999,,,
421332,6035603240010001,DISTRICT 420,,CLOSED (PERMANENT),CANNABIS RETAILER,3405 4TH AVE S,,SEATTLE,WA,981341904,KING,2532134741,,,
414174,6033563140010001,DOCKSIDE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,1728 4TH AVE S,,SEATTLE,WA,981341502,KING,2063505366,,,
414569,6033546970010003,DOCKSIDE CANNABIS,,CLOSED (TEMPORARY),CANNABIS RETAILER,15001 AURORA AVE N,STE 15029,SHORELINE,WA,98133,KING,2068068759,,,
424463,6035692810010002,DOCKSIDE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,4601 LEARY WAY NW,,SEATTLE,WA,981074544,KING,2068068742,,,
430807,6035692220010004,DOCKSIDE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,8401 AURORA AVE N STE E1,,SEATTLE,WA,981034332,KING,2065564067,,,
412865,6034219970010001,DOUGLAS COUNTY 502,,CLOSED (PERMANENT),CANNABIS RETAILER,2512 FOSTER CREEK AVE,,BRIDGEPORT,WA,98813,DOUGLAS,5033177035,,,
085059,6047542880010001,DRYDEN CANNABIS COMPANY,,CLOSED (PERMANENT),CANNABIS RETAILER,8459 MAIN ST  UNIT B,UNIT B,DRYDEN,WA,988210000,CHELAN,3606063260,,,
424633,6035502700010001,EMERALD CITY CRONICS,,CLOSED (PERMANENT),CANNABIS RETAILER,RETAIL TITLE CERTIFICATE,,OTHELLO,WA,993440000,FRANKLIN,2067908124,,,
424633,6035502700010001,EMERALD CITY CRONICS,,FORMER TITLE CERTIFICATE,RETAIL CERTIFICATE HOLDER,RETAIL TITLE CERTIFICATE,,OTHELLO,WA,993440000,FRANKLIN,2067908124,,,
420416,6034157540010001,EMERALD COAST,,CLOSED (PERMANENT),CANNABIS RETAILER,939 N CALLOW AVE # 100-B,,BREMERTON,WA,983123806,KITSAP,3608131006,,,
437875,6034157540010006,EMERALD COAST,,ACTIVE (ISSUED),CANNABIS RETAILER,6721 KITSAP WAY BLDG 1,UNIT A&D,BREMERTON,WA,98312,KITSAP,3608131006,,,
