License_Number,UBI,Trade_Name,Licensee,Privilege_Status,Privilege_Type,Street,Suite,City,State,ZIP,County,Phone,Expiration_Date,Mailing_Address,SE_Retailer
413530,6041989910010001,FRESH GREENS,,ACTIVE (ISSUED),CANNABIS RETAILER,29 HORIZON FLATS RD STE 8,,WINTHROP,WA,988628400,OKANOGAN,5094295556,,,
436837,6035877900010002,FROSTED SPRAGUE,,ACTIVE (ISSUED),CANNABIS RETAILER,4123 E SPRAGUE AVE STE A,,SPOKANE,WA,992024850,SPOKANE,5094740461,,,
412922,6028304620010002,FWEEDOM CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,12001 AURORA AVE N UNIT #1,,SEATTLE,WA,98133,KING,2064190260,,,
415031,6033575180010001,FWEEDOM CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,21911 64TH AVE W   STE D,STE D,MOUNTLAKE TERRACE,WA,980430000,SNOHOMISH,4259540640,,,
421695,6049177140010001,GALAXY 21,,ACTIVE (ISSUED),CANNABIS RETAILER,11042 1ST AVENUE S,,SEATTLE,WA,98168,KING,2068544354,,,
415234,6033531960010005,GALAXY CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,3845 BRIDGE WAY N,,SEATTLE,WA,98103,KING,2062854005,,,
415539,6033594670010003,GANJA VITA,,ACTIVE (ISSUED),CANNABIS RETAILER,23441 NE STATE ROUTE 3,,BELFAIR,WA,985280000,MASON,2535143949,,,
414292,6033556170010001,GOLDEN DISPENSARIES,,ACTIVE (ISSUED),CANNABIS RETAILER,650 LLAMA LN,,GOLDENDALE,WA,986209140,KLICKITAT,5097730700,,,
431222,6035764710010004,GOOBIE'S DOOBIES,,ACTIVE (ISSUED),CANNABIS RETAILER,28730 MAPLE VALLEY BLACK,DIAMOND RD SE STE A,MAPLE VALLEY,WA,980388195,KING,2534595741,,,
415294,6023777230010001,GOODBUDS,,ACTIVE (ISSUED),CANNABIS RETAILER,5384 NW K RD STE A,,QUINCY,WA,988480000,GRANT,3609819495,,,
421642,6045718900010001,GREEN DREAMS,,ACTIVE (ISSUED),CANNABIS RETAILER,8529 52ND ST SE,,SNOHOMISH,WA,982909282,SNOHOMISH,4252639972,,,
415130,6033601220010003,GREEN LADY,,ACTIVE (ISSUED),CANNABIS RETAILER,3044 PACIFIC AVE SE STE B,,OLYMPIA,WA,98501,THURSTON,5098697574,,,
414963,6056014130010001,GREEN LADY LACEY,,ACTIVE (ISSUED),CANNABIS RETAILER,4820 YELM HWY SE SUITE D,,LACEY,WA,985034903,THURSTON,5098697574,,,
416540,6035644790010003,"GREEN LADY WESTSIDE, INC.",,ACTIVE (ISSUED),CANNABIS RETAILER,2405 HARRISON AVE NW STE 201,,OLYMPIA,WA,98502,THURSTON,5098697475,,,
414755,6033599440010002,GREEN LIFE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,3012 GS CENTER RD STE A,,WENATCHEE,WA,988019116,CHELAN,2817260614,,,
413798,6033511700010001,GREEN OUTFITTERS,,ACTIVE (ISSUED),CANNABIS RETAILER,668 OCEAN SHORES BLVD NW,,OCEAN SHORES,WA,985699344,GRAYS HARBOR,4252684391,,,
422103,6041627960010001,GREEN ROOM OH INC.,,ACTIVE (ISSUED),CANNABIS RETAILER,1640 NE GOLDIE ST STE B,,OAK HARBOR,WA,98277,ISLAND,2065048629,,,
422504,6033498370010005,GREEN SOLUTION PLACE,,ACTIVE (ISSUED),CANNABIS RETAILER,1845 1ST ST,,CHENEY,WA,990041966,SPOKANE,2539732476,,,
413801,6048883500010002,GREEN STOP MT. BAKER,,ACTIVE (ISSUED),CANNABIS RETAILER,7466 MT BAKER HWY,,DEMING,WA,982449557,WHATCOM,3607468734,,,
425068,6043045450010002,GREEN THEORY,,ACTIVE (ISSUED),CANNABIS RETAILER,1940 124TH AVE NE STE A-101,,BELLEVUE,WA,98005,KING,4255027033,,,
421777,6043045450010003,GREEN THEORY FACTORIA,,ACTIVE (ISSUED),CANNABIS RETAILER,12827 SE 40TH PL,,BELLEVUE,WA,98006,KING,4255027033,,,
081400,6040966540010001,GREEN TIKI CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,8208 NE STATE HIGHWAY 104,STE 101,KINGSTON,WA,98346,KITSAP,3607101577,,,
410273,6033031360010002,GREEN2GO,,ACTIVE (ISSUED),CANNABIS RETAILER,214307 E SR 397,,KENNEWICK,WA,99337,BENTON,2065517084,,,
437561,6033031360010011,GREEN2GO PASCO,,ACTIVE (ISSUED),CANNABIS RETAILER,5804 ROAD 90 STE G,,PASCO,WA,99301,FRANKLIN,2065517084,,,
421789,6035719210010001,GREENER DAZE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,945 WASHINGTON WAY STE 121,,LONGVIEW,WA,98632,COWLITZ,3606063260,,,
414356,6033513920010001,GREENFIELD COMPANY CANNABIS MERCANTILE,,ACTIVE (ISSUED),CANNABIS RETAILER,728 6TH ST,,CLARKSTON,WA,99403,ASOTIN,2069621025,,,
420898,6032194300010001,GREENHAND,,ACTIVE (ISSUED),CANNABIS RETAILER,2424 N MONROE STREET,,SPOKANE,WA,99205,SPOKANE,2067357072,,,
415112,6033593200010002,GREENLIGHT,,ACTIVE (ISSUED),CANNABIS RETAILER,10309 E TRENT AVE,,MILLWOOD,WA,992064514,SPOKANE,5094752821,,,
414767,6013587260010004,GREENS ON GOLD,,ACTIVE (ISSUED),CANNABIS RETAILER,1039 S GOLD ST,,CENTRALIA,WA,985313711,LEWIS,3607480807,,,
414295,6033489910010001,GREENSIDE,,ACTIVE (ISSUED),CANNABIS RETAILER,23407 PACIFIC HWY S,,DES MOINES,WA,98198,KING,2067907036,,,
436502,6033489910010003,GREENSIDE RECREATIONAL,,ACTIVE (ISSUED),CANNABIS RETAILER,523 QUEEN ANNE AVE N,,SEATTLE,WA,98109,KING,2067907036,,,
420400,6033360940010003,GREENVIEW CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,530 7TH AVE STE D,,LONGVIEW,WA,98632,COWLITZ,3607891364,,,
413541,6033535550010001,GREENWAY MARIJUANA,,ACTIVE (ISSUED),CANNABIS RETAILER,4851 GEIGER RD SE,,PORT ORCHARD,WA,98366,KITSAP,3604436988,,,
413428,6019957890010004,GREENWORKS N.W.,,ACTIVE (ISSUED),CANNABIS RETAILER,315 N 105TH ST,,SEATTLE,WA,981338705,KING,2064925132,,,
415124,6033596440010002,GROWERS OUTLET,,ACTIVE (ISSUED),CANNABIS RETAILER,613 MONTANA AVE STE 2,,SOUTH BEND,WA,985860000,PACIFIC,3604515888,,,
421491,6032945690010002,GYPSY GREEN,,ACTIVE (ISSUED),CANNABIS RETAILER,234 DIVISION ST NW STE B,,OLYMPIA,WA,98502,THURSTON,5055507710,,,
421900,6032945690010003,GYPSY GREEN,,ACTIVE (ISSUED),CANNABIS RETAILER,1570 N NATIONAL AVE STE 105,,CHEHALIS,WA,98532,LEWIS,5055507710,,,
415238,6035813490010005,HANGAR 420,,ACTIVE (ISSUED),CANNABIS RETAILER,15919 HWY 99,,LYNNWOOD,WA,980871427,SNOHOMISH,4259492873,,,
422461,6035813490010006,HANGAR 420,,ACTIVE (ISSUED),CANNABIS RETAILER,14221 LAKE RD,,LYNNWOOD,WA,980871710,SNOHOMISH,4259492983,,,
421667,6035813490010007,HANGAR 420 CLEARVIEW,,ACTIVE (ISSUED),CANNABIS RETAILER,18026 STATE ROUTE 9 SE,,SNOHOMISH,WA,98296,SNOHOMISH,4259492983,,,
421873,6035813490010004,HANGAR 420 SNOHOMISH,,ACTIVE (ISSUED),CANNABIS RETAILER,9929 AIRPORT WAY UNIT 1,,SNOHOMISH,WA,982968229,SNOHOMISH,2064987171,,,
354876,6035158110010002,HAPPY TIME,,ACTIVE (ISSUED),CANNABIS RETAILER,1315 N 1ST ST,,YAKIMA,WA,98901,YAKIMA,5094802097,,,
422781,6046581730010001,HAPPY TIME LLC 2,,ACTIVE (ISSUED),CANNABIS RETAILER,200 SUZANNE LANE STE D,,MOUNT VERNON,WA,98273,SKAGIT,5094802097,,,
422138,6046580800010001,HAPPY TIME LLC 3,,ACTIVE (ISSUED),CANNABIS RETAILER,5602 STATE ROUTE 270 STE B,,PULLMAN,WA,99163,WHITMAN,5094802097,,,
424273,6033520160010003,HAPPY TREES,,ACTIVE (ISSUED),CANNABIS RETAILER,407 E 1ST ST,,CLE ELUM,WA,98922,KITTITAS,2532262135,,,
415098,6035649850010002,HASHTAG CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,10 SE EVERETT MALL WAY STE C&D,,EVERETT,WA,982088125,SNOHOMISH,2066508928,,,
430254,6035650700010003,HASHTAG CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,7829 LEARY WAY NE,,REDMOND,WA,980524338,KING,2066508928,,,
415333,6031909830010002,HAVE A HEART,,ACTIVE (ISSUED),CANNABIS RETAILER,12833 MARTIN LUTHER KING JR,WAY S SMP - 1,SEATTLE,WA,98178,KING,2062618206,,,
423379,6033536370010004,HAVE A HEART,,ACTIVE (ISSUED),CANNABIS RETAILER,115 BLANCHARD ST,,SEATTLE,WA,981212020,KING,5202508988,,,
423536,6033603630010004,HAVE A HEART,,ACTIVE (ISSUED),CANNABIS RETAILER,22624 MERIDIAN AVE S STE B,,BOTHELL,WA,980218358,SNOHOMISH,2062618206,,,
421409,6031064400010002,HAVE A HEART CC,,ACTIVE (ISSUED),CANNABIS RETAILER,300 NW 85TH ST STE A,,SEATTLE,WA,98117,KING,2062574500,,,
402039,6032851830010001,HERB'S HOUSE,,ACTIVE (ISSUED),CANNABIS RETAILER,716 NW 65TH ST,,SEATTLE,WA,981175049,KING,2065577388,,,
411970,6024843170010004,HERBAL E SCENTS,,ACTIVE (ISSUED),CANNABIS RETAILER,120 CANNING DRIVE NORTHEAST,,COLVILLE,WA,99114,STEVENS,5096844420,,,
413683,6034896600010001,HERBAL NATION,,ACTIVE (ISSUED),CANNABIS RETAILER,19302 BOTHELL EVERETT HWY,,BOTHELL,WA,980127113,SNOHOMISH,4254861111,,,
427457,6035830060010005,HERBAN MARKET,,ACTIVE (ISSUED),CANNABIS RETAILER,3965 BETHEL RD SE STE 3,,PORT ORCHARD,WA,983661915,KITSAP,3608133644,,,
429699,6033503770010004,HIGH END MARKET PLACE,,ACTIVE (ISSUED),CANNABIS RETAILER,1924 BROADWAY ST STE A,,VANCOUVER,WA,98663,CLARK,3606953612,,,
430097,6024843170010008,HIGH LIFE CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,5978 HIGHWAY 291 UNIT 6,,NINE MILE FALLS,WA,99026,STEVENS,5096844420,,,
414430,6033510330010002,HIGH SOCIETY,,ACTIVE (ISSUED),CANNABIS RETAILER,1824 BROADWAY,,EVERETT,WA,982012349,SNOHOMISH,2063071651,,,
413534,6046001880010001,HIGH SOCIETY ANACORTES,,ACTIVE (ISSUED),CANNABIS RETAILER,8630 S MARCH POINT RD,,ANACORTES,WA,98221,SKAGIT,3602992211,,,
413533,6041319920010001,HIGH SOCIETY BURLINGTON,,ACTIVE (ISSUED),CANNABIS RETAILER,735 S. BURLINGTON BLVD,,BURLINGTON,WA,98233,SKAGIT,3606610168,,,
421702,6034040170010002,HIGH-5 CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,6511 NE 137TH AVE,,VANCOUVER,WA,98682,CLARK,3605714568,,,
427533,6034040170010003,HIGH-5 CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,25 NE 2ND ST STE B,,STEVENSON,WA,98648,SKAMANIA,3605714568,,,
423000,6033437360010006,HIGHER LEAF MARIJUANA BELLEVUE,,ACTIVE (ISSUED),CANNABIS RETAILER,3079 156TH AVE SE,,BELLEVUE,WA,98007,KING,4257475967,,,
422218,6034142130010002,HIGHER LEAF MARIJUANA BOUTIQUE,,ACTIVE (ISSUED),CANNABIS RETAILER,12525 WILLOWS RD NE STE 10,SMP - 2,KIRKLAND,WA,98034,KING,4258205967,,,
415486,6054768140010002,HIGHER LEAF REDMOND,,ACTIVE (ISSUED),CANNABIS RETAILER,15937 REDMOND WAY STE B,,REDMOND,WA,980523836,KING,2067952434,,,
430424,6054768140010003,HIGHER LEAF REDMOND,,ACTIVE (ISSUED),CANNABIS RETAILER,8210 AVONDALE WAY NE,,REDMOND,WA,98052,KING,2067952434,,,
434402,6035188950010007,HOUSE OF CANNABIS - TACOMA,,ACTIVE (ISSUED),CANNABIS RETAILER,764 S 56TH ST,,TACOMA,WA,98408,PIERCE,2532413261,,,
422454,6035188950010004,HOUSE OF CANNABIS - TONASKET,,ACTIVE (ISSUED),CANNABIS RETAILER,309 4TH ST W STE A,,TONASKET,WA,98855,OKANOGAN,2532413261,,,
400085,6035188950010006,HOUSE OF CANNABIS - TWISP,,ACTIVE (ISSUED),CANNABIS RETAILER,1017 E METHOW VALLEY HWY,,TWISP,WA,98856,OKANOGAN,2532413261,,,
422457,6053304590010001,HOUSE OF CANNABIS - WHIDBEY,,ACTIVE (ISSUED),CANNABIS RETAILER,25171 SR 525 #2,#2,GREENBANK,WA,98253,ISLAND,2532413261,,,
413427,6027629820010002,HWY 420,,ACTIVE (ISSUED),CANNABIS RETAILER,11493 CLEAR CREEK RD,,SILVERDALE,WA,98383,KITSAP,3604408671,,,
437434,6034060990010002,HWY 420,,ACTIVE (ISSUED),CANNABIS RETAILER,19740 VIKING AVE NW,SMP - 2,POULSBO,WA,98370,KITSAP,3609323182,,,
425498,6043710730010001,HYPEHERBALLY,,ACTIVE (ISSUED),CANNABIS RETAILER,14702 HIGHWAY 99,,LYNNWOOD,WA,980875522,SNOHOMISH,4255829385,,,
414750,6033505020010001,III KING COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,12925 MARTIN LUTHER KINGJR WAY,,SEATTLE,WA,981780000,KING,2064911397,,,
413727,6033504390010001,ISLAND HERB,,ACTIVE (ISSUED),CANNABIS RETAILER,5565 VANBARR PLACE UNIT F,,FREELAND,WA,98249,ISLAND,3603310140,,,
414867,6033564790010001,ISSAQUAH CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,230 NE JUNIPER ST STE#201,STE#201,ISSAQUAH,WA,98027,KING,2063355857,,,
423203,6035809000010002,IT IS LIT,,ACTIVE (ISSUED),CANNABIS RETAILER,1611 S SMITTYS BLVD  STE B,STE B,RITZVILLE,WA,991692264,ADAMS,5096600497,,,
425584,6056359510010001,JAB HEIGHTS PULLMAN,,ACTIVE (ISSUED),CANNABIS RETAILER,1212 N GRAND AVE,,PULLMAN,WA,99163,WHITMAN,2066788443,,,
422992,6056336540010001,JAB MOMENTS SPOKANE,,ACTIVE (ISSUED),CANNABIS RETAILER,6620 N MARKET ST STE 101,,SPOKANE,WA,99217,SPOKANE,2066788443,,,
414753,6044313900010003,JET CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,13224 HIGHWAY 99,,EVERETT,WA,982045424,SNOHOMISH,4252334844,,,
437823,6035615620010006,KAHD HOLDING,,ACTIVE (ISSUED),CANNABIS RETAILER,5301 SOUTHCENTER BLVD STE B,,TUKWILA,WA,981882429,KING,0000000000,,,
414345,6046242090010001,KALEAFA,,ACTIVE (ISSUED),CANNABIS RETAILER,401 SOUTH BOONE,,ABERDEEN,WA,98520,GRAYS HARBOR,3122033450,,,
417643,6033220580010002,KALEAFA,,ACTIVE (ISSUED),CANNABIS RETAILER,33858 SR 20 STE 102,,OAK HARBOR,WA,98277,ISLAND,3122033450,,,
429441,6035861690010005,KALEAFA,,ACTIVE (ISSUED),CANNABIS RETAILER,25745 PACIFIC HWY S,,DES MOINES,WA,98198,KING,2064600503,,,
421168,6035537530010001,KARMA CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,131 RIVER RD   STE A,,SEQUIM,WA,983829804,CLALLAM,3604606641,,,
425925,6048027430010001,KING CRONIC,,ACTIVE (ISSUED),CANNABIS RETAILER,1110 E YELM AVE STE C,,YELM,WA,98597,THURSTON,2063515957,,,
435420,6035609550010003,KITSAP CANNABIS PORT ORCHARD,,ACTIVE (ISSUED),CANNABIS RETAILER,4255 SE MILE HILL DR #101,,PORT ORCHARD,WA,983663920,KITSAP,3608658092,,,
420336,6040934440010001,KUSH,,ACTIVE (ISSUED),CANNABIS RETAILER,11834 NE 90TH ST,,KIRKLAND,WA,980335814,KING,4252693242,,,
425493,6046005620010001,KUSH 21,,ACTIVE (ISSUED),CANNABIS RETAILER,517 128TH ST SW STE B,,EVERETT,WA,982047311,SNOHOMISH,2063830943,,,
424751,6046521590010001,KUSH 21 BUCKLEY LLC,,ACTIVE (ISSUED),CANNABIS RETAILER,29393 STATE ROUTE 410 E STE D,,BUCKLEY,WA,98321,PIERCE,3605611664,,,
438816,6057582300010001,KUSH21 EVERETT,,ACTIVE (ISSUED),CANNABIS RETAILER,11311 HIGHWAY 99,,EVERETT,WA,982044816,SNOHOMISH,3605611664,,,
438629,6057605530010001,KUSH21 SODO,,ACTIVE (ISSUED),CANNABIS RETAILER,2215 4TH AVENUE SOUTH,,SEATTLE,WA,98134,KING,3605611664,,,
430737,6040720270010003,KUSHKLUB,,ACTIVE (ISSUED),CANNABIS RETAILER,20019 AURORA AVE N UNIT B,,SHORELINE,WA,981333120,KING,2067691282,,,
421552,6027085610010004,KUSHMAN,,ACTIVE (ISSUED),CANNABIS RETAILER,15804 HIGHWAY 99 UNIT A,,LYNNWOOD,WA,980871426,SNOHOMISH,4254441575,,,
426731,6027085610010009,KUSHMAN,,ACTIVE (ISSUED),CANNABIS RETAILER,8911 EVERGREEN WAY,,EVERETT,WA,98208,SNOHOMISH,4254441575,,,
416102,6035539770010001,KUSHMART SOUTH EVERETT,,ACTIVE (ISSUED),CANNABIS RETAILER,13220 HWY 99 S,,EVERETT,WA,98204,SNOHOMISH,4255820088,,,
414881,6033579990010001,LAWRENCE ENTERPRISES,,ACTIVE (ISSUED),CANNABIS RETAILER,322 DANIEL LN,,FRIDAY HARBOR,WA,982506153,SAN JUAN,3603782288,,,
417880,6033573230010003,LEGAL MARIJUANA SUPERSTORE,,ACTIVE (ISSUED),CANNABIS RETAILER,3610 BETHEL RD SE,SUITE 100,PORT ORCHARD,WA,983670000,KITSAP,3603401009,,,
414664,6054236290010001,LIDZ CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,9301 N DIVISION ST STE B-C,,SPOKANE,WA,992181254,SPOKANE,5038057828,,,
421698,6054233280010001,LIDZ CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,2804 E 30TH AVE,,SPOKANE,WA,992234782,SPOKANE,5038057828,,,
420741,6033394100010004,LIVING WELL ENTERPRISES,,ACTIVE (ISSUED),CANNABIS RETAILER,17730 AMBAUM BLVD S UNIT E,,BURIEN,WA,98148,KING,2068128092,,,
429803,6041937950010004,LOCAL AMSTERDAM,,ACTIVE (ISSUED),CANNABIS RETAILER,3200 15TH AVE W UNIT B,,SEATTLE,WA,98119,KING,3603533628,,,
422336,6046150810010001,LOCAL ROOTS,,ACTIVE (ISSUED),CANNABIS RETAILER,1009 E YAKIMA AVE,,YAKIMA,WA,98901,YAKIMA,2063830943,,,
420785,6046612970010001,LOCAL ROOTS TACOMA,,ACTIVE (ISSUED),CANNABIS RETAILER,5917 N 26TH ST STE A,,TACOMA,WA,98407,PIERCE,2063830943,,,
414243,6041937950010001,LOCALAMSTER,,ACTIVE (ISSUED),CANNABIS RETAILER,1006 CALIFORNIA WAY,,LONGVIEW,WA,98632,COWLITZ,3603533628,,,
414823,6033588730010001,LOCALS CANNA HOUSE,,ACTIVE (ISSUED),CANNABIS RETAILER,9616 E SPRAGUE AVE,STE B,SPOKANE VALLEY,WA,99206,SPOKANE,5092946552,,,
413544,6033544480010001,LONGVIEW FREEDOM MARKET,,ACTIVE (ISSUED),CANNABIS RETAILER,971 14TH AVE STE 110,,LONGVIEW,WA,986324049,COWLITZ,3602617055,,,
410798,6043040910010001,LOVELY BUDS DIVISION,,ACTIVE (ISSUED),CANNABIS RETAILER,1403 N DIVISION ST STE A,,SPOKANE,WA,99202,SPOKANE,2082904347,,,
412490,6035879370010002,LOVELY BUDS NORTH,,ACTIVE (ISSUED),CANNABIS RETAILER,1919 E FRANCIS AVE  STE B,,SPOKANE,WA,992082747,SPOKANE,4065465411,,,
412370,6033482370010001,LOVING FARMS,,ACTIVE (ISSUED),CANNABIS RETAILER,2615 OLD HIGHWAY 99 S,,MOUNT VERNON,WA,98273,SKAGIT,3605405168,,,
437262,6033590350010003,LUCID,,ACTIVE (ISSUED),CANNABIS RETAILER,916 HENSLEY ST NE,,OLYMPIA,WA,985165414,THURSTON,5304010839,,,
422194,6024649910010005,"LUCID AUBURN, 21+ CANNABIS, 21+ MARIJUANA",,ACTIVE (ISSUED),CANNABIS RETAILER,3310 AUBURN WAY N STE C/D,,AUBURN,WA,980021800,KING,2539732476,,,
352673,6016367550010006,LUCID PUYALLUP,,ACTIVE (ISSUED),CANNABIS RETAILER,7924 RIVER ROAD,,PUYALLUP,WA,98371,PIERCE,2539732476,,,
422442,6033514230010003,LUCKY LEAF,,ACTIVE (ISSUED),CANNABIS RETAILER,1111 W 1ST AVE STE A,,SPOKANE,WA,992014005,SPOKANE,5096194248,,,
414160,6034151100010001,LUX POT SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,10333 LAKE CITY WAY NE #101,,SEATTLE,WA,98125,KING,2067193162,,,
414532,6034150760010001,LUX POT SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,4912 17TH AVE NW STE A,,SEATTLE,WA,98107,KING,2067193162,,,
434272,6044081350010002,LUX POT SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,114 VINE ST,,SEATTLE,WA,981211439,KING,2067193162,,,
437368,6032194490010006,MAGIC TREE COLLECTIVE 206,,ACTIVE (ISSUED),CANNABIS RETAILER,745 N GRAND AVE STE 106,SMP - 2,PULLMAN,WA,99163,WHITMAN,2532056372,,,
414876,6033571610010001,MAIN STREET MARIJUANA,,ACTIVE (ISSUED),CANNABIS RETAILER,2314 MAIN ST,,VANCOUVER,WA,98660,CLARK,3606063260,,,
421805,6035719200010001,MAIN STREET MARIJUANA EAST,,ACTIVE (ISSUED),CANNABIS RETAILER,16219 SE 12TH ST STE 104,,VANCOUVER,WA,98683,CLARK,3606063260,,,
435081,6049895210010002,MAIN STREET MARIJUANA NORTH,,ACTIVE (ISSUED),CANNABIS RETAILER,7908 NE HIGHWAY 99,,VANCOUVER,WA,98665,CLARK,3606063260,,,
413414,6034303690010001,MARGIES'S POT SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,405 E STEUBEN ST,,BINGEN,WA,98605,KLICKITAT,5092813420,,,
367339,6035871190010006,MARIJUANA CLUB 99 LLC,,ACTIVE (ISSUED),CANNABIS RETAILER,36728 US 2,,SULTAN,WA,982949640,SNOHOMISH,4252688875,,,
428846,6033519760010004,MARIJUANA MART,,ACTIVE (ISSUED),CANNABIS RETAILER,6230 197TH SW AVE,,ROCHESTER,WA,985790000,THURSTON,3608587188,,,
435092,6030644390010003,MARLEY 420,,ACTIVE (ISSUED),CANNABIS RETAILER,27022 168TH PL SE,,COVINGTON,WA,98042,KING,2067147733,,,
417646,6041385610010001,MARY JANE'S,,ACTIVE (ISSUED),CANNABIS RETAILER,2829 N MARKET ST,,SPOKANE,WA,99207,SPOKANE,5098554485,,,
414864,6041405300010001,MARY JANES,,ACTIVE (ISSUED),CANNABIS RETAILER,1037 W MARINA DR,,MOSES LAKE,WA,98837,GRANT,5098554485,,,
424311,6036229840010002,MARY MART INC,,ACTIVE (ISSUED),CANNABIS RETAILER,3002 6TH AVE STE 100,,TACOMA,WA,984066203,PIERCE,2539614231,,,
437305,6033565140010010,MILLERS MARIJUANA,,ACTIVE (ISSUED),CANNABIS RETAILER,302 W WALDRIP ST,,ELMA,WA,985410000,GRAYS HARBOR,3606379282,,,
414735,6021513210010001,MISTER BUDS,,ACTIVE (ISSUED),CANNABIS RETAILER,536 MARINE DR STE B,,PORT ANGELES,WA,98363,CLALLAM,3607971966,,,
426443,6035831590010006,MOLECULE,,ACTIVE (ISSUED),CANNABIS RETAILER,206 MORGAN ST,,DAVENPORT,WA,991225178,LINCOLN,5099362310,,,
422981,6033568920010001,"MOUNT BAKER RETAIL PARTNERS, LLC",,ACTIVE (ISSUED),CANNABIS RETAILER,12539 E MARGINAL WAY S STE C,,TUKWILA,WA,981682560,KING,2068182083,,,
414060,6032584710010002,MOUNT VERNON CANNABIS CENTER,,ACTIVE (ISSUED),CANNABIS RETAILER,2714 HENSON RD,,MOUNT VERNON,WA,98273,SKAGIT,9259891998,,,
422796,6048648970010001,MOUNT VERNON RETAIL HOLDINGS LLC,,ACTIVE (ISSUED),CANNABIS RETAILER,17929 STATE ROUTE 536  STE B,STE B,MOUNT VERNON,WA,982733216,SKAGIT,2062401308,,,
424190,6034123630010003,MR. DOOBEES,,ACTIVE (ISSUED),CANNABIS RETAILER,1410 40TH ST,,SEAVIEW,WA,98644,PACIFIC,3608758016,,,
427850,6041450900010003,MR. GREENS CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,15029 BOTHELL WAY NE STE 100,,LAKE FOREST PARK,WA,98155,KING,2069202178,,,
413930,6033593550010001,MUFFYS POT SHOP,,ACTIVE (ISSUED),CANNABIS RETAILER,3134 E HIGHWAY 101 SUITE A,,PORT ANGELES,WA,983629074,CLALLAM,3608082532,,,
423390,6034145890010003,NATURAL BLESSING CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,17024 PACIFIC AVE S STE B,STE B,SPANAWAY,WA,98387,PIERCE,2534333961,,,
421687,6035707080010001,NATURAL GREEN,,ACTIVE (ISSUED),CANNABIS RETAILER,51 MORGAN ST UNIT B,,DAVENPORT,WA,991220000,LINCOLN,2062269725,,,
414181,6033561890010004,NATURE'S GIFTS,,ACTIVE (ISSUED),CANNABIS RETAILER,822 W WASHINGTON ST,,SEQUIM,WA,98382,CLALLAM,3607971993,,,
415658,6031887750010002,NIMBIN FARM,,ACTIVE (ISSUED),CANNABIS RETAILER,10859 1ST AVE S STE A,,SEATTLE,WA,981681309,KING,2532617600,,,
424951,6033591910010007,NIRVANA CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,4950 ARENA RD,,RICHLAND,WA,993527857,BENTON,5098082391,,,
427666,6033591910010008,NIRVANA CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,24713 E WELLESLEY AVE,,OTIS ORCHARDS,WA,990279709,SPOKANE,5098082361,,,
434100,6033591910010009,NIRVANA CANNABIS COMPANY,,ACTIVE (ISSUED),CANNABIS RETAILER,181 ROCK ISLAND RD,,EAST WENATCHEE,WA,988025353,DOUGLAS,5098082361,,,
413407,6033496500010002,NORTH BAY MARIJUANA,,ACTIVE (ISSUED),CANNABIS RETAILER,211 E NORTH BAY RD,STE B,ALLYN,WA,98524,MASON,3608014269,,,
424599,6056674520010001,NORTHWEST CANNABIS,,ACTIVE (ISSUED),CANNABIS RETAILER,17905 STATE ROUTE 536,,MOUNT VERNON,WA,98273,SKAGIT,3608995234,,,
423492,6032284040010003,NORTHWEST CANNABIS CONNECTION,,ACTIVE (ISSUED),CANNABIS RETAILER,11522 CANYON RD E,,PUYALLUP,WA,98373,PIERCE,2532920444,,,
428760,6033510980010009,NXNW RETAIL LLC / CANNABIS AND GLASS,,ACTIVE (ISSUED),CANNABIS RETAILER,25101 E APPLEWAY AVE,,LIBERTY LAKE,WA,99019,SPOKANE,5099991112,,,
082587,6033510980010007,NXNW RETAIL LLC/CANNABIS & GLASS,,ACTIVE (ISSUED),CANNABIS RETAILER,9403 E TRENT AVE,,MILLWOOD,WA,99206,SPOKANE,5099991112,,,
