License_Number,Business_Name,License_Type,License_Status,Street,City,State,ZIP,Expiration_Date,Home_Delivery,Disciplinary_Action,Notes,Source
AU-R-001294,Mango Cannabis,Marihuana Retailer - License,Active,5620 S Cedar ST,Lansing,MI,48911,10/04/2026,,Public Documents Available,Home Delivery - Approved.,adult-use
AU-R-001294,Mango Cannabis,Marihuana Retailer - License,Active,5620 S Cedar ST,Lansing,MI,48911,10/04/2026,,Public Documents Available,Home Delivery - Approved.,adult-use
AU-R-001307,JARS Cannabis,Marihuana Retailer - License,Active,11451 O'Brien CT,New Buffalo,MI,49117,10/01/2026,,,Home Delivery - Approved,adult-use
AU-R-001293,King of Budz Inkster,Marihuana Retailer - License,Active,29245 Michigan AVE,Inkster,MI,48141,10/01/2026,,Public Documents Available,,adult-use
AU-R-001285,MICHIGAN'S TOP SHELF,Marihuana Retailer - License,Active,5540 E 8 Mile RD,Detroit,MI,48234,09/30/2026,,,,adult-use
AU-R-001279,Eleven Cannabis Company,Marihuana Retailer - License,Active,3120 ELEVEN MILE ROAD,BERKLEY,MI,48072,09/27/2026,,Public Documents Available,,adult-use
AU-R-001309,Green Medicine Shop,Marihuana Retailer - License,Active,500 N Lafayette ST,Greenville,MI,48838,09/24/2026,,,,adult-use
AU-R-001291,JARS Cannabis,Marihuana Retailer - License,Active,709 E Columbia AVE,Battle Creek,MI,49014,09/23/2026,,,Home Delivery - Approved,adult-use
AU-R-001290,First Class Cannabis Co,Marihuana Retailer - License,Active,241 E Main ST,Benton Harbor,MI,49022,09/23/2026,,,,adult-use
AU-R-001300,URB MOUNT PLEASANT,Marihuana Retailer - License,Active,1322 E Pickard ST,Mount Pleasant,MI,48858,09/20/2026,,,,adult-use
AU-R-001299,Good Vibes Cannabis Co,Marihuana Retailer - License,Active,323 Southfield RD,Ecorse,MI,48229,09/20/2026,,Public Documents Available,,adult-use
AU-R-001298,High Q Cannabis,Marihuana Retailer - License,Active,49755 Leona DR,Chesterfield,MI,48051,09/18/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001292,Hollywood Jack's,Marihuana Retailer - License,Active,1764 Lansing Road,Charlotte,MI,48813,09/18/2026,,Public Documents Available,,adult-use
AU-R-001282,Envy Canna,Marihuana Retailer - License,Active,3737 E Apple AVE,Muskegon,MI,49442,09/10/2026,,,,adult-use
AU-R-001303,Refine New Buffalo Co.,Marihuana Retailer - License,Active,19281 US 12,New Buffalo,MI,49117,09/10/2026,,Public Documents Available,,adult-use
AU-R-001297,Higher Love,Marihuana Retailer - License,Active,751 Greenland RD Unit B,Ontonagon,MI,49953,02/01/2027,,,,adult-use
AU-R-001287,JARS Cannabis,Marihuana Retailer - License,Active,420 W Railroad ST,Caspian,MI,49915,09/06/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001277,Greenways Provisioning Center,Marihuana Retailer - License,Active,403 E M-30 Unit A,Gladwin,MI,48624,03/29/2027,,,,adult-use
AU-R-001278,The OUI-D Shop Menominee,Marihuana Retailer - License,Active,3113 10th ST,Menominee,MI,49858,08/26/2026,,,,adult-use
AU-R-001271,Green Acres Michigan Ave,Marihuana Retailer - License,Active,26201 Michigan AVE,Inkster,MI,48141,08/14/2026,,,,adult-use
AU-R-001281,Biogold Dispo powered by Tranquility Fields,Marihuana Retailer - License,Active,1825 E US Highway 2,Norway,MI,49870,08/13/2026,,,,adult-use
AU-MB-000124,"Five Point Farms, LLC",Marihuana Microbusiness - License,Active,744 E South ST,Jackson,MI,49203,08/13/2026,,,,adult-use
AU-R-001264,"Seven Point Dispensing of Michigan, LLC",Marihuana Retailer - License,Active,28557 Woodward AVE,Berkley,MI,48072,08/12/2026,,,,adult-use
AU-R-001269,NOXX,Marihuana Retailer - License,Active,23622 Woodward AVE,Pleasant Ridge,MI,48069,08/12/2026,,,Home Delivery - Approved,adult-use
AU-R-001273,"875 North, LLC",Marihuana Retailer - License,Active,875 North AVE,Battle Creek,MI,49017,08/12/2026,,,,adult-use
AU-R-001265,Skunkz Cannabis,Marihuana Retailer - License,Active,1628 Division AVE S,Grand Rapids,MI,49507,08/12/2026,,Public Documents Available,,adult-use
AU-R-001272,Craft Leaf LLC,Marihuana Retailer - License,Active,211 W GARFIELD AVE,Coldwater,MI,49036,08/25/2026,,,,adult-use
AU-R-001284,"WAYLAND GAS STATION, LLC",Marihuana Retailer - License,Active,1124 W Superior ST,Wayland,MI,49348,08/09/2026,,,,adult-use
AU-R-001289,JARS Cannabis,Marihuana Retailer - License,Active,810 W Argyle ST,Jackson,MI,49202,08/09/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001270,Simply Loud,Marihuana Retailer - License,Active,216 E Milwaukee ST,Detroit,MI,48202,08/09/2026,,,,adult-use
AU-R-001242,Gramz Cannabis Romeo,Marihuana Retailer - License,Active,100 McLean DR,Romeo,MI,48065,08/05/2026,,,Home Delivery - Approved,adult-use
AU-R-001283,High Society 6,Marihuana Retailer - License,Active,515 Lansing ST Unit B,Charlotte,MI,48813,08/02/2026,,,,adult-use
AU-R-001261,The High Club Port Huron,Marihuana Retailer - License,Active,1007 Lapeer AVE,Port Huron,MI,48060,07/30/2026,,Public Documents Available,,adult-use
AU-R-001262,LEVELS OF GRAND HAVEN,Marihuana Retailer - License,Active,1021 Jackson AVE,Grand Haven,MI,49417,07/26/2026,,,,adult-use
AU-R-001274,Levels of Waterford,Marihuana Retailer - License,Active,2060 Dixie HWY Suite 100,Waterford,MI,48328,07/26/2026,,,,adult-use
AU-R-001268,American Grown,Marihuana Retailer - License,Active,1864 US-23,East Tawas,MI,48730,08/08/2026,,,,adult-use
AU-MB-A-000018,Fortuo Lansing,Class A Marihuana Microbusiness - License,Active,4924 S ML King Jr BLVD,Lansing,MI,48910,07/24/2026,,,Home Delivery - Approved,adult-use
AU-R-001244,Banzen,Marihuana Retailer - License,Active,55 S Michigan AVE,Coldwater,MI,49036,07/23/2026,,,,adult-use
AU-R-001275,Meds Cafe,Marihuana Retailer - License,Active,115 S Wisconsin AVE,Gaylord,MI,49735,12/27/2026,,,,adult-use
AU-R-001259,The Exhibit,Marihuana Retailer - License,Active,1033 River ST,Port Huron,MI,48060,07/18/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001256,PUFF Cannabis Centerline,Marihuana Retailer - License,Active,26530 Liberal ST,Center Line,MI,48015,07/11/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001253,Bloom & Blaze,Marihuana Retailer - License,Active,1724 E Genesee AVE,Saginaw,MI,48601,07/11/2026,,,,adult-use
AU-R-001267,Love Supreme Craft Cannabis,Marihuana Retailer - License,Active,1925 Century Ave SW Unit A,Grand Rapids,MI,49503,07/08/2026,,,,adult-use
AU-R-001245,House of Dank Ann Arbor,Marihuana Retailer - License,Active,2730 Jackson AVE,Ann Arbor,MI,48103,07/08/2026,,,Home Delivery - Approved,adult-use
AU-MB-A-000017,Levels Cannabis of Ironwood,Class A Marihuana Microbusiness - License,Active,255 E Cloverland DR,Ironwood,MI,49938,07/08/2026,,,,adult-use
AU-R-001276,THE BIG TOP CANNABIS COMPANY,Marihuana Retailer - License,Active,11990 Pulaski RD,Hanover,MI,49241,07/08/2026,,Public Documents Available,,adult-use
AU-R-001231,JARS Cannabis,Marihuana Retailer - License,Active,6790 Just Barns DR,Fennville,MI,49408,08/07/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001247,Wacky Jackz Cannabis,Marihuana Retailer - License,Active,7043 HWY 2 & 41 & M-35,Gladstone,MI,49837,09/14/2026,,Public Documents Available,,adult-use
AU-R-001263,FLAVORS DETROIT #1,Marihuana Retailer - License,Active,5730 E 8 Mile RD,Detroit,MI,48234,06/28/2026,,,,adult-use
AU-R-001260,The Fire Station Cannabis Co,Marihuana Retailer - License,Active,3101 10th ST Suite A,Menominee,MI,49858,12/17/2026,,,,adult-use
AU-R-001254,Canna Klub,Marihuana Retailer - License,Active,5447 N M-33 Suite B,Rose City,MI,48654,05/13/2027,,,,adult-use
AU-R-001248,Lettuce 01 LLC,Marihuana Retailer - License,Active,2201 E Michigan AVE,Jackson,MI,49202,06/21/2026,,,,adult-use
AU-R-001241,"The Green Door South Haven, Inc.",Marihuana Retailer - License,Active,9287 Blue Star HWY,South Haven,MI,49090,06/18/2026,,,,adult-use
AU-R-001246,The Trap Cannabis Co LLC,Marihuana Retailer - License,Active,1817 Commerce ST,Muskegon,MI,49441,06/17/2026,,,,adult-use
AU-R-001239,Grip Cannabis of Oxford,Marihuana Retailer - License,Active,280 N Washington ST,Oxford,MI,48371,06/11/2026,,,,adult-use
AU-R-001223,Harbor Farmz,Marihuana Retailer - License,Active,122 Lansing ST,Charlotte,MI,48813,06/04/2026,,,,adult-use
AU-R-001227,MOSES ROSES CHESANING,Marihuana Retailer - License,Active,101 N Front ST Suite A,Chesaning,MI,48616,05/31/2026,,Public Documents Available,,adult-use
AU-R-001233,MUHA MEDS YPSILANTI,Marihuana Retailer - License,Active,19 N Hamilton ST,Ypsilanti,MI,48197,05/31/2027,,,Home Delivery - Approved,adult-use
AU-R-001243,Houghton Lake Provisioning Center,Marihuana Retailer - License,Active,2041 W Houghton Lake DR,Prudenville,MI,48651,05/05/2026,,Public Documents Available,,adult-use
AU-R-001237,High Standard Cannabis,Marihuana Retailer - License,Active,25 Ida Red Ave NW Suite 42,Sparta,MI,49345,05/28/2026,,,,adult-use
AU-R-001205,House of Dank Kalamazoo,Marihuana Retailer - License,Active,1986 S Sprinkle RD,Kalamazoo,MI,49048,05/23/2027,,Public Documents Available,Home Delivery - Approved.,adult-use
AU-R-001224,STASH HOUSE,Marihuana Retailer - License,Active,1525 S Division ST Suite 101 & 102,Traverse City,MI,49684,05/22/2026,,,,adult-use
AU-R-001217,ArCanna,Marihuana Retailer - License,Active,449 Capital Ave NE,Battle Creek,MI,49017,03/15/2027,,,,adult-use
AU-R-001236,Gatsby Cannabis Co Royal Oak,Marihuana Retailer - License,Active,5130 Meijer DR,Royal Oak,MI,48073,05/20/2026,,,Home Delivery - Approved,adult-use
AU-R-001226,Royal Treatment,Marihuana Retailer - License,Active,420 E Harrison AVE,Royal Oak,MI,48067,05/17/2026,,,,adult-use
AU-R-001209,THE HEMPIRE COLLECTIVE,Marihuana Retailer - License,Active,130 S Main ST,Scottville,MI,49454,08/18/2026,,,,adult-use
AU-R-001229,The Fire Station Cannabis Co.,Marihuana Retailer - License,Active,507 N Lake St,Ironwood,MI,49938,12/17/2026,,,,adult-use
AU-R-001228,Cloud Cannabis Company,Marihuana Retailer - License,Active,521 E Mosel Ave Suite A,Kalamazoo,MI,49004,09/17/2026,,Public Documents Available,,adult-use
AU-R-001208,Apothecare Houghton,Marihuana Retailer - License,Active,9166 W Lake City RD,Houghton Lake,MI,48629,02/09/2027,,,,adult-use
AU-R-001206,Spaced Cannabis,Marihuana Retailer - License,Active,9030 N SAGINAW RD Suite 4,MOUNT MORRIS,MI,48458,05/03/2026,,,,adult-use
AU-R-001195,NOBO,Marihuana Retailer - License,Active,11637 M-140 Hwy,South Haven,MI,49090,02/11/2027,,,,adult-use
AU-R-001200,Exotic Cannabis - Adrian,Marihuana Retailer - License,Active,1579 W Maumee ST,Adrian,MI,49221,05/01/2026,,,Home Delivery - Approved,adult-use
AU-R-001190,Stoney Leaf,Marihuana Retailer - License,Active,17498 Mount Elliott ST,Detroit,MI,48212,02/21/2027,,,,adult-use
AU-R-001201,Zaza 8 Mile,Marihuana Retailer - License,Active,14239 W 8 Mile RD,Detroit,MI,48235,04/23/2026,,,,adult-use
AU-R-001177,Puff,Marihuana Retailer - License,Active,11941 Joseph Campau AVE,Hamtramck,MI,48212,04/23/2027,,,,adult-use
AU-R-001216,Xhale of Mt Clemens,Marihuana Retailer - License,Active,85 Mary ST,Mount Clemens,MI,48043,04/18/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001220,31 Cannabis Park Street,Marihuana Retailer - License,Active,1922 Park ST Suite A,Muskegon,MI,49441,09/07/2026,,,,adult-use
AU-R-001214,The Releaf Center of Dowagiac LLC,Marihuana Retailer - License,Active,29402 Amerihost DR,Dowagiac,MI,49047,04/16/2027,,,Home Delivery - Approved,adult-use
AU-R-001207,Strange Rootz Cannabis,Marihuana Retailer - License,Active,6069 Holton RD,Twin Lake,MI,49457,10/05/2026,,Public Documents Available,,adult-use
AU-R-001204,420 Dank Detroit,Marihuana Retailer - License,Active,13510 E Eight Mile RD,Detroit,MI,48205,04/08/2027,,Public Documents Available,,adult-use
AU-R-001213,Light'N Up Cannabis Co,Marihuana Retailer - License,Active,6403 W Pierson RD,Flushing,MI,48433,04/05/2027,,,,adult-use
AU-R-001192,Medicine Hat Inc,Marihuana Retailer - License,Active,9238 W Lake City RD,Houghton Lake,MI,48629,04/04/2027,,,,adult-use
AU-R-001210,JARS Cannabis,Marihuana Retailer - License,Active,19799 US 12,New Buffalo,MI,49117,04/04/2027,,Public documents available,Home Delivery - Approved,adult-use
AU-R-001184,Rush Canna,Marihuana Retailer - License,Active,20 Church ST,Oxford,MI,48371,03/28/2027,,,Home Delivery - Approved,adult-use
AU-R-001202,King of Budz New Buffalo,Marihuana Retailer - License,Active,19253 M-239,New Buffalo,MI,49117,03/27/2027,,,,adult-use
AU-R-001172,Octane Detroit,Marihuana Retailer - License,Active,10101 Fenkell ST,Detroit,MI,48238,03/25/2027,,,,adult-use
AU-R-001182,Da Plugg Cannabis Company,Marihuana Retailer - License,Active,665 Capital Ave SW,Battle Creek,MI,49015,03/22/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001189,Green Bean,Marihuana Retailer - License,Active,1625 W Atherton RD,Flint,MI,48507,03/22/2027,,,Home Delivery - Approved,adult-use
AU-R-001167,Moses Roses Port Huron,Marihuana Retailer - License,Active,1600 Pine Grove AVE,Port Huron,MI,48060,03/21/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001198,Quality Roots Madison Heights,Marihuana Retailer - License,Active,350 E 14 Mile RD,Madison Heights,MI,48071,03/20/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001183,Cloud Cannabis Company,Marihuana Retailer - License,Active,206 N Main Street NE,Cedar Springs,MI,49319,09/17/2026,,,,adult-use
AU-R-001168,South Flint Plaza Dispo,Marihuana Retailer - License,Active,4811 Fenton RD Suite 4841,Flint,MI,48507,03/18/2027,,Public Documents Available,,adult-use
AU-R-001174,Phix,Marihuana Retailer - License,Active,413 W Delaware ST,Decatur,MI,49045,03/18/2027,,,,adult-use
AU-R-001169,House of Dank Lansing,Marihuana Retailer - License,Active,2901 N East ST,Lansing,MI,48906,03/15/2027,,,Home Delivery - Approved,adult-use
AU-R-001193,Bloomery Cannabis New Buffalo,Marihuana Retailer - License,Active,11429 O'Brien CT,New Buffalo,MI,49117,03/15/2027,,Public Documents Available,Home Delivery - Approved.,adult-use
AU-R-001163,"Five Buds Cannabis Company, LLC",Marihuana Retailer - License,Active,420 N 4th ST,Roscommon,MI,48653,03/12/2027,,,,adult-use
AU-R-001191,Green Acres Riverview,Marihuana Retailer - License,Active,20990 Fort ST,Riverview,MI,48193,03/11/2027,,,Home Delivery - Approved,adult-use
AU-R-001170,Vive Cannabis Co,Marihuana Retailer - License,Active,1601 E Grand BLVD Bldg B,Detroit,MI,48211,03/08/2027,,Public Documents Available,,adult-use
AU-R-001176,Green Pharm Menominee,Marihuana Retailer - License,Active,2121 10TH ST,MENOMINEE,MI,49858,08/27/2026,,,,adult-use
AU-R-001181,Burton Cannabis Company,Marihuana Retailer - License,Active,3368 Associates DR,Burton,MI,48529,11/19/2026,,,Home Delivery - Approved,adult-use
AU-R-001186,JARS Cannabis,Marihuana Retailer - License,Active,1225 S Lapeer RD,Oxford,MI,48371,03/05/2027,,,Home Delivery - Approved.,adult-use
AU-R-001171,Jazz Cannabis Club,Marihuana Retailer - License,Active,16890 Telegraph RD,Detroit,MI,48219,03/01/2027,,,,adult-use
AU-R-001140,SMOK Cannabis,Marihuana Retailer - License,Active,2101 S Dort HWY,Flint,MI,48507,03/01/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001185,Bloomery Cannabis Mt. Clemens,Marihuana Retailer - License,Active,142 Northbound Gratiot AVE,Mount Clemens,MI,48043,02/23/2027,,,Home Delivery - Approved,adult-use
AU-R-001135,JARS Cannabis,Marihuana Retailer - License,Active,101 N Groesbeck HWY,Mount Clemens,MI,48043,02/22/2027,,Public Document Available,Home Delivery - Approved,adult-use
AU-R-001145,THE CAKE HOUSE - PLEASANT RIDGE,Marihuana Retailer - License,Active,420 E 10 Mile RD Suite A & B,Pleasant Ridge,MI,48069,02/22/2027,,,Home Delivery - Approved,adult-use
AU-R-001166,JARS Cannabis,Marihuana Retailer - License,Active,51679 Gratiot AVE,Chesterfield,MI,48051,02/15/2027,,,Home Delivery - Approved,adult-use
AU-R-001159,Lyfted LLC,Marihuana Retailer - License,Active,2131 E Greenwood RD,Prescott,MI,48756,02/14/2027,,,,adult-use
AU-R-001152,Cloud Cannabis Company,Marihuana Retailer - License,Active,1760 Plymouth Road,Ann Arbor,MI,48105,09/17/2026,,Public Documents Available,,adult-use
AU-R-001154,JARS Cannabis,Marihuana Retailer - License,Active,20731 Dequindre RD,Hazel Park,MI,48030,02/13/2027,,,Home Delivery - Approved.,adult-use
AU-R-001160,APOTHECARE ANN ARBOR,Marihuana Retailer - License,Active,2793 Plymouth RD Suite C,Ann Arbor,MI,48105,02/13/2027,,,Home Delivery - Approved,adult-use
AU-R-001157,GREEN GENIE CANNABIS COMPANY,Marihuana Retailer - License,Active,20046 W Warren AVE,Detroit,MI,48228,02/09/2027,,Public Documents Available,,adult-use
AU-R-001162,APOTHECARE CHEBOYGAN,Marihuana Retailer - License,Active,414 N Main ST,Cheboygan,MI,49721,02/09/2027,,Public Documents Available,,adult-use
AU-R-001151,Cloud Cannabis Company,Marihuana Retailer - License,Active,44115 Van Dyke AVE,Utica,MI,48317,09/17/2026,,,Home Delivery - Approved,adult-use
AU-R-001149,Cloud Cannabis Company,Marihuana Retailer - License,Active,35269 Cricklewood BLVD,New Baltimore,MI,48047,09/17/2026,,,,adult-use
AU-R-001143,Cloud Cannabis Company,Marihuana Retailer - License,Active,710 Edelweiss Village Parkway,Gaylord,MI,49735,09/17/2026,,Public Documents Available,,adult-use
AU-R-001144,Cloud Cannabis Company,Marihuana Retailer - License,Active,928 28th SE ST,Grand Rapids,MI,49508,09/17/2026,,,,adult-use
AU-R-001147,Cloud Cannabis Company,Marihuana Retailer - License,Active,621 Fulton W ST,Grand Rapids,MI,49504,09/17/2026,,Public Documents Available,,adult-use
AU-R-001148,Cloud Cannabis Company,Marihuana Retailer - License,Active,2190 Whitehall RD Suite E,Muskegon,MI,49445,09/17/2026,,,,adult-use
AU-R-001150,Cloud Cannabis Company,Marihuana Retailer - License,Active,356 Munson AVE,Traverse City,MI,49686,09/17/2026,,,,adult-use
AU-MB-A-000012,Only Alien,Class A Marihuana Microbusiness - License,Active,4525 W KL AVE Suite B,Kalamazoo,MI,49006,01/31/2027,,,,adult-use
AU-R-001146,California Michigan Cannabis Company,Marihuana Retailer - License,Active,891 S Fremont RD,Montgomery,MI,49255,01/30/2027,,,,adult-use
AU-R-001153,BOWZ,Marihuana Retailer - License,Active,15600 King RD,Riverview,MI,48193,01/25/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001122,D's Nugs,Marihuana Retailer - License,Active,13042 Van Dyke AVE,Detroit,MI,48234,01/25/2027,,,,adult-use
AU-R-001139,Backpack Boyz Monroe,Marihuana Retailer - License,Active,14501 LAPLAISANCE RD,MONROE,MI,48161,01/24/2027,,Public Documents Available,,adult-use
AU-R-001141,Highly Cannaco of Harrisville,Marihuana Retailer - License,Active,108 N US Highway 23,Harrisville,MI,48740,01/23/2027,,,,adult-use
AU-R-001125,HOG Cannabis Co. Provisioning,Marihuana Retailer - License,Active,1331 W State RD,Belding,MI,48809,09/29/2026,,,,adult-use
AU-R-001136,"Backpack Boyz, LLC",Marihuana Retailer - License,Active,6240 E 8 Mile RD,Detroit,MI,48234,01/12/2027,,Public Documents Available,,adult-use
AU-R-001132,JARS Cannabis,Marihuana Retailer - License,Active,404 Quay ST,Port Huron,MI,48060,01/11/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001138,Green Genie,Marihuana Retailer - License,Active,24600 W McNichols RD,Detroit,MI,48219,01/11/2027,,,,adult-use
AU-R-001123,Ragged Wizard,Marihuana Retailer - License,Active,73460 M-40,Lawton,MI,49065,02/03/2027,,Public Documents Available,,adult-use
AU-R-001126,The Refinery Detroit,Marihuana Retailer - License,Active,12641 Stout ST,Detroit,MI,48223,07/28/2026,,,,adult-use
AU-R-001113,Love Cannabis,Marihuana Retailer - License,Active,19705 W Seven Mile RD,Detroit,MI,48219,12/26/2026,,Public Documents Available,,adult-use
AU-R-001117,"190 N 20th Street, Inc.",Marihuana Retailer - License,Active,190 N 20th ST,Battle Creek,MI,49015,12/21/2026,,,,adult-use
AU-R-001116,"306 W Columbia Ave, Inc.",Marihuana Retailer - License,Active,306 W Columbia AVE,Battle Creek,MI,49015,12/21/2026,,,,adult-use
AU-R-001120,Fly Shifter Cannabis,Marihuana Retailer - License,Active,6220 E Eight Mile RD,Detroit,MI,48234,12/20/2026,,,Home Delivery - Approved,adult-use
AU-R-001133,URB Cannabis,Marihuana Retailer - License,Active,11539 O'Brien CT,New Buffalo,MI,49117,12/19/2026,,,,adult-use
AU-R-001129,The Clinic Detroit,Marihuana Retailer - License,Active,13815 W 8 Mile RD,Detroit,MI,48235,12/19/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001124,Lighthouse TC1,Marihuana Retailer - License,Active,704 S Garfield AVE,Traverse City,MI,49686,12/14/2026,,,Home Delivery - Approved,adult-use
AU-R-001128,Big Dawg Brands,Marihuana Retailer - License,Active,60695 Gratiot Ave,Lenox,MI,48048,12/13/2026,,Public Documents Available,,adult-use
AU-R-001103,High Profile Cannabis Shop,Marihuana Retailer - License,Active,100 W Cloverland DR,Ironwood,MI,49938,02/10/2027,,Public Documents Available,,adult-use
AU-R-001118,High Society 4,Marihuana Retailer - License,Active,2040 Merritt Road,East Lansing,MI,48823,12/12/2026,,Public Documents Available,,adult-use
AU-R-001109,The Woods Mt Pleasant,Marihuana Retailer - License,Active,502 N Mission ST,Mount Pleasant,MI,48858,12/11/2026,,,,adult-use
AU-R-001111,M66 Cannabis Company,Marihuana Retailer - License,Active,3023 20 Mile RD,Barryton,MI,49305,12/11/2026,,,Home Delivery - Approved,adult-use
AU-R-001121,"420 Factory, LLC",Marihuana Retailer - License,Active,7555 Greenfield RD,Detroit,MI,48228,12/08/2026,,,Home Delivery - Approved,adult-use
AU-R-001119,Light Em Up Cannabis Company,Marihuana Retailer - License,Active,6191 W WARREN AVE,DETROIT,MI,48210,12/07/2026,,Public Documents Available,,adult-use
AU-R-001127,URB CANNABIS DETROIT,Marihuana Retailer - License,Active,7304 Michigan AVE,Detroit,MI,48210,12/06/2026,,Public Documents Available,,adult-use
AU-R-001098,Butter,Marihuana Retailer - License,Active,2222 W 11 Mile RD,Berkley,MI,48072,11/22/2026,,,Home Delivery - Approved,adult-use
AU-R-001112,Pure Cannabis Outlet Oxford,Marihuana Retailer - License,Active,650 S Glaspie ST Suite A,Oxford,MI,48371,11/30/2026,,,Home Delivery - Approved,adult-use
AU-R-001115,Green Pharm Detroit,Marihuana Retailer - License,Active,2619 S Schaefer HWY,Detroit,MI,48217,11/28/2026,,,,adult-use
AU-MB-A-000011,ZIP Cannabis LLC,Class A Marihuana Microbusiness - License,Active,801 Prospect ST,Hartford,MI,49057,11/17/2026,,,,adult-use
AU-R-001107,Crave Cannabis Ann Arbor,Marihuana Retailer - License,Active,3860 Research Park DR Suite A,Ann Arbor,MI,48108,11/16/2026,,Public Documents Available,,adult-use
AU-R-001108,Utopia Gardens,Marihuana Retailer - License,Active,6541 E Lafayette,Detroit,MI,48207,11/15/2026,,Public Documents Available,Home Delivery-Approved,adult-use
AU-R-001095,Nirvana Houghton,Marihuana Retailer - License,Active,1301 Ridge RD,Houghton,MI,49931,11/14/2026,,,,adult-use
AU-R-001104,The Cake House - Ann Arbor,Marihuana Retailer - License,Active,2115 S State ST,Ann Arbor,MI,48104,11/03/2026,,,,adult-use
AU-R-001094,LaCannaville,Marihuana Retailer - License,Active,2023 N Meridian RD,Sanford,MI,48657,11/03/2026,,,,adult-use
AU-R-001102,"Accelerate Green, Inc.",Marihuana Retailer - License,Active,317 N Mission Street,Mount Pleasant,MI,48858,11/02/2026,,,,adult-use
AU-R-001091,Canna Plug,Marihuana Retailer - License,Active,6001 S Pennsylvania AVE,Lansing,MI,48911,10/30/2026,,,,adult-use
AU-R-001093,Premier Cannabis Co. 2,Marihuana Retailer - License,Active,1030 GRATIOT AVE,SAGINAW,MI,48602,07/29/2026,,Public Documents Available,,adult-use
AU-R-001099,Strange Rootz Cannabis,Marihuana Retailer - License,Active,40 N Main St NE,Cedar Springs,MI,49319,10/05/2026,,Public Documents Available,,adult-use
AU-R-001090,Lake Life Farms,Marihuana Retailer - License,Active,2617 E Michigan AVE,Lansing,MI,48912,12/21/2026,,,,adult-use
AU-R-001096,Green Acres Ecorse,Marihuana Retailer - License,Active,337 Southfield RD,Ecorse,MI,48229,10/26/2026,,,Home Delivery - Approved,adult-use
AU-R-001080,Cherry Brands,Marihuana Retailer - License,Active,3245 E Michigan AVE,Jackson,MI,49202,10/20/2026,,Public Documents Available,,adult-use
AU-R-001068,GLH Kalamazoo,Marihuana Retailer - License,Active,218 E Stockbridge AVE,Kalamazoo,MI,49001,10/12/2026,,Public Documents Available,,adult-use
AU-R-001085,True Leaf Cannabis Shop,Marihuana Retailer - License,Active,811 Broadus ST Suite 100,Sturgis,MI,49091,08/25/2026,,,,adult-use
AU-R-001089,Kush Kabana,Marihuana Retailer - License,Active,6597 E Main ST Unit B,Eau Claire,MI,49111,10/11/2026,,,,adult-use
AU-R-001083,Strange Rootz Cannabis,Marihuana Retailer - License,Active,230 N Charles ST,White Cloud,MI,49349,10/05/2026,,Public Documents Available,,adult-use
AU-R-001079,Herbology Cannabis Co. West Branch,Marihuana Retailer - License,Active,518 E Houghton AVE,West Branch,MI,48661,10/03/2026,,Public Documents Available,Home Delivery - Approved.,adult-use
AU-R-001074,THE CAKE HOUSE - LANSING,Marihuana Retailer - License,Active,5031 S Cedar ST Suite C,Lansing,MI,48910,09/28/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001086,Lume Cannabis Co.,Marihuana Retailer - License,Active,2812 10th ST,Menominee,MI,49858,11/27/2026,,,,adult-use
AU-R-001082,Timber Cannabis Co.,Marihuana Retailer - License,Active,212 W Pickard RD Suite A,Mt Pleasant,MI,48858,09/17/2026,,,,adult-use
AU-R-001084,Nirvana Center Menominee,Marihuana Retailer - License,Active,1231 9th AVE,Menominee,MI,49858,06/15/2026,,Public Documents Available,,adult-use
AU-R-001077,OUI-D SHOP,Marihuana Retailer - License,Active,1983 Benzie HWY,Benzonia,MI,49616,07/20/2026,,,,adult-use
AU-R-001071,JARS Cannabis,Marihuana Retailer - License,Active,142 S Main ST,Wayland,MI,49348,08/07/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001073,Liv Cannabis,Marihuana Retailer - License,Active,37655 Ford RD,Westland,MI,48185,09/19/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001078,Puff Cannabis Monroe,Marihuana Retailer - License,Active,14750 Laplaisance RD Unit 180 & 190,Monroe,MI,48161,09/15/2026,,Public Documents Available,,adult-use
