License_Number,Business_Name,License_Type,License_Status,Street,City,State,ZIP,Expiration_Date,Home_Delivery,Disciplinary_Action,Notes,Source
AU-R-000513,Dispo,Marihuana Retailer - License,License Void,115 Linden Street,Big Rapids,MI,49307,08/10/2023,,,,adult-use
AU-R-000515,Star Budz,Marihuana Retailer - License,License Void,7035 State RD,Millington,MI,48746,08/25/2023,,,Home Delivery - Approved,adult-use
AU-R-000512,Cannabis King,Marihuana Retailer - License,Active,3309 Associates DR,Burton,MI,48529,08/24/2026,,Public Documents Available,,adult-use
AU-R-000504,The Botanical Co,Marihuana Retailer - License,License Void,302 South Cedar ST,Kalkaska,MI,49646,08/24/2024,,,,adult-use
AU-R-000529,Gage Cannabis Company,Marihuana Retailer - License,License Void,48 Main ST,Battle Creek,MI,49014,06/02/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000496,Greentown USA,Marihuana Retailer - License,License Void,1965 Peck ST,Muskegon,MI,49441,08/23/2022,,,,adult-use
AU-R-000487,The Outpost Marquette,Marihuana Retailer - License,Active,3475 US 41 West,Marquette,MI,49855,05/27/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000532,Diamond Cannabis Company,Marihuana Retailer - License,License Void,816 Washington AVE Suite 303,Bay City,MI,48708,08/16/2023,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000506,Pure Options - Lansing Frandor,Marihuana Retailer - License,Active,125 N Clippert ST,Lansing,MI,48912,08/11/2026,,Public Documents Available,,adult-use
AU-R-000486,"Level Up Investments I, LLC",Marihuana Retailer - License,Active,1840 Sixth ST Bldg A,Muskegon,MI,49441,08/11/2026,,Public Documents Available,,adult-use
AU-MB-000107,River City Cannabis,Marihuana Microbusiness - License,License Void,2163 W. Main ST,Lowell,MI,49331,08/10/2023,,,Home Delivery - Approved,adult-use
AU-R-000482,First Class Cannabis Co.,Marihuana Retailer - License,License Void,9017 S Sprinkle RD,Portage,MI,49002,08/10/2025,,,,adult-use
AU-R-000521,7Engines,Marihuana Retailer - License,Active,1101 E Front ST,Buchanan,MI,49107,08/09/2026,,Public Documents Available,,adult-use
AU-R-000527,Pleasantrees Cannabis Company,Marihuana Retailer - License,Active,2161 W Houghton Lake DR,Denton Township,MI,48651,02/19/2027,,,,adult-use
AU-R-000510,Symponia Farms Inc.,Marihuana Retailer - License,Active,1140 Harmonia RD,Battle Creek,MI,49037,04/13/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000500,Consume Cannabis Bay City,Marihuana Retailer - License,License Void,901 Cass AVE,Bay City,MI,48708,08/06/2025,,,,adult-use
AU-R-000499,Gage Cannabis Company,Marihuana Retailer - License,License Void,6007 Ann Arbor RD,Jackson,MI,49201,06/04/2023,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000485,Consume Cannabis Ionia,Marihuana Retailer - License,Active,406 S Steele ST,Ionia,MI,48846,08/04/2026,,Public Documents Available,,adult-use
AU-R-000511,"RKD Ventures, LLC",Marihuana Retailer - License,License Void,1234 N Center RD,Burton,MI,48509,08/04/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000517,Herbana,Marihuana Retailer - License,Active,2705 W Michigan AVE,Kalamazoo,MI,49006,08/04/2026,,,,adult-use
AU-R-000493,"HG Lansing, LLC",Marihuana Retailer - License,License Void,5508 S. Cedar ST,Lansing,MI,48911,02/25/2022,,,,adult-use
AU-R-000489,BREEZE Recreational,Marihuana Retailer - License,License Void,1770 E Columbia AVE Suite B,Battle Creek,MI,49014,02/19/2024,,,Home Delivery - Approved,adult-use
AU-R-000488,JARS Cannabis,Marihuana Retailer - License,Active,4326 W Pierson RD,Flint,MI,48504,08/02/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000491,City Hall Provisioning Center,Marihuana Retailer - License,Active,222 S Maple ST,Fennville,MI,49408,07/29/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000497,Levels Cannabis,Marihuana Retailer - License,License Void,23968 Sherwood AVE,Center Line,MI,48015,07/29/2025,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000473,JARS Cannabis,Marihuana Retailer - License,License Void,450 S Main ST Suite 1,Ann Arbor,MI,48104,07/29/2025,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000478,Pincanna,Marihuana Retailer - License,License Void,1234 E Grand River AVE,East Lansing,MI,48823,03/03/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000495,JARS Cannabis,Marihuana Retailer - License,Active,1815 Alpine AVE NW,Grand Rapids,MI,49504,08/07/2026,,Public document available,Home Delivery - Approved,adult-use
AU-R-000475,Skymint,Marihuana Retailer - License,Active,352 S Willowbrook RD Suite F,Coldwater,MI,49036,11/27/2026,,,,adult-use
AU-R-000492,Easton Craft,Marihuana Retailer - License,Active,1110 W Lincoln AVE,Ionia,MI,48846,04/22/2027,,,,adult-use
AU-R-000509,Timber Cannabis Co.,Marihuana Retailer - License,Active,133 Marshall ST,Allegan,MI,49010,09/17/2026,,,Home Delivery - Approved,adult-use
AU-R-000501,Lume Cannabis Co.,Marihuana Retailer - License,Active,902 S Cedar ST,Kalkaska,MI,49646,11/27/2026,,,,adult-use
AU-MB-000105,Winewood Organics,Marihuana Microbusiness - License,Active,2394 Winewood AVE,Ann Arbor,MI,48103,07/26/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000481,The Alluvion Cannabis Company,Marihuana Retailer - License,License Void,701 Maple ST,Big Rapids,MI,49307,07/23/2023,,,Home Delivery - Approved,adult-use
AU-R-000483,"Green Decatur, Inc.",Marihuana Retailer - License,License Void,100 E. Sherwood ST,Decatur,MI,49045,07/20/2025,,Public Documents Available,,adult-use
AU-R-000469,HICLOUD Cannabis Co,Marihuana Retailer - License,License Void,215 S Linn ST,Bay City,MI,48706,07/19/2022,,,,adult-use
AU-R-000462,Primitiv,Marihuana Retailer - License,Active,1286 S 11th ST,Niles,MI,49120,07/15/2026,,Public Documents Available,,adult-use
AU-R-000490,Lume Cannabis Co.,Marihuana Retailer - License,Active,119 S Stephenson AVE,Iron Mountain,MI,49801,11/27/2026,,,,adult-use
AU-R-000468,Xact Cannabis Co,Marihuana Retailer - License,License Void,414 N Main Street,Cheboygan,MI,49721,07/09/2023,,,Home Delivery - Approved,adult-use
AU-R-000467,Skymint,Marihuana Retailer - License,License Void,300 Center AVE Suite 102,Bay City,MI,48708,11/27/2022,,,Home Delivery - Approved,adult-use
AU-R-000464,Olswell-Kalkaska,Marihuana Retailer - License,Active,102 Northland PLZ,Kalkaska,MI,49646,07/09/2026,,,Home Delivery - Approved,adult-use
AU-MB-000106,"Premier Botanics, LLC",Marihuana Microbusiness - License,Active,1450 W Main ST,Lowell,MI,49331,07/09/2026,,Public documents available,,adult-use
AU-R-000470,Dunegrass Co.,Marihuana Retailer - License,License Void,100 Genesee ST,Marquette,MI,49855,08/14/2025,,,Home Delivery - Approved,adult-use
AU-R-000477,High Profile Cannabis Shop,Marihuana Retailer - License,Active,823 W Michigan AVE,Kalamazoo,MI,49007,02/10/2027,,,,adult-use
AU-R-000479,"Planet 313, Turtle Pie Co., Flower Bowl River Rouge",Marihuana Retailer - License,Active,10196 W Jefferson AVE,River Rouge,MI,48218,07/06/2026,,Public Documents Available,,adult-use
AU-R-000480,Lume Cannabis Co.,Marihuana Retailer - License,Active,351 S Willowbrook RD,Coldwater,MI,49036,11/27/2026,,,Home Delivery - Approved,adult-use
AU-R-000461,Great Lakes Natural Remedies,Marihuana Retailer - License,License Void,240 Arthur ST,Manistee,MI,49660,02/12/2023,,,,adult-use
AU-R-000474,Nirvana Center Bay City,Marihuana Retailer - License,License Void,412 Washington AVE,Bay City,MI,48708,06/24/2024,,Public documents available,,adult-use
AU-R-000430,3Fifteen,Marihuana Retailer - License,Active,120 N Main ST,Camden,MI,49232,12/16/2025,,Public Documents Available,,adult-use
AU-R-000457,High Level Health,Marihuana Retailer - License,Active,45 E Huron RD,Omer,MI,48749,02/07/2026,,Public Documents Available,,adult-use
AU-R-000465,New Standard Saugatuck,Marihuana Retailer - License,License Void,6406 Blue Star HWY,Saugatuck,MI,49453,01/08/2022,,,Home Delivery - Approved,adult-use
AU-R-000459,Sunset Coast Provisions,Marihuana Retailer - License,Active,980 E State ST,Cassopolis,MI,49031,06/18/2026,,Public Documents Available,,adult-use
AU-R-000440,Aficannado,Marihuana Retailer - License,License Void,2918 Blue Star HWY,Douglas,MI,49406,06/16/2023,,Public Documents Available,,adult-use
AU-R-000444,GOLDEN GREENS PROVISIONING CENTER OF SW MICHIGAN,Marihuana Retailer - License,Active,270 Crandall PKWY,Lawrence,MI,49064,06/14/2026,,,,adult-use
AU-R-000471,Lucky Buds,Marihuana Retailer - License,Active,102 S Main ST,Crystal,MI,48818,06/11/2026,,Public Documents Available,,adult-use
AU-R-000447,North Coast Provisions,Marihuana Retailer - License,License Void,2972 W. 8th ST,Sault Ste Marie,MI,49783,04/16/2023,,,Home Delivery - Approved,adult-use
AU-R-000463,Skymint,Marihuana Retailer - License,License Void,840 Clark ST,Big Rapids,MI,49307,11/27/2023,,,Home Delivery - Approved,adult-use
AU-R-000443,The Fire Station Cannabis Co.,Marihuana Retailer - License,Active,365 W US-2 HWY Suite 200,Harris,MI,49845,12/17/2026,,Public Documents Available,,adult-use
AU-R-000452,Lucid- Emmet Township,Marihuana Retailer - License,License Void,1125 E. Michigan AVE Suite 9,Battle Creek,MI,49014,06/07/2024,,Public documents available,,adult-use
AU-R-000460,High in The Pines,Marihuana Retailer - License,Active,57 W US 10,Baldwin,MI,49304,06/03/2026,,Public Documents Available,,adult-use
AU-R-000454,The Fire Station Cannabis Co.,Marihuana Retailer - License,Active,906 Razorback DR,Houghton,MI,49931,12/17/2026,,,,adult-use
AU-R-000466,Gage Cannabis Company,Marihuana Retailer - License,License Void,1551 Academy ST,Ferndale,MI,48220,06/02/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000445,Higher Love,Marihuana Retailer - License,Active,220 E M-28,Munising,MI,49862,02/01/2027,,,,adult-use
AU-R-000456,Lume Cannabis Co.,Marihuana Retailer - License,Active,16 N Main St. NE,Cedar Springs,MI,49319,11/27/2026,,,Home Delivery - Approved,adult-use
AU-R-000436,The Outpost Crystal Falls,Marihuana Retailer - License,Active,32 Superior AVE,Crystal Falls,MI,49920,05/27/2026,,Public Documents Available,,adult-use
AU-R-000442,Rair,Marihuana Retailer - License,License Void,702 Perry AVE,Big Rapids,MI,49307,03/11/2023,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000421,Joyology of Centerline,Marihuana Retailer - License,Active,26550 Liberal ST,Center Line,MI,48015,05/20/2026,,Public Documents Available,,adult-use
AU-R-000433,Smilez of Quincy,Marihuana Retailer - License,Active,104 W Chicago ST,Quincy,MI,49082,08/14/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000453,Lume Cannabis Co.,Marihuana Retailer - License,Active,910 Razorback DR,Houghton,MI,49931,11/27/2026,,,,adult-use
AU-R-000418,Constantine Wellness Center,Marihuana Retailer - License,License Void,140 S Washington ST,Constantine,MI,49042,05/19/2023,,,,adult-use
AU-R-000446,KAI - Adrian,Marihuana Retailer - License,License Void,1579 W. Maumee ST,Adrian,MI,49221,05/18/2024,,,,adult-use
AU-R-000455,Fresh Water Cannabis Co.,Marihuana Retailer - License,License Void,8330 M37,Baldwin,MI,49304,03/15/2023,,,Home Delivery - Approved,adult-use
AU-R-000448,Breaking Bud,Marihuana Retailer - License,License Void,449 Capital Ave NE,Battle Creek,MI,49017,05/18/2024,,Public Documents Available,,adult-use
AU-R-000427,Liberty Cannabis,Marihuana Retailer - License,Active,29600 Stephenson HWY Suite 1,Madison Heights,MI,48071,11/22/2026,,Public Documents Available,,adult-use
AU-R-000416,Great Lakes Provision Center,Marihuana Retailer - License,Active,809 Maple ST,Big Rapids,MI,49307,05/17/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000425,Canna Klub,Marihuana Retailer - License,Active,2165 Ryno RD,Luzerne,MI,48636,05/13/2027,,,Home Delivery - Approved,adult-use
AU-R-000438,The WellFlower,Marihuana Retailer - License,License Void,50 Arthur ST,Manistee,MI,49660,02/22/2024,,,,adult-use
AU-R-000434,Cloud Cannabis Utica,Marihuana Retailer - License,License Void,44115 Van Dyke AVE,Utica,MI,48317,05/05/2024,,,Home Delivery - Approved,adult-use
AU-MB-000104,Transcend,Marihuana Microbusiness - License,License Void,801 Prospect ST,Hartford,MI,49057,05/05/2023,,Public Documents Available,,adult-use
AU-R-000412,Houghton Lake Provisioning Center,Marihuana Retailer - License,License Void,1952 W Houghton Lake DR Suite A,Prudenville,MI,48651,05/05/2025,,,,adult-use
AU-R-000415,The Tree House Provision Center,Marihuana Retailer - License,Active,894 E. Chicago ST,Coldwater,MI,49036,11/10/2026,,,,adult-use
AU-R-000432,Pinnacle Emporium,Marihuana Retailer - License,License Void,413 E Main ST,Edmore,MI,48829,12/23/2025,,,Home Delivery - Approved,adult-use
AU-R-000435,Hayat Provisioning Center Hazel Park LLC,Marihuana Retailer - License,Active,634 W 9 Mile RD,Hazel Park,MI,48030,05/04/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000417,Sticky - Battle Creek,Marihuana Retailer - License,License Void,625 North AVE,Battle Creek,MI,49017,06/25/2025,,,,adult-use
AU-R-000420,VIBE THE ULTIMATE CANNABIS EXPERIENCE,Marihuana Retailer - License,Active,29385 Cherry Hill RD,Inkster,MI,48141,04/28/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-MB-000102,Stoney Bear Cannabis,Marihuana Microbusiness - License,License Void,108 N. Cedar ST,Kalkaska,MI,49646,04/27/2023,,Public Documents Available,,adult-use
AU-R-000422,Dunegrass Co.,Marihuana Retailer - License,Active,115 N. Mitchell ST Suite B,Cadillac,MI,49601,08/14/2026,,,Home Delivery - Approved,adult-use
AU-R-000424,Arborside,Marihuana Retailer - License,License Void,1818 Packard ST,Ann Arbor,MI,48104,04/16/2023,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000429,Michigan Organic Solutions,Marihuana Retailer - License,License Void,3549 S Dort HWY Suite 106,Flint,MI,48507,04/23/2023,,,Home Delivery - Approved,adult-use
AU-R-000419,High Profile Boutique Cannabis,Marihuana Retailer - License,Active,"2301 44th ST SE Unit 2317, 2321",Grand Rapids,MI,49508,04/22/2026,,,Home Delivery - Approved,adult-use
AU-R-000439,Lume Cannabis Co.,Marihuana Retailer - License,License Void,208 Center AVE,Bay City,MI,48708,02/24/2023,,,Home Delivery - Approved,adult-use
AU-R-000437,Flow Provisioning,Marihuana Retailer - License,License Void,918 County Road 480 RD,Marquette,MI,49855,04/21/2023,,,Home Delivery - Approved,adult-use
AU-R-000399,Dr. A's Re-Leaf Center - Cannabis Merchant,Marihuana Retailer - License,License Void,137 S Main ST,Reading,MI,49274,05/19/2025,,Public Documents Available,,adult-use
AU-R-000407,Higher Love,Marihuana Retailer - License,Active,344 W Washington ST,Marquette,MI,49855,02/01/2027,,,,adult-use
AU-R-000408,Gatsby Cannabis of Portage,Marihuana Retailer - License,License Void,2401 E Milham,Portage,MI,49002,09/25/2022,,,,adult-use
AU-R-000410,MOOD CANNABIS JACKSON,Marihuana Retailer - License,Active,3141 Page AVE,Jackson,MI,49203,04/12/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000402,The Chronic Michigan,Marihuana Retailer - License,Active,580 W Hackley AVE,Muskegon,MI,49444,06/19/2026,,,,adult-use
AU-R-000411,Skymint,Marihuana Retailer - License,Active,8542 Shaver RD,Portage,MI,49024,11/27/2026,,,Home Delivery - Approved,adult-use
AU-R-000388,Joyology of Grand Rapids,Marihuana Retailer - License,License Void,3769 28th ST,Grand Rapids,MI,49512,04/01/2023,,,,adult-use
AU-R-000400,Nobo,Marihuana Retailer - License,Active,1401 E Apple AVE,Muskegon,MI,49442,02/11/2027,,Public documents available,,adult-use
AU-R-000391,House of Dank Center Line,Marihuana Retailer - License,Active,26829 Lawrence AVE,Center Line,MI,48015,03/29/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000397,Rize,Marihuana Retailer - License,License Void,1090 S Front Street,Marquette,MI,49855,09/25/2025,,Public Documents Available,,adult-use
AU-R-000375,Green Buddha Retail Center,Marihuana Retailer - License,License Void,3915 Wilder RD,Bay City,MI,48706,03/22/2025,,,,adult-use
AU-R-000394,Bazonzoes,Marihuana Retailer - License,Active,1760 E West Maple RD,Walled Lake,MI,48390,08/28/2026,,,Home Delivery - Approved,adult-use
AU-R-000395,ArCanna,Marihuana Retailer - License,Active,29 Beardsley RD Suite A,Ionia,MI,48846,03/15/2027,,,,adult-use
AU-R-000401,Fresh Water Cannabis Co,Marihuana Retailer - License,License Void,3398 I-75 Business Spur,Sault Ste Marie,MI,49783,03/15/2023,,,Home Delivery - Approved,adult-use
AU-R-000390,Nirvana Center Center Line,Marihuana Retailer - License,Active,24280 Sherwood AVE,Center Line,MI,48015,03/12/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000385,Exclusive Lapeer,Marihuana Retailer - License,License Void,111 W Genesee ST,Lapeer,MI,48446,03/12/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000396,Green Culture,Marihuana Retailer - License,License Void,808 South Center RD Suite D,Flint,MI,48506,03/11/2024,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000398,Pinnacle Emporium,Marihuana Retailer - License,License Void,850 E Main ST,Morenci,MI,49256,12/23/2026,,Public Documents Available,,adult-use
AU-R-000386,Gage Cannabis Co,Marihuana Retailer - License,License Void,3075 Peregrine Dr. NE,Grand Rapids,MI,49505,06/04/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000392,Gramz Hazel Park,Marihuana Retailer - License,Active,22821 S Chrysler DR,Hazel Park,MI,48030,07/27/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000380,PURE CANNA MICHIGAN,Marihuana Retailer - License,License Void,5829 Executive DR Suite A,Lansing,MI,48911,03/02/2024,,,,adult-use
AU-R-000393,Local Roots Cannabis Company,Marihuana Retailer - License,Active,120 W Grand River RD Suite B,Laingsburg,MI,48848,03/02/2027,,,,adult-use
AU-R-000384,Cookies Kalamazoo,Marihuana Retailer - License,License Void,2712 Portage ST,Kalamazoo,MI,49001,06/04/2022,,,Home Delivery - Approved,adult-use
AU-R-000373,Ascend Cannabis Group,Marihuana Retailer - License,Active,1336 Scribner AVE,Grand Rapids,MI,49504,11/27/2026,,,Home Delivery - Approved,adult-use
AU-R-000377,Herbana,Marihuana Retailer - License,License Void,2460 W Stadium BLVD,Ann Arbor,MI,48103,07/08/2022,,,,adult-use
AU-R-000387,URB Cannabis Company,Marihuana Retailer - License,Active,124 N Water ST,Vassar,MI,48768,02/22/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000382,the WellFlower,Marihuana Retailer - License,License Void,217 Maple ST,Big Rapids,MI,49307,02/22/2022,,,,adult-use
AU-R-000374,Cannabay,Marihuana Retailer - License,Active,1321 N Sherman ST,Bay City,MI,48708,02/19/2027,,,Home Delivery - Approved,adult-use
AU-R-000376,NORTHERN ROOTS PROVISIONING CENTER,Marihuana Retailer - License,License Void,635 S. State ST,Oscoda,MI,48750,02/19/2022,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000381,The Dude Abides Provisioning Center,Marihuana Retailer - License,Active,160 N Washington ST,Constantine,MI,49042,02/18/2027,,,,adult-use
AU-R-000389,3Fifteen,Marihuana Retailer - License,License Void,11815 Joseph Campau AVE,Hamtramck,MI,48212,12/16/2023,,,Home Delivery - Approved,adult-use
AU-R-000372,Rair,Marihuana Retailer - License,License Void,1871 Peck ST,Muskegon,MI,49441,03/11/2023,,Public Documents Available,,adult-use
AU-R-000369,NOBO,Marihuana Retailer - License,Active,69411 M 62,Edwardsburg,MI,49112,02/11/2027,,Public Documents Available,,adult-use
AU-R-000370,Exclusive Grand Rapids,Marihuana Retailer - License,Active,2350 29th Street SE,Grand Rapids,MI,49508,08/12/2026,,Public Documents Available,,adult-use
AU-R-000349,Puff Cannabis Company,Marihuana Retailer - License,License Void,11941 Joseph Campau ST,Hamtramck,MI,48212,12/23/2024,,Public Documents Available,Home Delivery - Approved,adult-use
AU-MB-000101,Sun Provisions,Marihuana Microbusiness - License,License Void,107 W Delaware ST,Decatur,MI,49045,02/04/2023,,,Home Delivery - Approved,adult-use
AU-R-000364,CannaVibes Emporium,Marihuana Retailer - License,Active,1135 W Dickman RD,Battle Creek,MI,49037,02/02/2027,,,,adult-use
AU-R-000371,Higher Love,Marihuana Retailer - License,Active,116 Superior AVE,Crystal Falls,MI,49920,02/01/2027,,Public Documents Available,,adult-use
AU-R-000367,"Redbud Roots Lab VI, Inc.",Marihuana Retailer - License,License Void,218 E Stockbridge AVE,Kalamazoo,MI,49001,02/01/2024,,,,adult-use
AU-R-000366,Pure Options - Muskegon Township,Marihuana Retailer - License,Active,1965 Holton RD,Muskegon,MI,49445,02/01/2027,,,,adult-use
AU-R-000363,"Mother Nurtures, LLC",Marihuana Retailer - License,License Void,520 South 3rd AVE,Big Rapids,MI,49307,01/29/2022,,,,adult-use
AU-R-000368,Lume Cannabis Co.,Marihuana Retailer - License,Active,3405 Spruce ST,Escanaba,MI,49829,02/24/2027,,,Home Delivery - Approved,adult-use
AU-R-000353,Stone Depot Exceptional Cannabis,Marihuana Retailer - License,License Void,3435 East Michigan AVE,Jackson,MI,49202,01/26/2025,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000361,Glazed and Confused,Marihuana Retailer - License,Active,2465 US 2 S HWY,Crystal Falls,MI,49920,01/21/2027,,Public Documents Available,,adult-use
AU-R-000359,Dunegrass Co.,Marihuana Retailer - License,License Void,801 N State ST,Big Rapids,MI,49307,08/14/2025,,,Home Delivery - Approved,adult-use
AU-R-000365,Pinnacle Emporium,Marihuana Retailer - License,License Void,221 E Front ST,Buchanan,MI,49107,12/23/2025,,,,adult-use
AU-R-000356,New Standard Sand Lake,Marihuana Retailer - License,License Void,29 Lake ST,Sand Lake,MI,49343,01/08/2025,,,,adult-use
AU-R-000345,Consume Cannabis Harrisville,Marihuana Retailer - License,License Void,305 N State Street,Harrisville,MI,48740,01/15/2025,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000362,Lume Cannabis Co.,Marihuana Retailer - License,Active,246 W 3 Mile RD,Sault Ste. Marie,MI,49783,02/24/2027,,,Home Delivery - Approved,adult-use
AU-R-000358,3Fifteen,Marihuana Retailer - License,Active,3423 NE Plainfield AVE,Grand Rapids,MI,49525,01/13/2023,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000347,Michiganja,Marihuana Retailer - License,License Void,230 North Charles ST,White Cloud,MI,49349,12/30/2023,,,Home Delivery - Approved,adult-use
AU-R-000357,3Fifteen,Marihuana Retailer - License,License Void,2900 South Division AVE,Grand Rapids,MI,49548,12/30/2022,,,Home Delivery - Approved,adult-use
AU-R-000351,Apothecare Ann Arbor,Marihuana Retailer - License,License Void,2793 Plymouth RD Suite C,Ann Arbor,MI,48105,03/03/2024,,Public Documents Available,,adult-use
AU-R-000342,Xplore Cannabis Company,Marihuana Retailer - License,Active,824 S Main ST,Lapeer,MI,48446,12/29/2026,,Public Documents Available,,adult-use
AU-R-000348,Edgewood Cannabis,Marihuana Retailer - License,Active,134 E Edgewood BLVD,Lansing,MI,48911,12/29/2026,,Public Documents Available,,adult-use
AU-R-000360,Sozo Cannabis,Marihuana Retailer - License,License Void,100 N Main ST,Cheboygan,MI,49721,06/19/2023,,,,adult-use
AU-R-000355,Shango Lapeer,Marihuana Retailer - License,License Void,224 E Genesee ST,Lapeer,MI,48446,07/27/2023,,,Home Delivery - Approved,adult-use
AU-R-000327,Alvarez Cultivation LLC,Marihuana Retailer - License,Active,26324 US-12,Edwardsburg,MI,49112,05/19/2025,,Public Documents Available,,adult-use
AU-R-000352,House of Dank - Lapeer,Marihuana Retailer - License,Active,200 E Genesee ST Unit 1&2,Lapeer,MI,48446,12/21/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000340,Lake Life Farms,Marihuana Retailer - License,License Void,208 S. Michigan AVE,Big Rapids,MI,49307,12/21/2024,,,,adult-use
AU-R-000344,"Teebz, LLC",Marihuana Retailer - License,Closed - Suspended,1561 West Maumee ST,Adrian,MI,49221,12/15/2023,,Public Documents Available,,adult-use
AU-R-000336,Only by Nature,Marihuana Retailer - License,Active,103 N Ontario ST,DeTour Village,MI,49725,12/11/2026,,,Home Delivery - Approved,adult-use
AU-R-000343,Pharmhouse Wellness Co,Marihuana Retailer - License,Active,831 Wealthy SW ST,Grand Rapids,MI,49504,12/11/2026,,,,adult-use
AU-R-000346,"Quality Roots, Inc.",Marihuana Retailer - License,Active,2024 Caniff ST,Hamtramck,MI,48212,05/11/2026,,Public Documents Available,Home Delivery - Approval,adult-use
AU-R-000322,Cross Street Shop,Marihuana Retailer - License,License Void,513 W Cross ST,Ypsilanti,MI,48197,12/09/2025,,Public Documents Available,,adult-use
AU-R-000341,Consume Cannabis Lapeer,Marihuana Retailer - License,Active,2401 W Genesee ST,Lapeer,MI,48446,12/08/2026,,Public Documents Available,,adult-use
AU-R-000338,Ascend Cannabis Group,Marihuana Retailer - License,Active,2741 28th SE ST,Grand Rapids,MI,49512,11/27/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000339,Pure Lapeer,Marihuana Retailer - License,Active,1330 Imlay City RD Unit A-D,Lapeer,MI,48446,12/01/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000325,Hashish Boyz,Marihuana Retailer - License,License Void,305 N Euclid AVE,Bay City,MI,48706,11/30/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000337,Lume Cannabis Co.,Marihuana Retailer - License,Active,1512 N West AVE,Jackson,MI,49202,11/27/2026,,,Home Delivery - Approved,adult-use
AU-R-000328,The Woods Cheboygan,Marihuana Retailer - License,License Void,123 E. State ST,Cheboygan,MI,49721,11/24/2022,,,Home Delivery - Approved,adult-use
AU-R-000332,The Botanical Co.,Marihuana Retailer - License,Active,3535 Capital City BLVD,Lansing,MI,48906,11/20/2026,,,,adult-use
AU-R-000334,Light'n Up Provisioning & MicroBuddery,Marihuana Retailer - License,License Void,4184 Pier North BLVD Suite A,Flint,MI,48504,11/20/2025,,,Home Delivery - Approved,adult-use
AU-R-000335,Skymint,Marihuana Retailer - License,Active,4405 W Pierson RD,Flint,MI,48504,11/27/2026,,,,adult-use
AU-R-000331,Burton Cannabis Company,Marihuana Retailer - License,License Void,3365 Associates DR,Burton,MI,48529,11/19/2024,,,Home Delivery - Approved,adult-use
AU-R-000330,Treehouse 603,Marihuana Retailer - License,License Void,603 E William ST,Ann Arbor,MI,48104,11/18/2022,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000333,Authentic 231,Marihuana Retailer - License,Active,74 Arthur ST,Manistee,MI,49660,11/17/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000329,Gage Cannabis Company,Marihuana Retailer - License,License Void,1551 Academy ST,Ferndale,MI,48220,06/04/2021,,,Home Delivery - Approved,adult-use
AU-R-000326,Lume Cannabis Co.,Marihuana Retailer - License,Active,1425 W Main ST,Lowell,MI,49331,11/27/2026,,,Home Delivery - Approved,adult-use
AU-R-000308,The Nest Provisioning,Marihuana Retailer - License,Active,122 S Main ST,Camden,MI,49232,11/10/2026,,,,adult-use
AU-R-000324,Skymint,Marihuana Retailer - License,Active,3315 Coolidge RD,East Lansing,MI,48823,11/27/2026,,Public Documents Available,Home Delivery - Approved,adult-use
