name,dba,slug,dba_slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state
BEST BUDZ,BEST BUDZ LLC,best-budz,best-budz-llc,cultivator|dispensary,,,33622 County Road 58EE,Villa Grove,CO,81155,US,38.241002,-105.930024,,,403R-00897
Best Budz Cannabis Co. LLC,,best-budz-cannabis-co-llc,,dispensary,,,146 Virginia St,Buffalo,NY,14201,US,42.89326,-78.88559,,,OCM-RETL-25-000290
Best Budz Outlet,,best-budz-outlet,,dispensary,,,326 East Main ST,Benton Harbor,MI,49022,US,42.11697411,-86.45091784,,,AU-R-001362
BEST COLORADO CANNABIS,MEDICAL MJ SUPPLY LLC,best-colorado-cannabis,medical-mj-supply-llc,cultivator,,,4800 Lamar Street,Wheat Ridge,CO,80033,US,39.78436028,-105.0672633,,,403-00578
BEST COLORADO CANNABIS,MEDICAL MJ SUPPLY LLC,best-colorado-cannabis,medical-mj-supply-llc,cultivator|dispensary,,,4800 Lamar Street,Wheat Ridge,CO,80033,US,39.78436028,-105.0672633,,,403R-00203
BEST COLORADO CANNABIS,MEDICAL MJ SUPPLY LLC,best-colorado-cannabis,medical-mj-supply-llc,dispensary,,,4800 Lamar Street,Wheat Ridge,CO,80033,US,39.78436028,-105.0672633,,,402-00385
BEST COLORADO CANNABIS,MEDICAL MJ SUPPLY LLC,best-colorado-cannabis,medical-mj-supply-llc,dispensary,,,4800 Lamar Street,Wheat Ridge,CO,80033,US,39.78436028,-105.0672633,,,402R-00154
BEST Dispensary,Jamestown Center,best-dispensary,jamestown-center,other,,,1962 N. Higley Rd,Mesa,AZ,85205,US,33.45120072,-111.7188714,623-264-2378,,00000046ESTW28902560
Best Friends Farm,Craig Guggolz,best-friends-farm,craig-guggolz,dispensary,,,,,CA,,US,,,(760) 660-5579,Bestfriendsfarm420@gmail.Com,C9-0000492-LIC
BEST HIGH,BEST INVEST LLC,best-high,best-invest-llc,dispensary,,,2005 Bryant Street,Denver,CO,80211,US,39.7476684,-105.0190405,,,402R-00963
BEST HIGH,BEST INVEST LLC,best-high,best-invest-llc,dispensary,,,1518 North Quince Street,Denver,CO,80220,US,39.74051533,-104.9021874,,,402R-00957
Best Lyfe Cannabis,,best-lyfe-cannabis,,other,,,32767 Woodward AVE,Royal Oak,MI,48073,US,42.53026688,-83.19845718,,,AU-MB-A-000020
"Best State, LLC",,best-state-llc,,cultivator,,,,Lincoln Co.,KY,,US,37.4751264,-84.6479124,,,
BestBuds,,bestbuds,,other,,,135 S Broad St,Woodbury,NJ,08096,US,39.836054,-75.15480758,,,
BETTER BUDS,,better-buds,,dispensary,,,2840 E HWY 101,PORT ANGELES,WA,98362,US,48.10475759,-123.3778193,3607316611,,422525
BETTER BUDS,,better-buds,,dispensary,,,10384 SILVERDALE WAY NW STE 10,SILVERDALE,WA,98383,US,47.65715406,-122.6872317,3607316611,,425965
BETTER BUDS,,better-buds,,dispensary,,,946 WASHINGTON WAY STE 100,LONGVIEW,WA,98632,US,46.14349601,-122.9294345,3607033791,,430175
BETTER BUDS,,better-buds,,dispensary,,,841 NESS CORNER RD  STE B,PORT HADLOCK,WA,983399572,US,48.0327966,-122.7640817,3607316611,,421709
Better Cannabis,,better-cannabis,,dispensary,,,15831 Mack AVE,Detroit,MI,48224,US,42.38939582,-82.93704104,,,AU-R-001486
BETTER DAYS DELIVERY,ABCDELIVERY LLC,better-days-delivery,abcdelivery-llc,other,,,1965 Kingston Street,Aurora,CO,80010,US,39.74676853,-104.858823,,,505-00018
BETTER DAYS DELIVERY,ABCDELIVERY LLC,better-days-delivery,abcdelivery-llc,other,,,1965 Kingston Street,Aurora,CO,80010,US,39.74676853,-104.858823,,,605R-00012
BETTER DAYS DELIVERY,ABCDELIVERY LLC,better-days-delivery,abcdelivery-llc,other,,,1965 Kingston Street,Aurora,CO,80010,US,39.74676853,-104.858823,,,406RNP-00015
Better Daze,"Rilano Covina, Inc.",better-daze,rilano-covina-inc,dispensary,,,216 E Rowland St,Covina,CA,91723,US,34.078761,-117.887548,(626) 367-6628,Rick@rilanoinc.Com,C10-0001642-LIC
BETTER GREEN LLC,,better-green-llc,,dispensary,,,514 Bent Avenue,Las Animas,CO,81054,US,38.06756649,-103.2198377,,,404R-00495
BETTER GREEN LLC,,better-green-llc,,dispensary,,,514 Bent Avenue,Las Animas,CO,81054,US,38.06756649,-103.2198377,,,402R-00848
"BEWELL ORGANIC MEDICINE, INC.",,bewell-organic-medicine-inc,,dispensary,,,17 Broad Street,Merrimac,MA,01860,US,42.8312,-70.996839,917-612-7987,sgrant@publicpolicylaw.com,MR284729
bewilder,"Green Pasture Technologies, Inc.",bewilder,green-pasture-technologies-inc,other,,,,,CA,,US,,,(213) 986-6568,Suren@avunjian.Com,C11-0001356-LIC
Beyond / Hello,"Gsg Sbca, Inc.",beyond-hello,gsg-sbca-inc,dispensary,,,3516 State St,Santa Barbara,CA,93105,US,34.440675,-119.738969,(561) 617-9100,Baracklicense@gmail.Com,C10-0000365-LIC
Beyond Legends,Higher Logic LLC,beyond-legends,higher-logic-llc,other,,,,,CA,,US,,,(949) 338-4575,Licensing@nextgenenterprises.Biz,C11-0001806-LIC
Beyond Legends,Higher Logic LLC,beyond-legends,higher-logic-llc,other,,,,,CA,,US,,,(949) 338-4575,Shannadroege@yahoo.Com,DCC-10004885
Beyond Rooted 559 LLC [Equity Retailer],,beyond-rooted-559-llc-equity-retailer,,dispensary,,,845 E Belmont Ave,Fresno,CA,93701,US,36.750594,-119.800676,(559) 790-7187,Isaac@g7farmz.Com,C10-0001490-LIC
Beyond/Hello,"Beyond Hello IL, LLC",beyondhello,beyond-hello-il-llc,other,,,501 W Northtown Rd.,Normal,IL,61761,US,40.54665277,-88.99427251,(309) 434-5141,,284.000051-AUDO
Beyond/Hello,"Beyond Hello IL, LLC",beyondhello,beyond-hello-il-llc,other,,,1401 Mississippi Ave Ste 17,Sauget,IL,62201,US,38.61289033,-90.16929922,(618) 874-9800,,284.000079-AUDO
Beyond/Hello,"Beyond Hello IL, LLC",beyondhello,beyond-hello-il-llc,other,,,2021 Goose Lake Road,Sauget,IL,62206,US,38.56325308,-90.13458616,(309) 434-5141,,284.000048-AUDO
Beyond/Hello,"Beyond Hello, LLC.",beyondhello,beyond-hello-llc,other,,,,,IL,,US,,,,,284.000085-AUDO
Beyond/Hello - Peoria,"Northern Cardinal Ventures, LLC",beyondhello---peoria,northern-cardinal-ventures-llc,other,,,"7620 N IL Rt 91, Suite A",Peoria,IL,61615,US,40.7814473,-89.667992,(309)-413-0058,,284.000233-AUDO
BGOOD VENTURES LLC,,bgood-ventures-llc,,dispensary,,,"11 West Hampden Avenue, Suite 102",Englewood,CO,80110,US,39.65322412,-104.9881903,,,402R-00809
BGOOD VENTURES LLC,,bgood-ventures-llc,,dispensary,,,80 South Pennsylvania Street,Denver,CO,80209,US,39.71510003,-104.9814097,,,402-00670
"BGWJ, INC.",,bgwj-inc,,other,,,,,CA,,US,,,(510) 501-5083,B@bradgleason.Com,C13-0000005-LIC
Bhavana Berries LLC,,bhavana-berries-llc,,other,,,,,NY,,US,40.94046,-72.68524,,,OCM-MICR-25-000292
BHG ENTERPRISES LLC,,bhg-enterprises-llc,,cultivator|dispensary,,,"19623 County Road H, Suite C",Ordway,CO,81063,US,38.22894601,-103.7205905,,,403R-01545
Big Chief Silverlake,"Valley Health Center Collective, Inc.",big-chief-silverlake,valley-health-center-collective-inc,dispensary,,,1700 Silver Lake Blvd,Los Angeles,CA,90026,US,34.089338,-118.268318,(213) 281-2317,Vhcclicensing@gmail.Com,C10-0001599-LIC
Big City Flavors,Big City Flavors LLC,big-city-flavors,big-city-flavors-llc,dispensary,,,11119 Liberty Ave,South Richmond Hill,NY,11419,US,40.68517,-73.83049,,,OCM-CAURD-25-000263
Big Dawg Brands,,big-dawg-brands,,dispensary,,,60695 Gratiot Ave,Lenox,MI,48048,US,42.74730119,-82.77442767,,,AU-R-001128
BIG GAS DISPENSARY,,big-gas-dispensary,,dispensary,https://biggasdispensary.com,,98 N Chestnut St,New Paltz,NY,12561,US,41.75487,-74.08374,1 845-633-8036,bgd@biggasdispensary.com,OCM-CAURD-24-000118
"Big Intelligence Group, LLC  dba/ Wild Legacy Cannabis",,big-intelligence-group-llc-dba-wild-legacy-cannabis,,dispensary,,,,Morrisville,VT,,US,44.5617189,-72.5984486,,,RTLR0038
Big Leaf Ranch,"Humboldt Hills Natural Farms, Inc.",big-leaf-ranch,humboldt-hills-natural-farms-inc,other,,,,,CA,,US,,,(707) 223-0486,Trent764@gmail.Com,C13-0000286-LIC
BIG MEDICINE CANNABISSARY,BIG MOUNTAIN ORGANICS LLC,big-medicine-cannabissary,big-mountain-organics-llc,cultivator,,,2901 North El Paso Street,Colorado Springs,CO,80907,US,38.87360803,-104.8130069,,,403-01617
Big Oil,The Syndicate Lancaster,big-oil,syndicate-lancaster,other,,,,,CA,,US,,,(818) 925-8280,Accounts@bigoilco.Com,DCC-10003553
Big Pete's LLC,,big-petes-llc,,other,,,,,CA,,US,,,(831) 239-0505,Petejr@bigpetestreats.Com,C11-0001964-LIC
Big Pete's Treats,Big Pete's LLC,big-petes-treats,big-petes-llc,other,,,,,CA,,US,,,(831) 420-7857,Petejr@bigpetestreats.Com,DCC-10002397
Big Sun Farms,"Big Sun Farms, Inc.",big-sun-farms,big-sun-farms-inc,other,,,,,CA,,US,,,(707) 972-9510,Gregg@bigsunfarms.Com,C13-0000160-LIC
Big Sur Cannabotanicals,Bscb Enterprises,big-sur-cannabotanicals,bscb-enterprises,dispensary,,,"26352 Carmel Rancho Ln, Suite 100",Carmel,CA,93923,US,36.540939,-121.906601,(831) 250-7756,Aram@bigsurcannabotanicals.Com,C10-0000137-LIC
BIG TOP LLC,,big-top-llc,,dispensary,,,1952 South Acoma Street,Denver,CO,80223,US,39.68117544,-104.988718,,,404R-00297
BIGFEETS,Curbstone Exchange LLC,bigfeets,curbstone-exchange-llc,dispensary,,,6535 Highway 9,Felton,CA,95018,US,37.055921,-122.075416,(831) 331-7886,Dave@stackviewca.Com,C10-0000289-LIC
"Bigfoot Cannabis Company, LLC [Equity Retailer]",,bigfoot-cannabis-company-llc-equity-retailer,,other,,,39008 Highway 299,Willow Creek,CA,95573,US,40.939016,-123.631027,(707) 845-3123,Bigfootcannabiscompany@gmail.Com,C12-0000404-LIC
BILLO,GATSBY HOLDINGS LLC,billo,gatsby-holdings-llc,dispensary,,,3150 Ingles Lane,Steamboat Springs,CO,80487,US,40.44769352,-106.8140444,,,402-00773
BILLO,GATSBY HOLDINGS LLC,billo,gatsby-holdings-llc,dispensary,,,3150 Ingles Lane,Steamboat Springs,CO,80487,US,40.44769352,-106.8140444,,,402R-00127
BILLO,GATSBY HOLDINGS LLC,billo,gatsby-holdings-llc,cultivator,,,"1707 Copper Ridge Spur, Unit A",Steamboat Springs,CO,80487,US,40.51261372,-106.8525769,,,403-01178
BILLO,GATSBY HOLDINGS LLC,billo,gatsby-holdings-llc,cultivator|dispensary,,,"1707 Copper Ridge Spur, Unit A",Steamboat Springs,CO,80487,US,40.51261372,-106.8525769,,,403R-00168
BILLO,GATSBY HOLDINGS LLC,billo,gatsby-holdings-llc,other,,,"1707 Copper Ridge Spur, Unit A",Steamboat Springs,CO,80487,US,40.51261372,-106.8525769,,,404-00636
BILLO,GATSBY HOLDINGS LLC,billo,gatsby-holdings-llc,dispensary,,,"1707 Copper Ridge Spur, Unit A",Steamboat Springs,CO,80487,US,40.51261372,-106.8525769,,,404R-00372
BINSKE,KP LLC,binske,kp-llc,dispensary,,,136 North Yuma Street,Denver,CO,80223,US,39.71910049,-105.015125,,,404R-00479
BINSKE,KP LLC,binske,kp-llc,cultivator|dispensary,,,228 Arthur Avenue,Oak Creek,CO,80467,US,40.27450975,-106.9619323,,,403R-00544
BINSKE,KP LLC,binske,kp-llc,other,,,209 Nancy Crawford Boulevard,Oak Creek,CO,80467,US,40.27504666,-106.960402,,,404-00461
BINSKE,KP LLC,binske,kp-llc,dispensary,,,209 Nancy Crawford Boulevard,Oak Creek,CO,80467,US,40.27504666,-106.960402,,,404R-00140
Biogold Dispo powered by Tranquility Fields,,biogold-dispo-powered-by-tranquility-fields,,dispensary,,,1825 E US Highway 2,Norway,MI,49870,US,45.7874088,-87.8890332,,,AU-R-001281
Biogold Dispo powered by Tranquility Fields,,biogold-dispo-powered-by-tranquility-fields,,other,,,1825 E US Highway 2,Norway,MI,49870,US,45.7874088,-87.8890332,,,PC-000882
"BIOLIFE WEST SOLUTIONS, INC","Biolife West Solutions, Inc.",biolife-west-solutions-inc,biolife-west-solutions-inc,other,,,"123 N E St, Suite 102",Exeter,CA,93221,US,36.29665948,-119.1410117,(559) 974-1977,Info@biolifewest.Com,C12-0000630-LIC
BIOMEDS,BIOMEDS OF COLORADO LLC,biomeds,biomeds-of-colorado-llc,cultivator,,,2301 Rand Avenue,Colorado Springs,CO,80905,US,38.7991614,-104.8013345,,,403-01549
BIOMEDS,BIOMEDS OF COLORADO LLC,biomeds,biomeds-of-colorado-llc,dispensary,,,2301 Rand Avenue,Colorado Springs,CO,80905,US,38.7991614,-104.8013345,,,402-00983
BIOMEDS,BIOMEDS OF COLORADO LLC,biomeds,biomeds-of-colorado-llc,dispensary,,,2301 Rand Avenue,Colorado Springs,CO,80905,US,38.7991614,-104.8013345,,,402R-01124
BIOMEDS RECREATIONAL WHOLESALE LLC,,biomeds-recreational-wholesale-llc,,cultivator|dispensary,,,8488 Maverick Lane,Ordway,CO,81063,US,38.2180608,-103.7560606,,,403R-01223
BIOSGROVE TECHNOLOGY,,biosgrove-technology,,other,,,,,CA,,US,,,(310) 954-6680,Pinkbobocat@yahoo.Com,C11-0000430-LIC
BIRCH BAY BUDZ,,birch-bay-budz,,dispensary,,,8125 BIRCH BAY SQUARE ST #222,BLAINE,WA,98230,US,48.93660809,-122.6674306,5092094569,,429761
Bisa Lina - Joliet,"Glacier Dispensary, LLC",bisa-lina---joliet,glacier-dispensary-llc,other,,,2121 W Jefferson St,Joliet,IL,60435,US,41.52250124,-88.13177601,(630)-332-9436,,284.000366-AUDO
Bisa Lina – Carol Stream,Veltiste ILLINOIS LLC,bisa-lina-carol-stream,veltiste-illinois-llc,other,,,"720 E North Ave, 2129",Carol Stream,IL,60188,US,41.901769,-88.096102,(630)-332-8822,,284.000318-AUDO
Bishop Boyz LLC,,bishop-boyz-llc,,dispensary,,,7503 Laurel Canyon Blvd,N Hollywood,CA,91605,US,34.2071461,-118.3968258,(310) 893-4856,Bishop1623@gmail.Com,C10-0001470-LIC
Bishop Boyz LLC,,bishop-boyz-llc,,other,,,,,CA,,US,,,(310) 893-4856,Bishop1623@gmail.Com,C11-0001847-LIC
Bishop Boyz LLC,,bishop-boyz-llc,,dispensary,,,,,CA,,US,,,(310) 893-4856,Bishop1623@gmail.Com,C9-0000752-LIC
Bishop Boyz LLC,,bishop-boyz-llc,,other,,,,,CA,,US,,,(310) 893-4856,Bishop1623@gmail.Com,DCC-10004902
BK Exotic,BK Exotic Outlet LLC,bk-exotic,bk-exotic-outlet-llc,dispensary,,,1056 Flatbush Ave,Brooklyn,NY,11226,US,40.64524,-73.95807,,,OCM-CAURD-24-000048
BK HOLDINGS LLC,,bk-holdings-llc,,cultivator|dispensary,,,12001 East 37th Avenue,Denver,CO,80239,US,39.76814673,-104.8485222,,,403R-00450
BKPN LLC,,bkpn-llc,,dispensary,,,1274 Merrimack Street,Dracut,MA,01826,US,42.66783,-71.24177,978-319-2773,pcnpcn@comcast.net,MR282853
BLACK & WHITE CANNABIS,CC AG LLC,black-white-cannabis,cc-ag-llc,cultivator|dispensary,,,2211 East Boulder Street,Colorado Springs,CO,80909,US,38.83838611,-104.7885826,,,403R-01540
BLACK AND WHITE CANNABIS,CC AG LLC,black-and-white-cannabis,cc-ag-llc,cultivator,,,2211 East Boulder Street,Colorado Springs,CO,80909,US,38.83838611,-104.7885826,,,403-01467
Black Eden 420,,black-eden-420,,other,,,,,CA,,US,,,(760) 267-4718,Blackeden420@gmail.Com,C12-0000604-LIC
"BLACK HARBOR GROUP, LLC",,black-harbor-group-llc,,dispensary,,,510 State Road,West Tisbury,MA,02575,US,41.41504,-70.667955,774-836-4397,geoff@pcmvy.com,MR282947
Black Hills Weed Shop,Rapid City Cannabis Inc.,black-hills-weed-shop,rapid-city-cannabis-inc,other,,,,Rapid City,SD,,US,44.0805434,-103.2310149,,,
Black Lion Labs,Black Lion Labs LLC,black-lion-labs,black-lion-labs-llc,other,,,,,CA,,US,,,(720) 352-2380,Licensing@theparent.Co,DCC-10005065
BLACK LION LABS LLC,,black-lion-labs-llc,,other,,,,,CA,,US,,,(949) 252-1908,Greg@gramlin.Com,DCC-10002287
Black Market Canna Co LLC,,black-market-canna-co-llc,,dispensary,,,89 Main St,Poughkeepsie,NY,12601,US,41.7057,-73.93593,,,OCM-CAURD-24-000088
Black Rain,"Cwa Consulting, LLC",black-rain,cwa-consulting-llc,other,,,,,CA,,US,,,(510) 935-3666,Claude@kannaoak.Com,C12-0000394-LIC
"Black River Supply Company, LLC",,black-river-supply-company-llc,,dispensary,,,15 Bridge Street,Carthage,NY,13619,US,43.97402,-75.61528,,,OCM-RETL-24-000230
BLACK SWAN DISTRIBUTION,"Black Swan Distribution, LLC.",black-swan-distribution,black-swan-distribution-llc,other,,,,,CA,,US,,,(213) 332-3245,Avetismanjikian@yahoo.Com,C11-0001611-LIC
"Black Swan Manufacturing, LLC",,black-swan-manufacturing-llc,,other,,,,,CA,,US,,,(213) 332-3245,Avetismanjikian@yahoo.Com,DCC-10004824
"Blackberry Farms, LLC",,blackberry-farms-llc,,cultivator,,,21258 U.S. Hwy 43,Northport,AL,35475,US,33.52970382,-87.65184875,(304) 381-5858,,CULV000835
BLACKJACK CANNABIS,KIND CRAIG LLC,blackjack-cannabis,kind-craig-llc,dispensary,,,33 West Victory Way,Craig,CO,81625,US,40.51429066,-107.547697,,,402R-00852
Blackneck organics llc,,blackneck-organics-llc,,other,,,,,NY,,US,41.40214,-74.30557,,,OCM-MICR-24-000142
BLANK CHECK LLC,,blank-check-llc,,other,,,1507 Dustry Drive,Colorado Springs,CO,80905,US,38.79929243,-104.80056,,,404-00504
BlazD Deliveries,"Jwc Deliveries, Inc.",blazd-deliveries,jwc-deliveries-inc,dispensary,,,,,CA,,US,,,(530) 844-8856,Jwcdelivery@gmail.Com,C9-0000040-LIC
BLAZE DISPENSARY RETAIL LLC,,blaze-dispensary-retail-llc,,dispensary,,,120 South Kalamath Street,Denver,CO,80223,US,39.71453267,-104.9999557,,,402R-01132
Blaze Green,,blaze-green,,other,,,27 E 33rd St,Paterson,NJ,07514,US,40.92240122,-74.14091547,,,
Blazed Utopia,Rahman & Associates LLC,blazed-utopia,rahman-associates-llc,dispensary,,,1958 Florida Ave W,Hemet,CA,92543,US,33.748846,-116.992441,(760) 497-3781,Billrahmanesq@gmail.Com,C10-0001683-LIC
Blazed Utopia,Blazed Utopia LLC,blazed-utopia,blazed-utopia-llc,dispensary,,,620 S State St,San Jacinto,CA,92583,US,33.78251094,-116.9719746,(760) 497-4340,Shadee33@hotmail.Com,C10-0000760-LIC
Blazed Utopia,Blazed Utopia LLC,blazed-utopia,blazed-utopia-llc,other,,,,,CA,,US,,,(760) 497-4340,Shadee33@hotmail.Com,C12-0000344-LIC
Blazen Cannabis,BLAZEN CANNABIS LLC,blazen-cannabis,blazen-cannabis-llc,dispensary,,,800 HIGHWAY 20,S Hines,OR,97738-2522,US,43.54664738,-119.0847439,,,050-10097447A5F
BLAZIN OG LLC,,blazin-og-llc,,cultivator,,,4995 North Lima Street,Denver,CO,80239,US,39.78461932,-104.8566957,,,403-00977
BLAZIN OG LLC,,blazin-og-llc,,cultivator|dispensary,,,4995 North Lima Street,Denver,CO,80239,US,39.78461932,-104.8566957,,,403R-00137
BLAZIN OG LLC,,blazin-og-llc,,dispensary,,,4995 North Lima Street,Denver,CO,80239,US,39.78461932,-104.8566957,,,402-00060
BLAZIN OG LLC,,blazin-og-llc,,dispensary,,,4995 North Lima Street,Denver,CO,80239,US,39.78461932,-104.8566957,,,402R-00846
BLAZIN RED HORSE LLC,,blazin-red-horse-llc,,other,,,,,NY,,US,42.75823,-78.77963,,,OCM-MICR-24-000196
BLAZING HIPPIE,K&P ENTERPRISE LLC,blazing-hippie,kp-enterprise-llc,dispensary,,,123 West Cedar Street,Trinidad,CO,81082,US,37.17107776,-104.5071733,,,402R-01016
BLAZING RIDGE FARMS,IO ENTERPRISES LLC,blazing-ridge-farms,io-enterprises-llc,cultivator|dispensary,,,720 North Reigel Court,Moffat,CO,81143,US,38.008362,-105.917281,,,403R-01463
BLEEZIES,4 ROSES LLC,bleezies,4-roses-llc,dispensary,,,195 North Academy Boulevard,Colorado Springs,CO,80909,US,38.83558288,-104.7571985,,,402-00618
BLESSED EXTRACTS LLC,,blessed-extracts-llc,,other,,,,,CA,,US,,,(413) 313-1648,Amelia@blessedextracts.Com,C11-0000984-LIC
Blessed Extracts LLC,,blessed-extracts-llc,,other,,,,,CA,,US,,,(844) 862-8787,Jonathan@blessedextracts.Com,DCC-10002055
Bleu Diamond LLC,,bleu-diamond-llc,,other,,,,,CA,,US,,,(805) 335-3645,Bleudiamond@gmail.Com,C11-0001181-LIC
Bleu Diamond LLC,,bleu-diamond-llc,,dispensary,,,,,CA,,US,,,(805) 310-1078,Bleudiamondco@gmail.Com,C9-0000414-LIC
BLEU DIAMOND LLC,,bleu-diamond-llc,,dispensary,,,,,CA,,US,,,(805) 310-1078,Bleudiamondcollective@gmail.Com,C9-0000045-LIC
Bleu Diamond Social Club,Bleu Diamond Cannabis Co,bleu-diamond-social-club,bleu-diamond-cannabis-co,dispensary,,,1129 H St N,Lompoc,CA,93436,US,34.6564075,-120.4580143,(805) 631-1534,Bleudiamondkv@gmail.Com,C10-0001383-LIC
Bleu Leaf Dispensary Inc.,,bleu-leaf-dispensary-inc,,dispensary,,,2034 Jerome Ave,Bronx,NY,10453,US,40.85348,-73.90764,,,OCM-CAURD-24-000116
Blissful Moments Healing Center,,blissful-moments-healing-center,,dispensary,,,1115 Norboe Ave,Corcoran,CA,93212,US,36.097744,-119.561682,(559) 362-4243,Rjmustain@yahoo.Com,C10-0001413-LIC
BLKBRN Cannabis Dispensary,,blkbrn-cannabis-dispensary,,other,,,176 Woodbridge Ave,Highland Park,NJ,08904,US,40.50126916,-74.41439012,,,
BLOC,,bloc,,other,,,1761 N Olden Ave,Ewing Township,NJ,08638,US,40.24786412,-74.76940964,,,
BLOC,,bloc,,other,,,501 US-9,Waretown,NJ,08758,US,40.24786412,-74.76940964,,,
BLOC,,bloc,,other,,,1075 Easton Ave,Somerset,NJ,08873,US,40.24786412,-74.76940964,,,
BLOC,,bloc,,dispensary,,,200 E Main ST,Benton Harbor,MI,49022,US,42.11625473,-86.45403782,,,AU-R-000736
BLOC,,bloc,,other,,,200 E Main ST,Benton Harbor,MI,49022,US,42.11625473,-86.45403782,,,PC-000753
Bloc - Forest Park,"TC Applico, LLC",bloc---forest-park,tc-applico-llc,other,,,7216 Circle Ave,Forest Park,IL,60130,US,41.88648652,-87.80596841,,,284.000299-AUDO
Bloc Dispensary - Antioch,ReNu LLC,bloc-dispensary---antioch,renu-llc,other,,,417 E Il Route 173 Unit 106,Antioch,IL,60002,US,42.47380662,-88.10001463,,,284.000338-AUDO
Bloc Dispensary - Mattoon,"TC Applico, LLC",bloc-dispensary---mattoon,tc-applico-llc,other,,,511 Lake Land Blvd,Mattoon,IL,61938,US,39.47821448,-88.37660348,,,284.000306-AUDO
Bloc Dispensary – Berwyn,JG IL LLC,bloc-dispensary-berwyn,jg-il-llc,other,,,7122 Ogden Ave,Berwyn,IL,60402,US,41.82435783,-87.800702,(708) 323-2973,,284.000343-AUDO
BLOC Dispensary Kedzie,Green Star Equity LLC,bloc-dispensary-kedzie,green-star-equity-llc,other,,,3545 N Kedzie Ave,Chicago,IL,60618,US,41.94599437,-87.70772767,(773) 295-8621,,284.000278-AUDO
Bloc Dispensary Metropolis,JG IL LLC,bloc-dispensary-metropolis,jg-il-llc,other,,,2125 E 5th St,Metropolis,IL,62960,US,37.162521,-88.6874653,(618) 327-0122,,284.000340-AUDO
Bloc Dispensary Northfield,Renu LLC,bloc-dispensary-northfield,renu-llc,other,,,161 Waukegan Rd,Northfield,IL,60093,US,42.0954567,-87.7977207,(847) 637-8400,,284.000324-AUDO
Bloc Pharmacy - South Jordan,,bloc-pharmacy---south-jordan,,other,https://blocpharmacy.com,,10392 South Jordan Gateway,South Jordan,UT,84095,US,40.56212816,-111.9025759,(385) 249-9400,Hello@blocpharmacy.com,
Bloc Pharmacy - St. George,,bloc-pharmacy---st-george,,other,https://blocpharmacy.com,,1624 S Convention Center Drive,St. George,UT,84790,US,37.08043844,-113.5825079,(435) 216-3400,Hello@blocpharmacy.com,
BLOOM,,bloom,,dispensary,,,"10707 PACIFIC AVE S STE E,F",TACOMA,WA,984446098,US,47.15988404,-122.4341208,5038057828,,414103
Bloom & Blaze,,bloom-blaze,,dispensary,,,1724 E Genesee AVE,Saginaw,MI,48601,US,43.41876753,-83.92425122,,,AU-R-001253
Bloom Brands,Capna Inc,bloom-brands,capna-inc,other,,,,,CA,,US,,,(818) 533-6254,Info@capnalabs.Com,C11-0000086-LIC
Bloom Brothers,"Bloom Brothers NY, INC.",bloom-brothers,bloom-brothers-ny-inc,dispensary,https://bloombrothers.com,,442 Broadway,Menands,NY,12204,US,42.70127,-73.71755,,,OCM-RETL-25-000348
Bloom Cannabis Dispensary,Sensi Smoke LLC,bloom-cannabis-dispensary,sensi-smoke-llc,dispensary,,,242 Lake Street Plz,Penn Yan,NY,14527,US,42.65408,-77.05693,,,OCM-CAURD-25-000248
Bloom City Club,,bloom-city-club,,dispensary,,,423 Miller AVE,Ann Arbor,MI,48103,US,42.28364953,-83.75226492,,,AU-R-000134
Bloom City Club,,bloom-city-club,,other,,,423 Miller AVE,Ann Arbor,MI,48103,US,42.28364953,-83.75226492,,,PC-000008
Bloom City Club,,bloom-city-club,,dispensary,,,121 E Michigan AVE,Ypsilanti,MI,48197,US,42.24113831,-83.60831168,,,AU-R-000778
Bloom City Club,,bloom-city-club,,dispensary,,,4120 Stadium DR,Kalamazoo,MI,49008,US,42.27082911,-85.64018711,,,AU-R-001350
Bloom City Club,,bloom-city-club,,dispensary,,,37445 W Red Arrow HWY,Paw Paw,MI,49079,US,42.21546102,-85.91130826,,,AU-R-000808
Bloom City Club,,bloom-city-club,,dispensary,,,2773 S Centerville RD,Sturgis,MI,49091,US,41.7619282,-85.4286202,,,AU-R-000531
BLOOM COUNTY,RR SERVICES LLC,bloom-county,rr-services-llc,cultivator,,,2252 South Kalamath Street,Denver,CO,80223,US,39.67571244,-105.000544,,,403-01619
BLOOM COUNTY,RR SERVICES LLC,bloom-county,rr-services-llc,cultivator|dispensary,,,2252 South Kalamath Street,Denver,CO,80223,US,39.67571244,-105.000544,,,403R-00139
BLOOM COUNTY,RSCT SERVICES LLC,bloom-county,rsct-services-llc,cultivator|dispensary,,,2656 McCormick Avenue,Pueblo,CO,81001,US,38.26942919,-104.5599042,,,403R-00300
BLOOM NETWORK,Sc Bloom Network Inc.,bloom-network,sc-bloom-network-inc,other,,,,,CA,,US,,,(415) 650-8015,William@bloomnetwork.Io,C11-0001231-LIC
Bloom Network,Sc Bloom Network Inc.,bloom-network,sc-bloom-network-inc,other,,,,,CA,,US,,,(415) 650-8015,William@bloomnetwork.Io,DCC-10004220
