Source_State,License_Number,Business_Name,Legal_Name,License_Type,License_Status,Street,City,State_Code,ZIP,County,Phone,Email,Website,Latitude,Longitude,Expiration_Date,Home_Delivery,Source_File,Data_Collected
CA,C11-0000936-LIC,HYPEEREON CORPORATION,Hypeereon Corporation,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sacramento,(530) 536-0469,Courtney@thepermitcompany.Com,,,,07/30/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000201-LIC,Mohave Cannabis Co.,"Ice House Rd, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,San Bernardino,(760) 326-0407,Compliance@mohavecannabis.Com,,,,05/29/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0002026-LIC,"ICONIQ HOLDINGS, LLC","Iconiq Holdings, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 380-3011,Iconiqholdings1@gmail.Com,,,,07/23/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001469-LIC,The Syndicate Lake Elsinore 2,"Ie Licensing, LLC.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Riverside,(818) 259-0942,Shawn@funtimecabinetfactory.Com,,,,02/16/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001674-LIC,Sulo Distro,"Illa Canna, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(714) 815-8944,Kevin.W@illacanna.Com,,,,06/24/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000175-LIC,"Imperial Project, LLC","Imperial Project, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(951) 987-2303,Kelley.Kyle@yahoo.Com,,,,05/25/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001427-LIC,IN THE NAME OF CANNABIS LLC,In The Name Of Cannabis LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(909) 636-6959,Mstew84@yahoo.Com,,,,11/30/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000934-LIC,"Infinite Star Industries, LLC","Infinite Star Industries, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(951) 473-4121,Jay@kingscoast.Com,,,,07/29/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000541-LIC,"INTEGRAL INNOVATIONS, LLC","Integral Innovations, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Monterey,(240) 603-9375,Adam@pxclient.Com,,,,06/26/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001236-LIC,Cruz Science,Interstitial Systems LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Santa Cruz,(831) 200-3261,Contact@owcventures.Com,,,,07/13/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000620-LIC,"Ironworks Collective, Inc.","Ironworks Collective, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(310) 922-1123,Kevinfarhanglicensing@gmail.Com,,,,07/01/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001928-LIC,Tribe 710,Isleton Industry LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sacramento,(916) 308-6287,Isletonindustries@gmail.Com,,,,04/10/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0002045-LIC,J&L World Trade Management Inc,J&L World Trade Management Inc,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Santa Cruz,(415) 466-5338,Jlworldtrademanagement@gmail.Com,,,,10/06/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0002038-LIC,Data Not Available,J. Sheon Green LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sacramento,(626) 803-2888,Cindy19871031@gmail.Com,,,,09/16/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001771-LIC,Jalama B1 LLC,Jalama B1 LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Santa Barbara,(805) 881-3102,Jalama@goheadwaters.Com,,,,11/28/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0002039-LIC,JAM Co. & JAMCO & Jam Company,Jam Company LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Humboldt,(510) 365-5794,Dashiell@barrettfarms.Com,,,,09/16/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000612-LIC,Jayne Box,Jayne Health LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(310) 828-2292,Getatsean@gmail.Com,,,,07/01/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001873-LIC,"JBL Ventures, LLC","Jbl Ventures, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Humboldt,(707) 616-5600,Baccaj@hotmail.Com,,,,08/14/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0002078-LIC,JBS Enterprises,Jbs Enterprises LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(323) 301-0416,Jbolding88@hotmail.Com,,,,04/16/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000586-LIC,"JBTB Holdings, Inc.","Jbtb Holdings, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Alameda,(708) 833-2088,Kasia@northstar-Equities.Com,,,,06/30/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001089-LIC,FRESH FLOWER DAILY,Jc Rad Inc.,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(626) 633-2635,Alunareyes@jcradinc.Com,,,,09/30/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000235-LIC,"JDI FARMS, INC.","Jdi Farms, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Stanislaus,(209) 894-0641,Jdifarmsinc@gmail.Com,,,,06/03/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001900-LIC,JKL Sunshine Corporation,Jkl Sunshine Corporation,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,San Joaquin,(650) 888-1222,Kcplumbing2002@yahoo.Com,,,,11/26/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000145-LIC,White Label Distribution,Jljb LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Shasta,(530) 953-0277,RreLLC@enlighten.LLC,,,,05/21/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001823-LIC,"Joesclub, LLC",Joesclub LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Fresno,(626) 409-8890,Robertkh1971@hotmail.Com,,,,04/30/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001287-LIC,"JOINT FORCES, LLC","Joint Forces, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(310) 579-9512,21alexhc@gmail.Com,,,,01/21/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001998-LIC,JSDT ALLIANCE INC,Jsdt Alliance Inc,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sacramento,(916) 869-5097,Sturner@growbigtimeinc.Com,,,,04/22/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001387-LIC,Juva,"Juva Stockton, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,San Joaquin,(408) 667-9727,Doug@juvalife.Com,,,,08/20/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001879-LIC,KALI GOLD CANYON DEL REY,"Kali Gold Canyon Del Rey, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Monterey,(831) 227-3471,Kaligoldextractss@gmail.Com,,,,09/11/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000245-LIC,KANAPLYA LLC,Kanaplya LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sonoma,(818) 850-6492,Julia@sapsolutionsinc.Com,,,,06/03/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000974-LIC,Kan+Ade,Kanep Group LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 968-9630,Jack@kan-Ade.Com,,,,08/08/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000462-LIC,MARY JANE DROP,Kanna King Farms Cooperative Corporation,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 300-5543,Yanvr1@yahoo.Com,,,,06/21/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000535-LIC,Starling Brands Inc. Distribution,"Kase Manufacturing, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Stanislaus,(209) 985-4729,Mike@starlingbrands.Com,,,,06/26/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000380-LIC,The Kind Center,"Kb Collective For Compassion And Care, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(323) 318-9053,Kindcenter420@gmail.Com,,,,06/13/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000055-LIC,"KC DBW D1, LLC","Kc Dbw D1, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Monterey,(858) 922-1404,Frank@cscorpusa.Com,,,,05/07/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001478-LIC,My Green Network,Kgjmk Opco Inc.,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Orange,(310) 466-9207,Kenhwang@mygreennetwork.Com,,,,02/23/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001253-LIC,KIFFEN LLC,Kiffen LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,San Francisco,(415) 900-6868,Aj@kiffensf.Com,,,,08/20/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001134-LIC,Protected Transport,Kiki Greens,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Orange,(714) 721-8127,Nadiya@protect.Us,,,,01/01/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000937-LIC,Kind House Distribution,"Kind House, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sonoma,(707) 217-6660,Compliance@cannacraft.Com,,,,07/30/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000556-LIC,POSIBL,Kind Op LLC.,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Monterey,(845) 500-2505,David@goheadwaters.Com,,,,06/27/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001255-LIC,"KIVA SALES & SERVICE, INC.","Kiva Sales & Service, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Alameda,(916) 833-1979,Caren.Woodson@kivaconfections.Com,,,,08/21/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001040-LIC,KMMK DISTRIBUTION INC.,Kmmk Distribution Inc.,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(714) 583-0200,Info@extractharmony.Com,,,,09/02/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000876-LIC,Data Not Available,"Kolor Koncept, Inc",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 426-4260,Janiekon224@gmail.Com,,,,07/21/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000834-LIC,The Standard Oil Co.,"Korben Labs, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sacramento,(510) 859-3834,Hq@himalayavapor.Com,,,,07/16/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000153-LIC,KOSHER SUN DISTRIBUTION INC.,Kosher Sun Distribution Inc.,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Mendocino,(707) 496-7918,Marisa@koshersundistro.Com,,,,05/21/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000191-LIC,"KUSH ALLEY, INC., A CALIFORNIA CORPORATION","Kush Alley, Inc., A California Corporation",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 890-9642,Info@kushalleyca.Com,,,,05/28/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000660-LIC,Originals Factory,"Kush Valley Collective, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(323) 599-2572,Kushvalleycollective420@gmail.Com,,,,07/02/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001548-LIC,"LA CANNA DISTRO, LLC","La Canna Distro, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(805) 551-7496,Crissmanagementgroup@gmail.Com,,,,05/13/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000180-LIC,"LA VIDA VERDE, INC.","La Vida Verde, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Santa Cruz,(831) 350-0210,Bryce@lavidaverde.Com,,,,05/27/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000262-LIC,"LA Wonderland Caregivers, Inc.","La Wonderland Caregivers, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(323) 788-9778,Lakonan@gmail.Com,,,,06/04/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001086-LIC,ZZFLUX DTLA,"Lahc, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 292-1070,Derohanian@me.Com,,,,09/29/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001778-LIC,NA,Lake Elsinore Community Investment Corp,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Riverside,(949) 293-2370,Mngstatelicensing@gmail.Com,,,,12/27/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001937-LIC,Irie League,"Lakewood Holdings, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(858) 774-1020,LakewoodholsingsLLC@gmail.Com,,,,05/11/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001229-LIC,Last Minute Ventures,"Last Minute Ventures, LLC.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(213) 270-4992,Bobby@superstarhg.Com,,,,07/02/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000369-LIC,LB ATLANTIS LLC,"Lb Atlantis, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(714) 337-4408,Ryan@lbatlantis.Com,,,,06/13/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001053-LIC,LBS DISTRIBUTION LLC,Lbs Distribution LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Yolo,(833) 527-3478,Info@lbsdistribution.Com,,,,09/04/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001431-LIC,"LCB DISTRIBUTION, INC.","Lcb Distribution, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Humboldt,(415) 350-3650,Joseph@lostcoastbotanicals.Com,,,,12/14/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001220-LIC,"LCG BUSINESS ENTERPRISES, LLC","Lcg Business Enterprises, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Monterey,(818) 279-1454,Sevanlcg@gmail.Com,,,,06/24/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0002066-LIC,Data Not Available,Le Source LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Orange,(949) 350-2145,Maslan@lesourcegroup.Com,,,,12/27/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001549-LIC,"Leedo Enterprises, Inc.","Leedo Enterprises, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Kern,(760) 403-6087,Lskrelle@yahoo.Com,,,,05/16/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001070-LIC,Left Coast LLC,Left Coast LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,San Diego,(442) 362-2046,Akometas1@gmail.Com,,,,09/12/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001562-LIC,LFTG INC,Lftg Inc,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Riverside,(323) 440-5632,Ramiro-Moran@live.Com,,,,05/18/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000164-LIC,LIGHT BOX LEASING CORP.,Light Box Leasing Corp.,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(213) 944-7961,Lightboxleasing@gmail.Com,,,,05/22/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000051-LIC,LIGHTWORK DISTRIBUTORS LLC,Lightwork Distributors LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Humboldt,(831) 419-0520,Lizandro@arcatax.Com,,,,05/06/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001793-LIC,Keepers of the Craft,Limited Boutique Supply Inc.,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Alameda,(707) 318-7759,Alix@bayareacraft.Org,,,,02/25/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000698-LIC,Distributree,"Lizbor, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 266-5144,Yana@whtcla.Com,,,,07/07/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001660-LIC,LMD Wholesales LLC,Lmd Wholesales LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Kern,(760) 403-6087,Lskrelle@yahoo.Com,,,,06/21/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001826-LIC,Long Beach High LLC,Long Beach High LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(925) 330-3248,Sanjeeve.Rao@gmail.Com,,,,05/04/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000566-LIC,"Los Angeles Farmers, Inc.","Los Angeles Farmers, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(909) 241-5504,Ro@stoneblossomLLC.Com,,,,06/27/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001817-LIC,LOST COAST NURSERY LLC,Lost Coast Nursery LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Humboldt,(707) 223-0692,LostcoastnurseryLLC@gmail.Com,,,,04/19/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000333-LIC,LOST PARADISE ORGANICS LLC,Lost Paradise Organics LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Mendocino,(707) 499-3117,Lostparadise379@gmail.Com,,,,06/11/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000393-LIC,Pabst Labs,"Lp District 11, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Riverside,(917) 945-1505,Alec@pabstlabs.Com,,,,06/16/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001603-LIC,Data Not Available,Lp Roadrunner Logistics LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Riverside,(917) 945-1505,Alec@pabstlabs.Com,,,,06/02/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000926-LIC,Data Not Available,"Lsb Enterprise, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Monterey,(805) 712-3103,Chris@greenvibe.Biz,,,,07/28/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001836-LIC,LT CANNA DISTRO INC.,Lt Canna Distro Inc.,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sonoma,(707) 219-6789,Compliance@talaryabrands.Com,,,,06/01/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001753-LIC,LUCKY 13 VENTURES LOS ANGELES LLC,Lucky 13 Ventures Los Angeles LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(562) 822-7497,Contact@lucky13la.Com,,,,08/16/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001925-LIC,FROOT,"Lucky Family Brands, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 652-9492,Luckyfamilybrands@gmail.Com,,,,03/29/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0002031-LIC,Data Not Available,Luvbrite Collective,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(310) 922-6005,Motash365@gmail.Com,,,,08/15/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001171-LIC,Data Not Available,"Luvo, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 850-1552,Luvomeds@gmail.Com,,,,03/12/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001422-LIC,LVLUP DISTRIBUTION LLC,Lvlup Distribution LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(213) 595-8432,Sergey@goodwill.LLC,,,,11/22/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001702-LIC,Green Horizons,"M.L.A. Horizon, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Riverside,(305) 450-3583,Los@greenhorizons.Com,,,,06/29/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0002020-LIC,Madrone,"Madfam, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Mendocino,(707) 978-1773,Nattrick82@gmail.Com,,,,06/30/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001685-LIC,"Magenda, Inc.","Magenda, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(323) 633-2708,Tonyricci@mac.Com,,,,06/27/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001259-LIC,MAJOR FARMS LLC,Major Farms LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Mendocino,(415) 328-6321,Rjmolineaux@gmail.Com,,,,08/25/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001224-LIC,"MALIBU GOLD, LLC","Malibu Gold, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(562) 474-6554,Mglicense@gmail.Com,,,,06/25/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001649-LIC,Mamba,Mamba Inc.,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Riverside,(818) 934-3585,Mambainc@usa.Com,,,,06/16/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000452-LIC,"Managed Partners, LLC","Managed Partners, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 585-8371,Vincekrow@gmail.Com,,,,06/20/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001737-LIC,Miami Mango Cannabis,"Mango Trol, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sacramento,(561) 707-7031,Mangotrolinc@gmail.Com,,,,06/30/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000367-LIC,Data Not Available,Mar Sr LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sonoma,(303) 246-8773,Robert@marLLC.Net,,,,06/13/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001374-LIC,Rancho Supply,Margarita Depot LLC,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,San Luis Obispo,(831) 226-9597,Info@ranchosupply.Com,,,,07/28/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001852-LIC,G & A Distribution,"Marin Medicinals, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Marin,(415) 519-6062,Gbrowman@gmail.Com,,,,06/20/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000131-LIC,Data Not Available,Mary Jane's Collective Caregivers,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(714) 614-6220,Coletrickle36@yahoo.Com,,,,05/19/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001305-LIC,MASTER BANGO,Master Bango,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Sonoma,(707) 408-1082,Office@bangodistribution.Com,,,,04/05/2027 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000769-LIC,Data Not Available,"Maverick Star, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 428-5158,Mark@724consulting.Net,,,,07/10/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001389-LIC,Data Not Available,"Maximum Yield, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 636-9736,Edgar.Ambarchyan@gmail.Com,,,,08/24/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0000576-LIC,MB DISTRIBUTION INC,Mb Distribution Inc,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Kern,(661) 645-4285,Jason@master-Extracts.Com,,,,06/29/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001039-LIC,Data Not Available,"Mbioteq, LLC",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(562) 547-7425,Johnc@mbioteq.Com,,,,09/01/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001840-LIC,MBM KOSHER,Mbm Kosher,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,(818) 486-3698,Koshermbm@gmail.Com,,,,08/18/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001242-LIC,Data Not Available,"Mecca Distribution, Inc.",Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Mendocino,(424) 653-8090,Ehconsulting@mail.Com,,,,07/21/2026 00:00:00,,CA-facilities.csv,04/18/2026
CA,C11-0001903-LIC,Dreamfields,Med For America Inc.,Commercial -  Distributor,Active,Not Published,Data Not Available,CA,Data Not Available,Riverside,(517) 980-2806,Acintas@dreamfields.Com,,,,12/03/2026 00:00:00,,CA-facilities.csv,04/18/2026
