Facility_ID,Business_Name,Legal_Name,Address,Mailing_Address,Phone,Facility_Status,Owner_License,Hours_Mon,Hours_Tue,Hours_Wed,Hours_Thu,Hours_Fri,Hours_Sat,Hours_Sun,Lic1_Type,Lic1_Services,Lic1_Number,Lic1_Originally,Lic1_Effective,Lic1_Expires,Lic1_Status,Lic1_PDF_URL,Lic2_Type,Lic2_Services,Lic2_Number,Lic2_Originally,Lic2_Effective,Lic2_Expires,Lic2_Status,Lic2_PDF_URL,Offsite_Cultivation_Address,Manufacture_Address,Source_URL
001t000000L0TAhAAN,JARS Cannabis,Broken Arrow Herbal Center Inc,"1732 W Commerce Point Pl, Sahuarita, AZ 85614","10851 N Black Canyon Hwy, Phoenix, AZ 85029",(520) 289-8030,Open,Broken Arrow Herbal Center Inc,7AM-7PM,7AM-7PM,7AM-7PM,7AM-7PM,7AM-7PM,7AM-7PM,7AM-7PM,Establishment,Retail - Sell,00000102ESWC76772229,1/29/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005prhZ/RGPpIom7oHiMSbEpLJnaE945tfEMJhrl8RdMb0YXJug,Dispensary,Retail - Sell,00000096DCXQ00231932,8/8/2024,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000ejDJp/Yef3ZwraJDIybs_bFbBdu8l8tjLhJPgH5PY13UQriJw,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAhAAN&activeTab=details
001t000000L0TB1AAN,The Flower Shop Az,"Buds & Roses, Inc","5205 E University Dr, Mesa, AZ 85205","3131 E. Camelback Rd. Ste 211, Phoenix, AZ 85016",(480) 500-5054,Open,"Buds & Roses, Inc",7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,Retail - Sell,00000028ESVU53788832,1/22/2021,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000HiRVl/jhsIss8hWCmXlEUczVo_YgtGYL0v8ols1dKEbSxN5Rk,Dispensary,Retail - Sell,00000132DCYB00654510,,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000HiRQv/F2ILwc7G6Sb8gesazFzvjNgD6RBbgldJCaWpjauocVA,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TB1AAN&activeTab=details
001t000000L0TA0AAN,Trulieve of Scottsdale Dispensary,Byers Dispensary Inc,"15190 N Hayden Rd, Scottsdale, AZ 85260","1155 W Rio Salado Pkwy, Ste 201, Tempe, AZ 85281",850-508-0261,Open,Byers Dispensary Inc,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,"Retail - Sell
Retail - Manufacture",00000003ESPF54627423,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000wTo1/6QM.wILBfx_OArmqZlg6yopDxWzVlePM.HksoFTMsFM,Dispensary,"Retail - Sell
Cultivation - Cultivate",00000054DCOV00321891,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000000vlYV/5YvnJVpVDvtE8H6_his1h6yNIfCUTqm19sifPlrmagc,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA0AAN&activeTab=details
001t000000U7z5DAAR,SC Labs,C4 Laboratories,"7650 East Evans Rd Unit A, UNIT A, Scottsdale, AZ 85260",,(480) 219-6460,Active,C4 Laboratories Llc,8AM-5PM,8AM-5PM,8AM-5PM,8AM-5PM,8AM-5PM,CLOSED,CLOSED,,,00000005LCMI00301434,,,,,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000lkgcJ/.oriZIGlwvJI_gLHGSe149_zPcUXt3tA8i2xHJ3PjKg,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000U7z5DAAR&activeTab=details
001t000000bHlkSAAS,Releaf,Cactus Bloom Facilities Management LLC,"436 Naugle Ave, Patagonia, AZ 85624","4850 S Park Ave, Tucson, AZ 85714",520-982-9212,Open,Cactus Bloom Facilities Management LLC,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,Establishment,"Cultivation - Cultivate
Retail - Sell",00000144ESQK21738687,4/19/2021,4/19/2025,4/18/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000MBA5p/g3JqPh9H4anEA9ZDmRNVhDaKHOfDTYEcnE69Vbm4RuI,,,,,,,,,"2731 East Frontage Road, Tumacacori, AZ 85640",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000bHlkSAAS&activeTab=details
001t000000L0TArAAN,Sunday Goods,"Cardinal Square, Inc","13150 W Bell Rd, Surprise, AZ 85378","645 E Missouri Avenue, Phoenix, AZ 85012",520-808-3111,Open,Cardinal Health Inc,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,Establishment,Retail - Sell,00000132ESFR75101840,3/10/2025,3/10/2025,3/9/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000Xzr7d/YmrufYz76dXwZqLvPUG722Jf3wkPSmalG.cQfHwu68w,Dispensary,"Retail - Sell
Cultivation - Cultivate",00000114DCPD00232092,3/10/2025,3/10/2025,3/9/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000Xzr2n/bpHpbbzkNdi_PJGZh0Msk.c.DrI4d1myAvVsSH4aEl4,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TArAAN&activeTab=details
001t000000L0T9SAAV,Catalina Hills Botanical Care,Catalina Hills Botanical Care Inc,"2918 N Central Ave, Phoenix, AZ 85012","16277 N Greenway Hayden Loop,, Scottsdale, AZ 85260",602-466-1087,Open,Catalina Hills Botanical Care Inc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000025ESOX62486193,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005nzyG/OS1VOJ9KrcnhyvOoOGotWZeLybABFz06xdDE0Qxt9fU,Dispensary,Retail - Sell,00000016DCCC00020807,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005o1kD/.q9hFYpX789vIOxYxYM38jgvIpfpJ7OvxZy.asauJOU,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9SAAV&activeTab=details
001t000000L0T9hAAF,JARS Cannabis,Cjk Inc,"3411 E Corona Ave, 100, Phoenix, AZ 85040","10851 N Black Canyon Hwy, Phoenix, AZ 85029",602 491-0420,Open,Cjk Inc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000106ESEU57773093,2/2/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005pceH/Ryf2FKYTDl0n_BzsSQLKp3em6Yx4QiiqhZ6NteQZ1uI,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture
Cultivation - Prepare Edibles",00000003DCOU00038157,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005pceR/xOEU57UBjJvLvLeWfXXmpMI4GEKcddgP7kAUYF5TLzk,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9hAAF&activeTab=details
001t000000bHwDHAA0,Trulieve Of Sierra Vista,"Cochise County Wellness, LLC","1633 S Highway 92, Ste 7, Sierra Vista, AZ 85635","1155 West Rio Salado Parkway, Tempe, AZ 85281",480-677-1755,Open,"Cochise County Wellness, LLC",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000135ESGE19332725,4/19/2021,3/10/2025,3/9/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000ImeC6/RdzPYdEt5RGj8IU1.dBvL.Q4b4XnGn6Asii9MzAMO_w,Dispensary,Retail - Sell,0000140DRCDH37786072,,3/10/2025,3/9/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000ImrCX/qqriLvEriOSZBKkJzAcSZOFBV5onqahlNAr4suJGb9o,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000bHwDHAA0&activeTab=details
001t000000L0TA4AAN,Botanica,Copper State Herbal Center Inc,"6205 N Travel Center Dr, Tucson, AZ 85741","6336 N Oracle Rd Ste 326-167, Tucson, AZ 85704",(520) 395-0230,Open,Copper State Herbal Center Inc,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,Establishment,"Retail - Sell
Retail - Cultivate
Manufacture - Manufacture
Manufacture - Package & Store
Manufacture - Prepare Edibles",00000127ESET80222360,3/4/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000GYSog/4ZjIEWTFnopfaBfE4MLHD9qg1f2Zu0tlDkIniPIdnbA,Dispensary,Retail - Sell,00000058DCQU00115543,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000006ui7l/Aoao6upijT5ONHmX67ZroTw4hpisPl7BJrm_2aJ.xEg,,"2902 North El Burrito Avenue, Tucson, AZ 85705",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA4AAN&activeTab=details
001t000000L0TA1AAN,The Phoenix,CRG Holdco LLC,"9897 W McDowell Rd #720, Tolleson, AZ 85353","140 N. 44th Street, Phoenix, AZ 85034",(480) 420-0377,Open,Cannabis Research Group Inc,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,Retail - Sell,00000104ESDH57805022,1/29/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000n95sH/rmuI83XYv6I9dyTcmqFI8cFSoBF9df9hqzPvNCB69ko,Dispensary,Retail - Sell,00000055DCDA00381095,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000n95PF/SAdqmq1OkiFOby.xT_t6MlEdjo1uESabryz9WzQz5J4,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA1AAN&activeTab=details
001t000000L0T9ZAAV,Sol Flower,"CSI Solutions, Inc.","14980 N 78th Way, Scottsdale, AZ 85260","637 S 48th Street, Tempe, AZ 85281",480-420-3300,Open,Csi Solutions Llc,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,Retail - Sell,00000012ESIS11195422,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005osjM/8HUk2n3cFGVDgwVlrD_0uENzbzGVLo9m02VsDZ.JadA,Dispensary,Retail - Sell,00000008DCJJ00257791,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005osgE/urI_QrB_SyFlcjYMTzKTJkXt4e3V0gKuq_LG_J6MfQk,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9ZAAV&activeTab=details
0018y000004c9V3AAI,Curious Cultivators I LLC,Curious Cultivators I LLC,"200 London Bridge Road, 100, Lake Havasu City, AZ 86403","2636 South Highway 95, Bullhead City, AZ 86442",(310) 694-4397,Open,Curious Cultivators I LLC,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-8PM,Establishment,Retail - Sell,0000155ESTWD37312465,4/8/2022,4/8/2024,4/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs000001EVOL/CHcDas6COL.U1LXNdQ3fNe.RbRpwSflxwln2EUIy2zs,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004c9V3AAI&activeTab=details
0018y000004cWKFAA2,Deeply Rooted Boutique Cannabis Company,Desert Boyz,"11725 NW Grand Ave, El Mirage, AZ 85335","3245 W Van Buren St, Phoenix, AZ 85009",(480) 708-0296,Open,Desert Boyz,12AM-11:59PM,12AM-11:59PM,12AM-11:59PM,12AM-11:59PM,12AM-11:59PM,12AM-11:59PM,12AM-11:59PM,Establishment,"Retail - Sell
Retail - Manufacture",0000153ESTXW47689762,4/8/2024,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000i9Rnd/UeOHOTSRn2Cj8d99BImltSjbbmevTtbxwx35654deYw,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004cWKFAA2&activeTab=details
001t000000L0T9DAAV,JARS Cannabis,Desert Medical Campus Inc,"10040 N. Metro Parkway W, Phoenix, AZ 85051","15679 N 83rd Way #8, Scottsdale, AZ 85260",602-870-8700,Open,"Desert Medical Campus, Inc",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000038ESPN59181329,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000Kq5Hp/n5tvpFxgdmMsTlWPc9MBrKXrEixOe667bQjsgXdlooc,Dispensary,"Retail - Sell
Cultivation - Cultivate",00000024DCTZ00479209,8/8/2024,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000aDIiL/3hDd4aJy8NcauE1IvAlffVUfeSpm9DqiDkgUcC7y_2U,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9DAAV&activeTab=details
001t000000L0T9gAAF,Green Pharms,"Desertview Wellness & Healing Solutions, LLC","600 South 80th Avenue, 100, Tolleson, AZ 85353","3820 W Happy Valley Rd. Ste 141-142, Glendale, AZ 85310",(928) 522-6337,Open,"Desertview Wellness & Healing Solutions, LLC",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000077ESTT45790153,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000Rw6dN/cCZGOl1YrtkYZKY9d1PipI7fgSK4.ft5V6pcsz8Xrxw,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture",00000038DCAL00224416,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000Rw73B/92_2UV59yaV0PRwjDMf.YRBXAP5elt4M4vOPYG.M3RQ,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9gAAF&activeTab=details
001t000000L0TB3AAN,Devine Desert Healing Inc,Devine Desert Healing Inc,"17201 N 19th Ave, Phoenix, AZ 85023","16277 N Greenway Hayden Loop, Scottsdale, AZ 85260",602-388-4400,Open,"Devine Desert Healing, Inc.",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000026ESRZ88769978,1/22/2021,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000BlBo7/wjtZjPZNOzI3GHZV.tm9b1JR_MhkI.xfWpndv0uMAV8,Dispensary,Retail - Sell,00000107DCFT00824215,,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000BlPW7/JXsZVsmGVRFaAiHhhGXi74gpifpiNCHkXA4GGDfX4Go,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TB3AAN&activeTab=details
001t000000L0TAPAA3,JARS Cannabis,Dreem Green Inc,"2412 East University Drive, Phoenix, AZ 85034","2424 S. 24th St, Phoenix, AZ 85034",(602) 675-6999,Open,Dreen Green Inc,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,"Retail - Sell
Manufacture - Manufacture
Manufacture - Package & Store",00000078ESQG10647381,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000DfENh/V5JG3g7mAHnSL8sjwals6Ek.2R_AM6aN00_9jnCNaeY,Dispensary,Retail - Sell,00000073DCSV00210732,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000DfECP/dhO_QpAf7GB4TpKyes6oPPU4.NoOBq5H6cCgR2ODrcI,,"2424 S 24th St, Phoenix, AZ 85034",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAPAA3&activeTab=details
0018y000004cpwdAAA,Nature's Wonder,DYNAMIC TRIO HOLDINGS LLC,"6812 East Cave Creek Road, 2, 2A and 3, Cave Creek, AZ 85331","10645 N Tatum Blvd, Phoenix, AZ 85028",480-861-3649,Open,DYNAMIC TRIO HOLDINGS LLC,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,9AM-8PM,9AM-8PM,9AM-5PM,Establishment,"Retail - Sell
Retail - Manufacture
Retail - Cultivate",0000146ESTKT01674214,4/8/2022,4/8/2026,4/7/2028,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000lNHUw/PgmZMsalBrHhHvYGmCDPXtQDBRjPQNrR6TQUzGiTMYY,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000004cpwdAAA&activeTab=details
001t000000L0T9bAAF,Earth's Healing Inc,Earth's Healing Inc,"2075 E Benson Hwy, Tucson, AZ 85714","2727 N Fairview Ave, Tucson, AZ 85705",(520) 373-5779,Open,Earth's Healing Inc,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,10AM-8PM,Establishment,Retail - Sell,00000112ESWR37460976,2/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005mXxf/mnnhdkPrj_04G2x8LRFNir3zpwp8uE0G_ivutrGk_2g,Dispensary,Retail - Sell,00000027DCPI00457346,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005mXy4/mcV6AgdEl1kq8TMk88i8Rqf.CtaRvJJg6CfoAWv7qfA,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9bAAF&activeTab=details
001t000000L0TA8AAN,East Valley Patient Wellness Group Inc,East Valley Patient Wellness Group Inc,"13650 N 99th Ave, Sun City, AZ 85351","637 S 48th Street, Tempe, AZ 85281",(623) 246-8080,Open,East Valley Patient Wellness Group Inc,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,Establishment,Retail - Sell,00000019ESXY11403163,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005mXxu/WSY5_WUZOLPYvFPgA7CClylT7NziaFmXt65S01YRaoY,Dispensary,Retail - Sell,00000063DCTB00283389,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005mY1w/aGE_YdKJPtvb2nV.TzYEALOrDt41aQ6_0WfU0a9Nx5c,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA8AAN&activeTab=details
001t000000L0TAOAA3,Mint Cannabis,Eba Holdings Inc.,"8729 E Manzanita Dr, Scottsdale, AZ 85258","5210 South Priest Drive, Tempe, AZ 85283",(480) 749-6468,Open,"Eba Holdings, Inc.",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,"Cultivation - Manufacture
Cultivation - Cultivate
Retail - Sell",00000068ESZM96727661,8/8/2024,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000a3Lw1/M8s5NbD6u4VS9mhN7RurT69ByL8E_8Fn50R2XNneAK8,Dispensary,Retail - Sell,00000072DCMU00762354,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005oJg6/6GHl7qeH1aTA.NbaFF2PMIhvviOTqraVEYcAlXrCtJo,"2832 N Omaha, Mesa, AZ 85215",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAOAA3&activeTab=details
0018y000009SPKxAAO,Encore Labs Arizona,Encore Labs Arizona,"16624 North 90th Street, #101, Scottsdale, AZ 85260",,(626) 653-3414,Active,"Encore Labs Arizona, LLC",9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,,,0000034LRCRF78097578,,,,,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000lkVtl/T5K__QUCYx8e2t8UxvC5hdvPrzOZQFNGt_2amSRDXHk,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000009SPKxAAO&activeTab=details
001t000000bIQaMAAW,Zanzibar,FJM Group LLC,"60 W Main St, Quartzsite, AZ 85346","1517 N Wilmot #115, Tucson, AZ 85712",(520) 907-2181,Open,FJM Group LLC,9AM-5PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,CLOSED,Establishment,"Cultivation - Cultivate
Retail - Sell",00000141ESYC13235553,4/19/2021,4/19/2025,4/18/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000N2lwr/nyjAeHBuTcHsRotsvyHKiGp2gtTMBvhGlFp6IX6BvtE,,,,,,,,,"7940 South Kolb Road, Tucson, AZ 85756",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000bIQaMAAW&activeTab=details
001t000000L0TA3AAN,The Downtown Dispensary,Forever 46 Llc,"221 E 6th St, Suite 105, Tucson, AZ 85705","221 E 6th St, Tucson, AZ 85705",(520) 838-0492,Open,Forever 46 Llc,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,10AM-8PM,Establishment,"Cultivation - Process
Cultivation - Manufacture
Cultivation - Cultivate
Retail - Sell",00000126ESDQ50929013,3/3/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005oR1n/5jY5oQIJAqsS6HiHCFVKWy2sdAr0qLwiJWJGK.IncFU,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture
Cultivation - Prepare Edibles",00000057DCHF00477864,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005oR1i/eND7LueXl9Ci9IzFyoeaGsTfV8N11Gg0gHhGm0z5Vsc,"801 E 47th St, Tucson, AZ 85713",,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TA3AAN&activeTab=details
001t000000L0TB4AAN,Zen Leaf Phoenix (Cave Creek Rd),"Fort Consulting, Llc","12401 N Cave Creek Rd, Phoenix, AZ 85022","1341 W Industrial Dr, Coolidge, AZ 85128",312-819-5061,Open,"Fort Consulting, Llc",8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,Establishment,Retail - Sell,00000064ESAK09838873,1/22/2021,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000D9mh4/tAFYp8SINfObLf__kc4CjiMyOGqHm1RR6AhyijJ0p50,Dispensary,"Retail - Sell
Cultivation - Cultivate
Cultivation - Manufacture
Cultivation - Prepare Edibles",00000105DCOU00194638,,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000D9pzv/ggmcBA236mtkaEMZKhec4QXcpWNziDsie7cO8jOOEP4,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TB4AAN&activeTab=details
001t000000L0TB2AAN,Trulieve of Tucson,"Fort Mountain Consulting, Llc","4659 E 22nd St, Tucson, AZ 85711","1155 W Rio Salado Pkwy, Tempe, AZ 85281",770-330-0831,Open,"Fort Mountain Consulting, Llc",7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,Establishment,Retail - Sell,00000016ESBY46918805,1/22/2021,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000G1C4M/ah_BsLSkjev8kam9HsYETYgxu2Opll_kWmh92lxGGjc,Dispensary,Retail - Sell,00000134DCUJ00307958,,1/22/2025,1/21/2027,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000G12L9/iP29HIaVhvyBgylLahtd_oxJjHGwREZhVaOy21ygrLw,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TB2AAN&activeTab=details
0018y000007E23LAAS,"Full Spectrum Lab, LLC","Full Spectrum Lab, LLC","3865 E 34th St, Ste 109, Tucson, AZ 85713",,(520) 838-0695,Active,"Full Spectrum Lab, LLC",9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,CLOSED,CLOSED,,,0000028LRCUW52326505,,,,,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000Q5rXl/DhgdNWhg6f0aMnCwVtaA8Dq8YTGEqNg6F8TlGD7RLPw,,,,,,,,,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=0018y000007E23LAAS&activeTab=details
001t000000L0T9qAAF,Farm Fresh,Fwa Inc,"790 N Lake Havasu Ave #4, Lake Havasu City, AZ 86404","2639 North 31st Avenue, Phoenix, AZ 85009",(928) 733-6339,Open,Fwa. Inc.,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,Establishment,Retail - Sell,00000062ESGQ60020478,1/22/2021,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/8y000005pUEm/idz4J5EJCCngzKSeVz3clPc2jsdTlM4qcZLYuQA9FXg,Dispensary,Retail - Sell,00000043DCBC00869823,,8/8/2024,8/7/2026,Active,https://azdhs-licensing.my.salesforce.com/sfc/p/t0000000GzfY/a/cs00000BTwrt/tunHTrJp2RbwDE6aRRJxYleaanGE0ddIHziPRIhed1Y,,,https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0T9qAAF&activeTab=details
